Collection Object GUID,Metadata Text,DNA Sequences Text3,,,
dc84eea7-1ed3-11e3-bfac-90b11c41863e,,547308bb-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/GQ119905 
dc84e964-1ed3-11e3-bfac-90b11c41863e,,5471a72d-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/GQ119756 
dc84e964-1ed3-11e3-bfac-90b11c41863e,,54724305-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/GQ119844 
dc84e964-1ed3-11e3-bfac-90b11c41863e,,5474c3b7-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/GQ119922 
dc84d420-1ed3-11e3-bfac-90b11c41863e,,547287e6-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/GQ119862 
dc84d420-1ed3-11e3-bfac-90b11c41863e,,5473615e-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/GQ119687 
dc84d420-1ed3-11e3-bfac-90b11c41863e,,54746344-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/GQ119776 
dc84d420-1ed3-11e3-bfac-90b11c41863e,,54763c38-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KC825496
dc84d420-1ed3-11e3-bfac-90b11c41863e,,5477241e-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KC826060
dc84d420-1ed3-11e3-bfac-90b11c41863e,,5477d748-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KC826550
dc84d420-1ed3-11e3-bfac-90b11c41863e,,5478b7dd-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KC826902
dc84d420-1ed3-11e3-bfac-90b11c41863e,,54799d46-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KC827612
dc84d420-1ed3-11e3-bfac-90b11c41863e,,547a7300-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KC828169
dc84d420-1ed3-11e3-bfac-90b11c41863e,,547b174d-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KC828503
dc84d420-1ed3-11e3-bfac-90b11c41863e,,547c9556-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KC829446
dc7384bb-1ed3-11e3-bfac-90b11c41863e,,546f0163-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF148327 
dc7384bb-1ed3-11e3-bfac-90b11c41863e,,546f24b6-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF148349 
dc7384bb-1ed3-11e3-bfac-90b11c41863e,,547079e7-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF216592 
dc7384bb-1ed3-11e3-bfac-90b11c41863e,,54713cbd-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF216593 
dc7384bb-1ed3-11e3-bfac-90b11c41863e,,547257ad-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF216591 
dc7384bb-1ed3-11e3-bfac-90b11c41863e,,547448d3-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF216594 
dc7384bb-1ed3-11e3-bfac-90b11c41863e,,5474f9bb-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF148328 
dc7384bb-1ed3-11e3-bfac-90b11c41863e,,5474fc2d-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF148350 
dc936919-1ed3-11e3-bfac-90b11c41863e,,546ed8e1-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF148326 
dc936919-1ed3-11e3-bfac-90b11c41863e,,54704831-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF216587 
dc936919-1ed3-11e3-bfac-90b11c41863e,,5470b796-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF148325 
dc936919-1ed3-11e3-bfac-90b11c41863e,,547183d0-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF216588 
dc936919-1ed3-11e3-bfac-90b11c41863e,,5471857f-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/DQ306653 
dc936919-1ed3-11e3-bfac-90b11c41863e,,5472dd52-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF216590 
dc936919-1ed3-11e3-bfac-90b11c41863e,,54735866-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF148347 
dc936919-1ed3-11e3-bfac-90b11c41863e,,54739056-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/DQ306567 
dc936919-1ed3-11e3-bfac-90b11c41863e,,54744bff-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/DQ306610 
dc936919-1ed3-11e3-bfac-90b11c41863e,,547473ba-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF216589 
dc936919-1ed3-11e3-bfac-90b11c41863e,,54747bdc-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF148348 
dc733baf-1ed3-11e3-bfac-90b11c41863e,,5470553c-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF148330 
dc733baf-1ed3-11e3-bfac-90b11c41863e,,5470aeee-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF216596 
dc733baf-1ed3-11e3-bfac-90b11c41863e,,54712b0a-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF216595 
dc733baf-1ed3-11e3-bfac-90b11c41863e,,54713514-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF148352 
dc733baf-1ed3-11e3-bfac-90b11c41863e,,54713b4e-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF148351 
dc733baf-1ed3-11e3-bfac-90b11c41863e,,547356ba-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF148329 
dc733baf-1ed3-11e3-bfac-90b11c41863e,,547439e6-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF216597 
dc733baf-1ed3-11e3-bfac-90b11c41863e,,54749b02-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF216598 
dc733f74-1ed3-11e3-bfac-90b11c41863e,,546f7c30-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF216629 
dc733f74-1ed3-11e3-bfac-90b11c41863e,,54708990-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF148367 
dc733f74-1ed3-11e3-bfac-90b11c41863e,,547125bd-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF148368 
dc733f74-1ed3-11e3-bfac-90b11c41863e,,54722d24-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF216627 
dc733f74-1ed3-11e3-bfac-90b11c41863e,,547335a1-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF148346 
dc733f74-1ed3-11e3-bfac-90b11c41863e,,5473a1b2-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF148345 
dc733f74-1ed3-11e3-bfac-90b11c41863e,,5473cec3-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF216628
dc733f74-1ed3-11e3-bfac-90b11c41863e,,54750b5e-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF216630 
dc73470d-1ed3-11e3-bfac-90b11c41863e,,546f2207-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF216609 
dc73470d-1ed3-11e3-bfac-90b11c41863e,,546f8f84-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF148335 
dc73470d-1ed3-11e3-bfac-90b11c41863e,,54714aa6-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF216610 
dc73470d-1ed3-11e3-bfac-90b11c41863e,,5471e0ce-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF148357 
dc73470d-1ed3-11e3-bfac-90b11c41863e,,5472f5d2-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF148336 
dc73470d-1ed3-11e3-bfac-90b11c41863e,,5472ffb5-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF216608 
dc73470d-1ed3-11e3-bfac-90b11c41863e,,5474bda1-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF148358 
dc73470d-1ed3-11e3-bfac-90b11c41863e,,5474df4d-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF216607 
dc84e7d5-1ed3-11e3-bfac-90b11c41863e,,546ff2ed-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/GQ119782 
dc84e7d5-1ed3-11e3-bfac-90b11c41863e,,5470d983-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/GQ119867 
dc84e7d5-1ed3-11e3-bfac-90b11c41863e,,547408c5-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/GQ119693 
dc84e7d5-1ed3-11e3-bfac-90b11c41863e,,5485b7ed-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KF929894
dc734ad7-1ed3-11e3-bfac-90b11c41863e,,5471013a-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF148362 
dc734ad7-1ed3-11e3-bfac-90b11c41863e,,54713946-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF216618 
dc734ad7-1ed3-11e3-bfac-90b11c41863e,,5472e147-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF216616 
dc734ad7-1ed3-11e3-bfac-90b11c41863e,,5473a3a0-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF216615 
dc734ad7-1ed3-11e3-bfac-90b11c41863e,,5473f61e-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF216617 
dc734ad7-1ed3-11e3-bfac-90b11c41863e,,54746c90-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF148361 
dc734ad7-1ed3-11e3-bfac-90b11c41863e,,5474a286-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF148340 
dc734ad7-1ed3-11e3-bfac-90b11c41863e,,5474c0dc-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF148339 
dc734ad7-1ed3-11e3-bfac-90b11c41863e,,5484ce16-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KF929982
dc7ad2d3-1ed3-11e3-bfac-90b11c41863e,,5485b838-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KF929788
dc67cf71-1ed3-11e3-bfac-90b11c41863e,,5470b236-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF148355 
dc67cf71-1ed3-11e3-bfac-90b11c41863e,,547288bd-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF216606 
dc67cf71-1ed3-11e3-bfac-90b11c41863e,,5472998a-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF216605 
dc67cf71-1ed3-11e3-bfac-90b11c41863e,,5472a995-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF216604 
dc67cf71-1ed3-11e3-bfac-90b11c41863e,,5472b424-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF148356 
dc67cf71-1ed3-11e3-bfac-90b11c41863e,,5472e028-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF148333 
dc67cf71-1ed3-11e3-bfac-90b11c41863e,,5472fbc5-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF216603 
dc67cf71-1ed3-11e3-bfac-90b11c41863e,,5473eaa2-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF148334 
dc67cf71-1ed3-11e3-bfac-90b11c41863e,,5484d65b-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KF929980
dc734eaa-1ed3-11e3-bfac-90b11c41863e,,546f16e8-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF216601 
dc734eaa-1ed3-11e3-bfac-90b11c41863e,,546f799f-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF148331 
dc734eaa-1ed3-11e3-bfac-90b11c41863e,,54724de1-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF148332 
dc734eaa-1ed3-11e3-bfac-90b11c41863e,,5472bad8-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF216602 
dc734eaa-1ed3-11e3-bfac-90b11c41863e,,5472e95c-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF148354 
dc734eaa-1ed3-11e3-bfac-90b11c41863e,,5474fd5d-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF216600 
dc734eaa-1ed3-11e3-bfac-90b11c41863e,,54750857-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF216599 
dc734eaa-1ed3-11e3-bfac-90b11c41863e,,54750d6e-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF148353 
dc734eaa-1ed3-11e3-bfac-90b11c41863e,,5484e78e-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KF929979
dc737505-1ed3-11e3-bfac-90b11c41863e,,546f8ca8-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF216620 
dc737505-1ed3-11e3-bfac-90b11c41863e,,546f9401-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF216619 
dc737505-1ed3-11e3-bfac-90b11c41863e,,547287a0-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF148341 
dc737505-1ed3-11e3-bfac-90b11c41863e,,5474c325-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF148363 
dc7b06f5-1ed3-11e3-bfac-90b11c41863e,,548711e3-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KM057892
dc7b06f5-1ed3-11e3-bfac-90b11c41863e,,5487122c-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KM057866
dc7b06f5-1ed3-11e3-bfac-90b11c41863e,,54871275-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AY225661
dc7b06f5-1ed3-11e3-bfac-90b11c41863e,,548712bc-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KM057930
dc7b06f5-1ed3-11e3-bfac-90b11c41863e,,54871304-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KM058043
dc7b06f5-1ed3-11e3-bfac-90b11c41863e,,5487134e-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KM058013
dc7b06f5-1ed3-11e3-bfac-90b11c41863e,,54871396-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KM057976
dc7b0f3e-1ed3-11e3-bfac-90b11c41863e,,546f180d-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/DQ912072 
dc7b0f3e-1ed3-11e3-bfac-90b11c41863e,,54703d4b-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/DQ912037 
dc7b0f3e-1ed3-11e3-bfac-90b11c41863e,,54705229-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/DQ912142 
dc7b0f3e-1ed3-11e3-bfac-90b11c41863e,,5472afcc-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/DQ912109 
dc7b02bd-1ed3-11e3-bfac-90b11c41863e,,5484e9bf-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KF930543
dc7aed71-1ed3-11e3-bfac-90b11c41863e,,5485b881-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KF929838
dcc719e1-1ed3-11e3-bfac-90b11c41863e,,5477542b-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KC826192
dcc719e1-1ed3-11e3-bfac-90b11c41863e,,54783926-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KC826727
dcc719e1-1ed3-11e3-bfac-90b11c41863e,,54790e1f-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KC827169
dcc719e1-1ed3-11e3-bfac-90b11c41863e,,547a033f-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KC827854
dcc719e1-1ed3-11e3-bfac-90b11c41863e,,547ab8b3-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KC828118
dcc719e1-1ed3-11e3-bfac-90b11c41863e,,547b64cf-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KC828504
dcc719e1-1ed3-11e3-bfac-90b11c41863e,,547c2aaa-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KC829090
dcc719e1-1ed3-11e3-bfac-90b11c41863e,,547cde09-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KC829388
dcc719e1-1ed3-11e3-bfac-90b11c41863e,,547d5a7d-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KC829937
dcc719e1-1ed3-11e3-bfac-90b11c41863e,,547f869e-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KC831041
db54febf-1ed3-11e3-bfac-90b11c41863e,,5485b8c9-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KF930034
db54febf-1ed3-11e3-bfac-90b11c41863e,,54766bc3-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KC825543
db54febf-1ed3-11e3-bfac-90b11c41863e,,5477f601-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KC826742
db54febf-1ed3-11e3-bfac-90b11c41863e,,5479ba0f-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KC827694
db54febf-1ed3-11e3-bfac-90b11c41863e,,547a8135-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KC828110
db54febf-1ed3-11e3-bfac-90b11c41863e,,547b2b84-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KC828505
db54febf-1ed3-11e3-bfac-90b11c41863e,,547ca4be-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KC829642
db54febf-1ed3-11e3-bfac-90b11c41863e,,547da4fc-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KC830198
db54febf-1ed3-11e3-bfac-90b11c41863e,,547e15a4-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KC830377
db54febf-1ed3-11e3-bfac-90b11c41863e,,547e7d4a-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KC830668
db54febf-1ed3-11e3-bfac-90b11c41863e,,547f35b0-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KC831040
dc7acc47-1ed3-11e3-bfac-90b11c41863e,,547720b1-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KC826048
dc7acc47-1ed3-11e3-bfac-90b11c41863e,,5479985f-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KC827595
dc7acc47-1ed3-11e3-bfac-90b11c41863e,,547a7148-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KC828134
dc7acc47-1ed3-11e3-bfac-90b11c41863e,,547b1473-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KC828506
dc7acc47-1ed3-11e3-bfac-90b11c41863e,,547d1cbc-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KC829809
dc7af094-1ed3-11e3-bfac-90b11c41863e,,548cfe17-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/ERX5044793
dc7aec6a-1ed3-11e3-bfac-90b11c41863e,,5484ea49-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KF929993
dc7b3278-1ed3-11e3-bfac-90b11c41863e,,5485b911-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KF929766
dc7b50cd-1ed3-11e3-bfac-90b11c41863e,,54872507-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KX224179
dc7ae846-1ed3-11e3-bfac-90b11c41863e,,5484ec85-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KF930420
dc7b07f7-1ed3-11e3-bfac-90b11c41863e,,5485b957-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KF929740
dc7b40b9-1ed3-11e3-bfac-90b11c41863e,,54766311-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KC825489
dc7b40b9-1ed3-11e3-bfac-90b11c41863e,,54772c82-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KC826091
dc7b40b9-1ed3-11e3-bfac-90b11c41863e,,5477e84f-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KC826411
dc7b40b9-1ed3-11e3-bfac-90b11c41863e,,5479aca9-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KC827664
dc7b40b9-1ed3-11e3-bfac-90b11c41863e,,547a7a4c-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KC828184
dc7b40b9-1ed3-11e3-bfac-90b11c41863e,,547be1ed-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KC829112
dc7b40b9-1ed3-11e3-bfac-90b11c41863e,,547ca05b-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KC829646
dc7b40b9-1ed3-11e3-bfac-90b11c41863e,,547d37e0-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KC829838
dc7b40b9-1ed3-11e3-bfac-90b11c41863e,,547e104e-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KC830360
dc7b40b9-1ed3-11e3-bfac-90b11c41863e,,547f2b2b-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KC831344
dc7b142e-1ed3-11e3-bfac-90b11c41863e,,5484eeae-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KF930417
dc7b153b-1ed3-11e3-bfac-90b11c41863e,,5484efc7-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KF930400
dc7b1a0c-1ed3-11e3-bfac-90b11c41863e,,5484f092-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KF930405
dc7b22c6-1ed3-11e3-bfac-90b11c41863e,,546f2fce-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/FJ519594 
dc7ae94c-1ed3-11e3-bfac-90b11c41863e,,5485b99d-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KF930541
dc7ad913-1ed3-11e3-bfac-90b11c41863e,,5471826a-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF488485 
dc7ad913-1ed3-11e3-bfac-90b11c41863e,,54750e96-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/AF488435 
dc7ad913-1ed3-11e3-bfac-90b11c41863e,,54783ea7-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KC826290
dc7ad913-1ed3-11e3-bfac-90b11c41863e,,547911ca-a0b5-11ed-803c-6c2b597b15e2,,,https://www.ncbi.nlm.nih.gov/nuccore/KC827329
