"material_entity_id","material_entity_type","preparations","dispositions","institution_code","institution_id","collection_code","collection_id","owner_institution_code","catalog_number","recorder_by","recorder_by_id","associated_references","associated_secuences","other_catalog_numbers"
"3b9041c8382e76bb29f22ad5e3921c38","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2010EMD415PUE","Emmanuel Muñoz de la Vega","","","",""
"3bc5772100d402604a94e86e99431b22","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2010MSM502PUE","Mauro Sierra Macías; Artemio Palafox Caballero; Emmanuel Muñoz de la Vega","","","",""
"3cebde7aedd25b5b679f0abbe7ca7a6c","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2010MSM251PUE","Mauro Sierra Macías; Pablo Andrés Meza","","","",""
"3d1f9845584a9abf99baaa896153470d","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2010EMD710PUE","Emmanuel Muñoz de la Vega","","","",""
"3d2ca1cc437b39a8a5607106ebb2c4ac","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2009MSM320VER","Mauro Sierra Macías; Isaac Meneses Márquez","","","",""
"3dc5083958ecc1e50358e71da3e59644","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2009RLM433VER","Rosalio López Morgado","","","",""
"3dcc01324fad4665a9973c6eb26ad5bf","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2010EMD458PUE","Emmanuel Muñoz de la Vega","","","",""
"3e49e602d35656ac74922a9c11c4a226","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2009MSM025VER","Mauro Sierra Macías; Artemio Palafox Caballero; Néstor Francisco Nicolás","","","",""
"3e68d9e7e61a0560b47e67226c3e5a9a","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2009CTC061PUE","Casiano Tut y Couoh","","","",""
"3ec2eca0ff1aa0fdd6516353f1c1ec2f","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2009NFN188VER","Néstor Francisco Nicolás; Andrés Zambada Martínez","","","",""
"3ecd11560b82e4e09c8332a2c0c617dc","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2010MSM584PUE","Mauro Sierra Macías; Artemio Palafox Caballero","","","",""
"3ef7be337715df893faf8b69c531b239","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2009APC079VER","Artemio Palafox Caballero; Néstor Francisco Nicolás; Andrés Zambada Martínez","","","",""
"3f20e73be1a618d93a7fae7f25d26e79","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2010MSM552PUE","Mauro Sierra Macías; Artemio Palafox Caballero","","","",""
"3f51db340c71a293d491c6368f70b186","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2010MSM274PUE","Mauro Sierra Macías; Pablo Andrés Meza","","","",""
"3f6f15e7e63ba59d266ec507fe2d1a27","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2009APC250VER","Artemio Palafox Caballero; Néstor Francisco Nicolás","","","",""
"3fcb8c66cbbc41462b0d5472e6d7eebf","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2009SBF022TAB","Sabel Barrón Freyre","","","",""
"3fea938e4791ccfb25c950efc9a286f1","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2009CTC031PUE","Casiano Tut y Couoh","","","",""
"401018636e972d0b6d70a89c75104c77","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2010MSM646VER","Mauro Sierra Macías","","","",""
"406911ce567d4c6e081343047a7cfb10","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2010MSM523PUE","Mauro Sierra Macías; Artemio Palafox Caballero; Emmanuel Muñoz de la Vega","","","",""
"407ffc6af80d3826653d494ace79e23e","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2010EMD411PUE","Emmanuel Muñoz de la Vega","","","",""
"409791c5e409794c02b274090347c0a7","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2009CTC079PUE","Casiano Tut y Couoh","","","",""
"40f8afe1ef5c40a122e3cb252988a0af","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2010APC546VER","Artemio Palafox Caballero; Andrés Zambada Martínez","","","",""
"412080c85a8ed8318ce73d50c8844042","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2009CTC148PUE","Casiano Tut y Couoh","","","",""
"4122e9206134215ea20a660588fb7c3b","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2009APC245VER","Artemio Palafox Caballero; Néstor Francisco Nicolás","","","",""
"41341837b6b5129d930bfb89b946b85c","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2010MSM490VER","Mauro Sierra Macías; Néstor Francisco Nicolás","","","",""
"413edf4feb6e3aca9c2bb42c12142f7a","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2010MSM754PUE","Mauro Sierra Macías; Artemio Palafox Caballero","","","",""
"4198620e0c2d16f3939571562cf4bb17","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2009APC211VER","Artemio Palafox Caballero; Néstor Francisco Nicolás","","","",""
"41bfc251ad031fc03d781bd38a8b09e8","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2010EMD667PUE","Emmanuel Muñoz de la Vega","","","",""
"41ccde7ac147d010a571ffd42d833302","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2010JMUB329PUE","José Miguel Uribe Bernal","","","",""
"4231e60d679922f331db1aedc43492ac","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2010MSM238PUE","Mauro Sierra Macías; Pablo Andrés Meza","","","",""
"42366bfc12955cd7adb933020ffd3479","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2009CTC140PUE","Casiano Tut y Couoh","","","",""
"4241ce0ab6e56007ba75bb3d2ddcd39d","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2009APC084VER","Artemio Palafox Caballero; Néstor Francisco Nicolás; Andrés Zambada Martínez","","","",""
"42503bb4abac15410552938342062d80","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2009APC095VER","Artemio Palafox Caballero; Néstor Francisco Nicolás; Andrés Zambada Martínez","","","",""
"427cd9c0916430911f9537510fc87da0","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2009AZM273VER","Andrés Zambada Martínez","","","",""
"4297bb075eb56cc26a1a9642b2cc5963","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2010JMUB370PUE","José Miguel Uribe Bernal","","","",""
"4351d6708c0e57f0744a63751ef8626e","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2010MSM580VER","Mauro Sierra Macías; Néstor Francisco Nicolás","","","",""
"4363d98204554dfb3f7d19d20451c5bb","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2009MSM010VER","Mauro Sierra Macías; Artemio Palafox Caballero; Flavio Antonio Rodríguez Montalvo; Isaac Meneses Márquez","","","",""
"4391149357bc196229516690bf64d1ca","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2010JMUB322PUE","José Miguel Uribe Bernal","","","",""
"43cd265071c11e37d633ff1aef5380e7","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2009MSM149VER","Mauro Sierra Macías; Isaac Meneses Márquez; José Raúl Rodríguez Rodríguez","","","",""
"43cf572c254aa727e46a2a8b60479bdd","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2009APC262VER","Artemio Palafox Caballero; Néstor Francisco Nicolás","","","",""
"441fe80e35a8e8dd82e4ba023fd55d28","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2009MSM020VER","Mauro Sierra Macías; Artemio Palafox Caballero; Néstor Francisco Nicolás","","","",""
"44267ee9f5a57a201f444ab5520ce46f","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2009CTC047PUE","Casiano Tut y Couoh","","","",""
"4493ba4d831768c5bc793d376eb2ccf7","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2010MSM263PUE","Mauro Sierra Macías; Pablo Andrés Meza","","","",""
"44da6761bd35364f175b903fab2fd5bb","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2010MSM234PUE","Mauro Sierra Macías; Pablo Andrés Meza","","","",""
"44dbafebb7f913829b217b1ffdd39828","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2010APC543VER","Artemio Palafox Caballero; Andrés Zambada Martínez","","","",""
"4529aaa6a72379c1c0fb45b46b7c9a08","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2009MSM120VER","Mauro Sierra Macías; Isaac Meneses Márquez; José Raúl Rodríguez Rodríguez","","","",""
"452bad0a3a772bb89ab3f33b26eacf0f","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2009RLM423VER","Rosalio López Morgado","","","",""
"45ba799845a86f538411b2768218dbb1","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2010MSM595PUE","Mauro Sierra Macías; Artemio Palafox Caballero","","","",""
"45c795a1d796e286ce8cd9841ed79d7e","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2010JMUB379PUE","José Miguel Uribe Bernal","","","",""
"45cb347ce26fd2fc0fac91380ef6a1d6","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2009RLM405VER","Rosalio López Morgado","","","",""
"460148cdb495d5ea6b8ef0d494f98e5d","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2010EMD420PUE","Emmanuel Muñoz de la Vega","","","",""
"460fee37924a7bd2ebeae2ea190f16e8","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2009MSM373VER","Mauro Sierra Macías; Isaac Meneses Márquez","","","",""
"46902767968a5abf1828907b5055ac18","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2010APC553VER","Artemio Palafox Caballero; Andrés Zambada Martínez","","","",""
"46d71f14bd896ff00a0ea4a40870cf65","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2010EMD646PUE","Emmanuel Muñoz de la Vega","","","",""
"46eb20bd8401aeeaf98a1c3f5525eee4","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2009AZM525VER","Andrés Zambada Martínez; Artemio Palafox Caballero; Néstor Francisco Nicolás","","","",""
"46f899d00cf8fb803f6e790816461cbe","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2009RLM420VER","Rosalio López Morgado","","","",""
"470267b3c7434a8f35582e1575226b89","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2010JMUB366PUE","José Miguel Uribe Bernal","","","",""
"47343aa8880155fd962a3b773f33bfba","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2010EMD671PUE","Emmanuel Muñoz de la Vega","","","",""
"4774a3a7ac7cd940e1fd83181b40c501","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2009HMRC178PUE","Hector Manuel Rodríguez Carrillo","","","",""
"4774ef523ef356d5228f28b64eeae4af","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2010MSM578PUE","Mauro Sierra Macías; Artemio Palafox Caballero","","","",""
"47a742ef54b351e8ce0f47d1f8d3fa85","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2009NFN180VER","Néstor Francisco Nicolás; Andrés Zambada Martínez","","","",""
"47e67c8590676ab91883a91cb94a46c3","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2009MSM395VER","Mauro Sierra Macías; Isaac Meneses Márquez","","","",""
"4811a2dd8db7360bd065c5804e699047","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2010MSM514PUE","Mauro Sierra Macías; Artemio Palafox Caballero; Emmanuel Muñoz de la Vega","","","",""
"481c4347bb2fc05fef35a22b733fe562","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2009APC085VER","Artemio Palafox Caballero; Néstor Francisco Nicolás; Andrés Zambada Martínez","","","",""
"4825f2210d52bcec525674da162f6fa4","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2010MSM588VER","Mauro Sierra Macías; Néstor Francisco Nicolás","","","",""
"484ca758e209789696f751ade8b02a9e","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2010MSM233PUE","Mauro Sierra Macías; Pablo Andrés Meza","","","",""
"48867f825a83f279e2b71c6175e10f94","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2009AZM193VER","Andrés Zambada Martínez; Artemio Palafox Caballero; Néstor Francisco Nicolás","","","",""
"4889b1cc43338072e27de6e571a22fd3","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2010MSM578VER","Mauro Sierra Macías; Néstor Francisco Nicolás","","","",""
"4890da79b4c97170a169677bf7d4113c","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2010EMD464PUE","Emmanuel Muñoz de la Vega","","","",""
"489783b565523a96d9e52005fdc96a0e","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2010EMD738PUE","Emmanuel Muñoz de la Vega","","","",""
"48c1461adda5f3111ff7f2847d9fc80f","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2009AZM296VER","Andrés Zambada Martínez","","","",""
"4919c6c0d5c601931f1026de4ac38d35","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2009CTC112PUE","Casiano Tut y Couoh","","","",""
"492f0e09216b0636eda4c02fd8de66a4","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2009NFN186VER","Néstor Francisco Nicolás; Andrés Zambada Martínez","","","",""
"49572b64b0ae4bbfab444397da35868d","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2009MSM304VER","Mauro Sierra Macías; Isaac Meneses Márquez","","","",""
"4966e3dd3d30ba85fe1ec41c32a307dd","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2010EMD724PUE","Emmanuel Muñoz de la Vega","","","",""
"497cc270ed8318b6ae71ac09e1839522","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2009APC094VER","Artemio Palafox Caballero; Néstor Francisco Nicolás; Andrés Zambada Martínez","","","",""
"497eb14bc0e702ad301b2fb4792cd490","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2009HMRC221PUE","Hector Manuel Rodríguez Carrillo","","","",""
"49ac9069d11bf9e166c57b282870b92c","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2010MSM563PUE","Mauro Sierra Macías; Artemio Palafox Caballero","","","",""
"49b1767d6323a5e3be91bd7fe94ffe38","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2009MSM148VER","Mauro Sierra Macías; Isaac Meneses Márquez; José Raúl Rodríguez Rodríguez","","","",""
"49ea0b5b34f163d7f1516e7d75e8d921","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2009CTC054PUE","Casiano Tut y Couoh","","","",""
"49f5fea577f06dd401a60a3bf14e0758","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2009APC237VER","Artemio Palafox Caballero; Néstor Francisco Nicolás","","","",""
"4a14c827b53579902a0d53a187e22537","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2009CTC008PUE","Casiano Tut y Couoh","","","",""
"4a4807dd5c1ee96c83dc42b10ca57b51","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2009MSM058VER","Mauro Sierra Macías; Artemio Palafox Caballero; Néstor Francisco Nicolás; Andrés Zambada Martínez","","","",""
"4a60dda460ecd707332cef1303e65b82","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2010RLM609VER","Rosalio López Morgado","","","",""
"4abb26f538a233925a54acc41fc9706e","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2010MSM259PUE","Mauro Sierra Macías; Pablo Andrés Meza","","","",""
"4acdf6bb7f582edd18be70b506b5b2be","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","URGBGM2010EMD683PUE","Emmanuel Muñoz de la Vega","","","",""
