"material_entity_id","material_entity_type","preparations","dispositions","institution_code","institution_id","collection_code","collection_id","owner_institution_code","catalog_number","recorder_by","recorder_by_id","associated_references","associated_secuences","other_catalog_numbers"
"00b0c89f593547297ce12ef302fd0f2f","PreservedSpecimen","Germoplasma en conservación","","ECOSUR","","CH","","","2000-0280-3","Hugo Perales Rivera","","","",""
"00b9d09b6fb74d4cde500ab82ef1270e","PreservedSpecimen","Germoplasma en conservación","","CIRPAS-INIFAP","","BAGENO","","","11702-OAX-1531","F Humberto Castro García; Simón Méndez","","","",""
"00ba3180802c8c1dfe716a433c3d73e6","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","1227-CHIH-292","Efraím Hernández-Xolocotzi Guzmán","","","",""
"00bf401cfcf8e1da1656dcda064c55af","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","7880-TLAX-305","Alberto Ramos Rodríguez","","","",""
"00bfa57362f0625aabe5cad516cf6c78","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","5917-PUE-146","Hermilo Hugo Ángeles Arrieta","","","",""
"00c3296c55508eb8a9397ff462c45736","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","8415-VER-570","Porfirio Ramírez Vallejo; Jesús Alcázar A.; Mauro Sierra Macías; Darío Aburto; Ricardo Arroyo; Pascual de los Santos; Mauro Balderas Muñoz; Francisco Ortíz; Cirilo Ortíz Ortíz; Alfonso Ramírez Fonseca","","","",""
"00c7bf05631be7eca558a35df600c099","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","2887-JAL-181","Amador Terán y Terán","","","",""
"00cac3196d543c14e8b9954dea10f829","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","11209-OAX-1038","Flavio Aragón Cuevas; Nicolás Dillanes Ramírez; Simón Méndez","","","",""
"00e1ef9c0e922f702642c7087e6aba2d","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","9619-JAL-707","L Ordaz","","","",""
"00e2136cf936d630c196b4cd34d85d87","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","3827-MEX-426","Francisco Obregón Hernández","","","",""
"00eab558c095b02082d31d1cef181a56","PreservedSpecimen","Germoplasma en conservación","","ECOSUR","","CH","","","2000-0163-1","Hugo Perales Rivera","","","",""
"00f6738362ae6d646a429506fd1111ae","PreservedSpecimen","Germoplasma en conservación","","CIRPAS-INIFAP","","BAGENO","","","12075-OAX-1904","Flavio Aragón Cuevas","","","",""
"00fc0b89e72c01d31c20c10248ca9f46","PreservedSpecimen","Germoplasma en conservación","","ECOSUR","","CH","","","2002-1140","Hugo Perales Rivera","","","",""
"00fe3e2bd9426eef2ac2a5ce28669f25","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","11257-OAX-1086","Flavio Aragón Cuevas; Nicolás Dillanes Ramírez; Simón Méndez","","","",""
"00fee02979feb011aa2af8742ecc662b","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","9960-SLP-264","Luis Zamarrón Loredo","","","",""
"0103490d4f3f5e234bb6dce1a5c7def5","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","11085-OAX-914","Flavio Aragón Cuevas; Fabián; Simón Méndez","","","",""
"01085de243087d2de46caea6fbfa6092","PreservedSpecimen","Germoplasma en conservación","","CIMMYT","","CIMMYT","","","10249-T.spp-1070-96","","","","",""
"010cc8d837a295911dde1b70de1632d2","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","9231-MICH-511","","","","",""
"01170530dd865b49efdc8fb331b803a8","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","10943-OAX-772","Jaime Díaz","","","",""
"01198d9373a05bb6b9f9ac32d442afe8","PreservedSpecimen","Germoplasma en conservación","","ECOSUR","","CH","","","2002-0634-1","Hugo Perales Rivera","","","",""
"01210d2b168cc1473e825bba761086b9","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","2857-JAL-152","Efraím Hernández-Xolocotzi Guzmán","","","",""
"012129763aeb6adbbda02d26fbb20096","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","7949-VER-41","","","","",""
"012ab59a62f5b1a1b5ef778461e421dd","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","10763-HGO-343","Yolanda Beltrán Vargas; Fidel Arellano Tolentino","","","",""
"012c10c92dabbbafaba4424363a030eb","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","5934-PUE-163","Hermilo Hugo Ángeles Arrieta","","","",""
"013b94b758b14da7598bc179b9271e76","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","6044-PUE-285","","","","",""
"013c4c1111c7f729562407dbf90888af","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","1109-CHIH-174","Efraím Hernández-Xolocotzi Guzmán","","","",""
"013d985539de67a0e53ad49127a8325b","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","6672-QRO-67","","","","",""
"013ffe1c1b083ba850d5734f2a908162","PreservedSpecimen","Germoplasma en conservación","","ECOSUR","","CH","","","2002-1265","Hugo Perales Rivera","","","",""
"0149af14f0ec1d141beb2fbc6be61f90","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","7033-SLP-181","","","","",""
"014d9b24547632889b6d0c755afaee89","PreservedSpecimen","Germoplasma en conservación","","ECOSUR","","CH","","","2002-0841-1","Hugo Perales Rivera","","","",""
"014de825f9ba1418a2f8cb45e4d66b25","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","4395-MICH-266","","","","",""
"0152c1f8b34d89f3dc2b67c57349f420","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","765-CHIS-530","Rafael Ortega Paczka","","","",""
"0155adf2826b305e28f99fc99fdcef6c","PreservedSpecimen","Germoplasma en conservación","","ECOSUR","","CH","","","2002-0145-1","Hugo Perales Rivera","","","",""
"016063f6faea993cda03bdc813c12209","PreservedSpecimen","Germoplasma en conservación","","ECOSUR","","CH","","","2002-0085-3","Hugo Perales Rivera","","","",""
"01691fec13039b5d9be09efeb623f9ff","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","10407-CHIH-398","Enrique Díaz Solís; Venancio Solano Romero","","","",""
"0169955e2bf618b63fc11c98e7bb21cc","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","1912-GTO-181","Rafael Ortega Paczka; José Luis Rodríguez Ontiveros; Jorge Covarrubias Prieto","","","",""
"016f6698f71d05da59d0c944832eda71","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","7712-TLAX-137","Abel Muñoz Orozco; Salvador Domínguez Sánchez; Palafox; de la Vega; Ávila; de Haro; Alfonso Macías; Alberto Flores; Francisco Ramírez; Pimentel","","","",""
"016fd2aa537ba043ccc21ba3c6351c7a","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","1301-COAH-17","Anastasio Morales Esparza","","","",""
"0170625fa7354b34b66a4ba98c5665b1","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","2249-GRO-172","Efraím Hernández-Xolocotzi Guzmán","","","",""
"017580decaec974e986a63fbbb0bcc4d","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","6111-PUE-351","","","","",""
"01795f555b6463f035d875c7642cb522","PreservedSpecimen","Germoplasma en conservación","","ECOSUR","","CH","","","2002-0112-1","Hugo Perales Rivera","","","",""
"017ab1fd426e0238744f164bcc00f9ec","PreservedSpecimen","Germoplasma en conservación","","ECOSUR","","CH","","","2000-0060-5","Hugo Perales Rivera","","","",""
"017c13e7da6ee6770dcc92c28e97f508","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","6046-PUE-287","","","","",""
"0180d8d62e5a76b20a71871e3710e5c8","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","922-CHIS-687","Rafael Ortega Paczka","","","",""
"01837b80b4f8f66ee166e1a0d628c7b2","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","7972-VER-63","Isabel Kelly","","","",""
"01845c8ca8b3825cb661dc50d7cc2355","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","7254-SON-9","","","","",""
"0186cbdcf400731e64598d377101981c","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","1712-DGO-252","Antonio López Jaramillo","","","",""
"018dd023904716067d1a12d13720d102","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","4731-MOR-151","Abel Muñoz Orozco; Manuel Livera Muñoz; Agustín López Herrera; Carlos Aguirre González; Víctor Arturo González Hernández; José Luis Arellano Vázquez; C Sánchez; Mauro Balderas Muñoz","","","",""
"0190d138710f7e3a9da9a5c36386b7e0","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","597-CHIS-363","Rafael Ortega Paczka","","","",""
"0192c28bc9f57727f934507606dcc58f","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","9879-TAMS-163","","","","",""
"019b3dc2407fd032f288cc0bf5c1d566","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","11433-OAX-1262","Horacio Espinosa Paz","","","",""
"019d095439741737022ed3f4c66ba4df","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","3888-MEX-487","Alberto Ramos Rodríguez","","","",""
"01a0bfe37382b554903fdd17cdb3a62b","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","4871-NAY-127","","","","",""
"01a1c6858364cddbe23b0245459fb1e2","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","7331-SON-100","Efraím Hernández-Xolocotzi Guzmán","","","",""
"01a2060ae831a1394e07914dbf31cc23","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","8112-VER-203","José Jiménez Ramírez","","","",""
"01a42ca0f71fa82f9f773e71f2ab1921","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","4401-MICH-271","","","","",""
"01a4be20882b62ee1cc9875929287435","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","8786-ZAC-42","Anastasio Morales Esparza","","","",""
"01a4e132c69cbed3f1ff0df94bcac981","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","1925-GTO-194","Rafael Ortega Paczka; José Luis Rodríguez Ontiveros; Jorge Covarrubias Prieto","","","",""
"01a73e2db0f3842471a66d7ec8467747","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","506-CHIS-272","","","","",""
"01a7bd6a0c7a0e38334fbe9bcc4bb8d2","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","6245-PUE-485","","","","",""
"01be247c9e135273986985117b0ce3fe","PreservedSpecimen","Germoplasma en conservación","","ECOSUR","","CH","","","2002-1804-1","Hugo Perales Rivera","","","",""
"01c16ea143b56f933f3ae6295ec13171","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","6663-QRO-58","","","","",""
"01c3f69f645de60494cf5f1052361f3b","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","5241-OAX-41","Efraím Hernández-Xolocotzi Guzmán","","","",""
"01c9f2ebcf760e27e845862406d12b0b","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","5950-PUE-179","Hermilo Hugo Ángeles Arrieta","","","",""
"01cb8d25926b7fd6a603c69d68a1f268","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","8236-VER-327","","","","",""
"01cd4f360b273a5e44fee8238745c020","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","9538-TLAX-481","","","","",""
"01d6d489a13bb5e880c0b264dcb3254c","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","6704-QRO-99","Alfredo Obregón Zepeda","","","",""
"01e2731f4d9f87bac4e1094f91d826d7","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","5218-OAX-19","","","","",""
"01e398dfcac8758c4a63105f26b7f1e7","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","10910-OAX-739","Flavio Aragón Cuevas; Jaime Díaz","","","",""
"01e8196ea511a06e138a4d16bb91b868","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","3371-JAL-656","Héctor López Neria","","","",""
"01ed9f886299131921d08551bb6d9bee","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","7202-SIN-144","","","","",""
"01f86c7fc44f2fb653cd6840403d0f8e","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","6240-PUE-480","","","","",""
"01faab237ce714c31c43c93b6f0d0432","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","4681-MOR-101","Abel Muñoz Orozco; Manuel Livera Muñoz; Agustín López Herrera; Carlos Aguirre González; Víctor Arturo González Hernández; José Luis Arellano Vázquez; C Sánchez; Mauro Balderas Muñoz","","","",""
"01fbf4bb55cce65ca1d3e20b1e2ddbb3","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","6403-PUE-643","Abel Muñoz Orozco; Manuel Livera Muñoz; Agustín López Herrera; Carlos Aguirre González; Víctor Arturo González Hernández; José Luis Arellano Vázquez; C Sánchez; Mauro Balderas Muñoz","","","",""
"020079156ac264baef76e6534555bc15","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","4074-MEX-673","Abel Muñoz Orozco; Manuel Livera Muñoz; Agustín López Herrera; Carlos Aguirre González; Víctor Arturo González Hernández; José Luis Arellano Vázquez; C Sánchez; Mauro Balderas Muñoz","","","",""
"0203f54a28b65e86250d9a5faaa46fc4","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","10986-OAX-815","Flavio Aragón Cuevas; Jaime Díaz; Suketoshi Taba","","","",""
"02076dc183ca8c2b863936773f6d6215","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","8580-YUC-84","Efraím Hernández-Xolocotzi Guzmán","","","",""
"020cd3fd552b23eeb86548223e694078","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","9863-ZAC-280","Ricardo José Zapata Altamirano","","","",""
"020e1631132faaeccb10e3a91368899d","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","1931-GTO-200","Rafael Ortega Paczka; José Luis Rodríguez Ontiveros; Jorge Covarrubias Prieto","","","",""
"021084ba367f7ea765a08dadc6c38e83","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","6247-PUE-487","","","","",""
"0213e81f0c6cf334ab3a0eba0a995e50","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","1333-COAH-49","Anastasio Morales Esparza","","","",""
"02141655f46d4c8230ccdb4f598f05f1","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","9053-VER-675","Porfirio Ramírez Vallejo; Jesús Alcázar A.; Mauro Sierra Macías; Darío Aburto; Ricardo Arroyo; Pascual de los Santos; Mauro Balderas Muñoz; Francisco Ortíz; Cirilo Ortíz Ortíz","","","",""
"02142a1142e596c9c68c2dc0a04c7017","PreservedSpecimen","Germoplasma en conservación","","ECOSUR","","CH","","","2002-0487-1","Hugo Perales Rivera","","","",""
"02142ffa3cbd619800f7254f868a3dd1","PreservedSpecimen","Germoplasma en conservación","","CIRCE-CEVAMEX-INIFAP","","URG-BGM","","","7793-TLAX-218","Abel Muñoz Orozco; Salvador Domínguez Sánchez; Palafox; de la Vega; Ávila; de Haro; Alfonso Macías; Alberto Flores; Francisco Ramírez; Pimentel","","","",""
"0215fa349cf8e79ca049e127c8673827","PreservedSpecimen","Germoplasma en conservación","","ECOSUR","","CH","","","2002-1391-1","Hugo Perales Rivera","","","",""
