taxon_id,identification_id,taxon_order,taxon_authority,taxon_confidence_percent
91fcf290-9e58-11ed-803c-6c2b597b15e2,dde08fd6-1ed3-11e3-bfac-90b11c41863e,1,,
920d06fd-9e58-11ed-803c-6c2b597b15e2,dde0947d-1ed3-11e3-bfac-90b11c41863e,1,,
920017eb-9e58-11ed-803c-6c2b597b15e2,dde0978b-1ed3-11e3-bfac-90b11c41863e,1,,
91f79e91-9e58-11ed-803c-6c2b597b15e2,dde09a19-1ed3-11e3-bfac-90b11c41863e,1,,
91f60d12-9e58-11ed-803c-6c2b597b15e2,dde09c82-1ed3-11e3-bfac-90b11c41863e,1,,
91fb44fb-9e58-11ed-803c-6c2b597b15e2,dde09ef0-1ed3-11e3-bfac-90b11c41863e,1,,
92072d65-9e58-11ed-803c-6c2b597b15e2,dde0a165-1ed3-11e3-bfac-90b11c41863e,1,,
91fbb012-9e58-11ed-803c-6c2b597b15e2,dde0a3b7-1ed3-11e3-bfac-90b11c41863e,1,,
91fcf290-9e58-11ed-803c-6c2b597b15e2,dde0a605-1ed3-11e3-bfac-90b11c41863e,1,,
92077c06-9e58-11ed-803c-6c2b597b15e2,dde0aed6-1ed3-11e3-bfac-90b11c41863e,1,,
91fc87c1-9e58-11ed-803c-6c2b597b15e2,dde0b13d-1ed3-11e3-bfac-90b11c41863e,1,,
91fe91c9-9e58-11ed-803c-6c2b597b15e2,dde0b37f-1ed3-11e3-bfac-90b11c41863e,1,,
91fba8c1-9e58-11ed-803c-6c2b597b15e2,dde0b5b2-1ed3-11e3-bfac-90b11c41863e,1,,
91fe187d-9e58-11ed-803c-6c2b597b15e2,dde0b7f2-1ed3-11e3-bfac-90b11c41863e,1,,
91fbb012-9e58-11ed-803c-6c2b597b15e2,dde0ba32-1ed3-11e3-bfac-90b11c41863e,1,,
91f4799a-9e58-11ed-803c-6c2b597b15e2,dde0bc6c-1ed3-11e3-bfac-90b11c41863e,1,,
91fcf290-9e58-11ed-803c-6c2b597b15e2,dde0beac-1ed3-11e3-bfac-90b11c41863e,1,,
920bd2fa-9e58-11ed-803c-6c2b597b15e2,dde0c10e-1ed3-11e3-bfac-90b11c41863e,1,,
91fa1e7f-9e58-11ed-803c-6c2b597b15e2,dde0c590-1ed3-11e3-bfac-90b11c41863e,1,,
91fe2f45-9e58-11ed-803c-6c2b597b15e2,dde0c7cb-1ed3-11e3-bfac-90b11c41863e,1,,
91f4799a-9e58-11ed-803c-6c2b597b15e2,dde0ca0b-1ed3-11e3-bfac-90b11c41863e,1,,
91f7ad70-9e58-11ed-803c-6c2b597b15e2,dde0cc40-1ed3-11e3-bfac-90b11c41863e,1,,
91f60d12-9e58-11ed-803c-6c2b597b15e2,dde0ce12-1ed3-11e3-bfac-90b11c41863e,1,,
91f7f7e4-9e58-11ed-803c-6c2b597b15e2,dde0cfe6-1ed3-11e3-bfac-90b11c41863e,1,,
91fcf290-9e58-11ed-803c-6c2b597b15e2,dde0d199-1ed3-11e3-bfac-90b11c41863e,1,,
91f88d80-9e58-11ed-803c-6c2b597b15e2,dde0d369-1ed3-11e3-bfac-90b11c41863e,1,,
91fa8df3-9e58-11ed-803c-6c2b597b15e2,dde0d526-1ed3-11e3-bfac-90b11c41863e,1,,
91fbb012-9e58-11ed-803c-6c2b597b15e2,dde0d6d5-1ed3-11e3-bfac-90b11c41863e,1,,
91fa4467-9e58-11ed-803c-6c2b597b15e2,dde0d884-1ed3-11e3-bfac-90b11c41863e,1,,
91f804bc-9e58-11ed-803c-6c2b597b15e2,dde0da3e-1ed3-11e3-bfac-90b11c41863e,1,,
91fe2f45-9e58-11ed-803c-6c2b597b15e2,dde0dbee-1ed3-11e3-bfac-90b11c41863e,1,,
920a4683-9e58-11ed-803c-6c2b597b15e2,dde0dd9c-1ed3-11e3-bfac-90b11c41863e,1,,
