"1,99-leftsiderels,1-rightside,121-dnasequences.dnasequence.text3","1,99-leftsiderels,1-rightside,121-dnasequences.dnasequence.text2","1,99-leftsiderels,1-rightside,121-dnasequences.dnasequence.moleculeType","1,99-leftsiderels,1-rightside,121-dnasequences,5-sequencer.dnasequence.sequencer"
547ae90b-a0b5-11ed-803c-6c2b597b15e2,KC828480,PTCHD1,"Lopez, Andres"
547b9986-a0b5-11ed-803c-6c2b597b15e2,KC828905,ripk4,"Carpenter, Kent E"
547eddb1-a0b5-11ed-803c-6c2b597b15e2,KC830769,zic1,"Broughton, Richard E"
5470676c-a0b5-11ed-803c-6c2b597b15e2,HQ128202 ,cyt b,"Near, Thomas J"
54732aa2-a0b5-11ed-803c-6c2b597b15e2,HQ127916 ,Rag1,"Near, Thomas J"
5474a4de-a0b5-11ed-803c-6c2b597b15e2,HQ128438 ,S7,"Near, Thomas J"
54883bfe-a0b5-11ed-803c-6c2b597b15e2,AY372785,12S,"Sloss, Brian L"
54883c46-a0b5-11ed-803c-6c2b597b15e2,AY374272,cyt b,"Sloss, Brian L"
54898310-a0b5-11ed-803c-6c2b597b15e2,KM393972,UBE3A-like,"Harrington, Richard C"
5489835b-a0b5-11ed-803c-6c2b597b15e2,KM393582,ptr,"Harrington, Richard C"
548983a7-a0b5-11ed-803c-6c2b597b15e2,KM393425,Glyt,"Harrington, Richard C"
548983f3-a0b5-11ed-803c-6c2b597b15e2,KM393812,sidkey,"Harrington, Richard C"
5489843e-a0b5-11ed-803c-6c2b597b15e2,KM393344,ENC1,"Harrington, Richard C"
54898489-a0b5-11ed-803c-6c2b597b15e2,KM393892,tbr1,"Harrington, Richard C"
548984d3-a0b5-11ed-803c-6c2b597b15e2,KM393502,plagl2,"Harrington, Richard C"
5489851e-a0b5-11ed-803c-6c2b597b15e2,KM393731,SH3,"Harrington, Richard C"
5489856b-a0b5-11ed-803c-6c2b597b15e2,KM394134,zic1,"Harrington, Richard C"
548985b5-a0b5-11ed-803c-6c2b597b15e2,KM394052,UBE3A,"Harrington, Richard C"
54898607-a0b5-11ed-803c-6c2b597b15e2,KM394215,znf503,"Harrington, Richard C"
54766c9f-a0b5-11ed-803c-6c2b597b15e2,KC825393,ficd,"Orti, Guillermo"
54773422-a0b5-11ed-803c-6c2b597b15e2,KC826123,Hoxc6a,"Broughton, Richard E"
547a81c3-a0b5-11ed-803c-6c2b597b15e2,KC828049,plagl2,"Carpenter, Kent E"
547f3689-a0b5-11ed-803c-6c2b597b15e2,KC831326,zic1,"Broughton, Richard E"
54844928-a0b5-11ed-803c-6c2b597b15e2,KF930039,CO1,Barcode of Life Initiative
5485b0e0-a0b5-11ed-803c-6c2b597b15e2,KF930548,CO1,Barcode of Life Initiative
5484c303-a0b5-11ed-803c-6c2b597b15e2,KF929631,CO1,Barcode of Life Initiative
5485b129-a0b5-11ed-803c-6c2b597b15e2,KF930063,CO1,Barcode of Life Initiative
546feff0-a0b5-11ed-803c-6c2b597b15e2,FJ215186 ,16S,"Roa-Varon, Adela"
547129a4-a0b5-11ed-803c-6c2b597b15e2,AF149988 ,12S,"Wiley, Edward O"
54714f18-a0b5-11ed-803c-6c2b597b15e2,FJ215289 ,Rag1,"Roa-Varon, Adela"
54724938-a0b5-11ed-803c-6c2b597b15e2,AF152121 ,28mm,"Wiley, Edward O"
54729ada-a0b5-11ed-803c-6c2b597b15e2,FJ215079 ,12S,"Roa-Varon, Adela"
5472c06d-a0b5-11ed-803c-6c2b597b15e2,AF150643 ,28ee,"Wiley, Edward O"
5473aaf3-a0b5-11ed-803c-6c2b597b15e2,AF153291 ,28ff,"Wiley, Edward O"
54750008-a0b5-11ed-803c-6c2b597b15e2,AF152148 ,28wx,"Wiley, Edward O"
5485b170-a0b5-11ed-803c-6c2b597b15e2,KF930285,CO1,Barcode of Life Initiative
54869a45-a0b5-11ed-803c-6c2b597b15e2,KP644395,Rag1,"Owens, Hannah L"
5477aa62-a0b5-11ed-803c-6c2b597b15e2,KC826536,kiaa1239,"Orti, Guillermo"
54796dd1-a0b5-11ed-803c-6c2b597b15e2,KC827543,Panx2,"Broughton, Richard E"
547a60c8-a0b5-11ed-803c-6c2b597b15e2,KC828048,plagl2,"Carpenter, Kent E"
547b0a35-a0b5-11ed-803c-6c2b597b15e2,KC828485,PTCHD1,"Lopez, Andres"
547bb7d2-a0b5-11ed-803c-6c2b597b15e2,KC828943,ripk4,"Carpenter, Kent E"
547f0696-a0b5-11ed-803c-6c2b597b15e2,KC831332,zic1,"Broughton, Richard E"
5487f1cf-a0b5-11ed-803c-6c2b597b15e2,KT883602,CO1,"Sanciangco, Millicent D"
5474bf11-a0b5-11ed-803c-6c2b597b15e2,FJ519593 ,CO1,"Wong, Eugene H-K"
547623f7-a0b5-11ed-803c-6c2b597b15e2,KC825382,ficd,"Orti, Guillermo"
547dfb60-a0b5-11ed-803c-6c2b597b15e2,KC830304,tbr1,"Lopez, Andres"
54707b5f-a0b5-11ed-803c-6c2b597b15e2,AF488478 ,12S,"Berendzen, Peter B"
54748527-a0b5-11ed-803c-6c2b597b15e2,AF488428 ,16S,"Berendzen, Peter B"
5485b1ba-a0b5-11ed-803c-6c2b597b15e2,KF930333,CO1,Barcode of Life Initiative
5488cef6-a0b5-11ed-803c-6c2b597b15e2,MH032525,CO1,"Vinnikov, Kirill"
5488cff3-a0b5-11ed-803c-6c2b597b15e2,MH032375,Rho,"Vinnikov, Kirill"
5488d04f-a0b5-11ed-803c-6c2b597b15e2,MH032225,Rag2,"Vinnikov, Kirill"
5488d099-a0b5-11ed-803c-6c2b597b15e2,MH031926,cyt b,"Vinnikov, Kirill"
5488d0e1-a0b5-11ed-803c-6c2b597b15e2,MH032075,Rag1,"Vinnikov, Kirill"
548d0273-a0b5-11ed-803c-6c2b597b15e2,SRX10074889,UCE,"Atta, Calder J"
546f929e-a0b5-11ed-803c-6c2b597b15e2,FJ215199 ,16S,"Roa-Varon, Adela"
5470595a-a0b5-11ed-803c-6c2b597b15e2,FJ215302 ,Rag1,"Roa-Varon, Adela"
5472b206-a0b5-11ed-803c-6c2b597b15e2,FJ215092 ,12S,"Roa-Varon, Adela"
5485b202-a0b5-11ed-803c-6c2b597b15e2,KF930527,CO1,Barcode of Life Initiative
546f98be-a0b5-11ed-803c-6c2b597b15e2,FJ215165 ,16S,"Roa-Varon, Adela"
546fe536-a0b5-11ed-803c-6c2b597b15e2,AF152149 ,28wx,"Wiley, Edward O"
54708104-a0b5-11ed-803c-6c2b597b15e2,AF152122 ,28mm,"Wiley, Edward O"
5470e56d-a0b5-11ed-803c-6c2b597b15e2,AF149989 ,12S,"Wiley, Edward O"
5471d2dc-a0b5-11ed-803c-6c2b597b15e2,FJ215267 ,Rag1,"Roa-Varon, Adela"
5472e664-a0b5-11ed-803c-6c2b597b15e2,AF153292 ,28ff,"Wiley, Edward O"
54746484-a0b5-11ed-803c-6c2b597b15e2,AF150644 ,28ee,"Wiley, Edward O"
5474129e-a0b5-11ed-803c-6c2b597b15e2,AF488427 ,16S,"Berendzen, Peter B"
547498d6-a0b5-11ed-803c-6c2b597b15e2,AF488477 ,12S,"Berendzen, Peter B"
5488b09e-a0b5-11ed-803c-6c2b597b15e2,MH031838,cyt b,"Vinnikov, Kirill"
5488b0e1-a0b5-11ed-803c-6c2b597b15e2,MH032288,Rho,"Vinnikov, Kirill"
5488b358-a0b5-11ed-803c-6c2b597b15e2,MH032437,CO1,"Vinnikov, Kirill"
5488b3d0-a0b5-11ed-803c-6c2b597b15e2,MH032138,Rag2,"Vinnikov, Kirill"
5488b451-a0b5-11ed-803c-6c2b597b15e2,MH031988,Rag1,"Vinnikov, Kirill"
547684b1-a0b5-11ed-803c-6c2b597b15e2,KC825420,ficd,"Orti, Guillermo"
547cb048-a0b5-11ed-803c-6c2b597b15e2,KC829559,sidkey,"Carpenter, Kent E"
54800bc1-a0b5-11ed-803c-6c2b597b15e2,KF139689,Glyt,"Near, Thomas J"
54800c07-a0b5-11ed-803c-6c2b597b15e2,KF140497,zic1,"Near, Thomas J"
54800c53-a0b5-11ed-803c-6c2b597b15e2,KF140911,ptr,"Near, Thomas J"
54800c9c-a0b5-11ed-803c-6c2b597b15e2,KF141419,SH3PX3,"Near, Thomas J"
54800ce5-a0b5-11ed-803c-6c2b597b15e2,KF140311,tbr1,"Near, Thomas J"
54800d2e-a0b5-11ed-803c-6c2b597b15e2,KF139567,ENC1,"Near, Thomas J"
54800d77-a0b5-11ed-803c-6c2b597b15e2,KF140691,plagl2,"Near, Thomas J"
54800dc0-a0b5-11ed-803c-6c2b597b15e2,KF139944,myh6,"Near, Thomas J"
547099b9-a0b5-11ed-803c-6c2b597b15e2,AY158830 ,Cyt B,"Roe, Kevin J"
54738c14-a0b5-11ed-803c-6c2b597b15e2,AY159959 ,12S,"Roe, Kevin J"
5470900e-a0b5-11ed-803c-6c2b597b15e2,AF488479 ,12S,"Berendzen, Peter B"
5470ff40-a0b5-11ed-803c-6c2b597b15e2,AF488429 ,16S,"Berendzen, Peter B"
546febb8-a0b5-11ed-803c-6c2b597b15e2,AF488475 ,12S,"Berendzen, Peter B"
54703be4-a0b5-11ed-803c-6c2b597b15e2,AF488425 ,16S,"Berendzen, Peter B"
5475a766-a0b5-11ed-803c-6c2b597b15e2,HE863808,16S,"Armani, Andrea"
5475a7ae-a0b5-11ed-803c-6c2b597b15e2,HE964777,cyt b,"Armani, Andrea"
5475a7f7-a0b5-11ed-803c-6c2b597b15e2,HE964779,cyt b,"Armani, Andrea"
5475a83d-a0b5-11ed-803c-6c2b597b15e2,HE863810,16S,"Armani, Andrea"
547ebea9-a0b5-11ed-803c-6c2b597b15e2,KC831268,zic1,"Broughton, Richard E"
5484c351-a0b5-11ed-803c-6c2b597b15e2,KF930279,CO1,Barcode of Life Initiative
5470f567-a0b5-11ed-803c-6c2b597b15e2,AF488441 ,16S,"Berendzen, Peter B"
54725b64-a0b5-11ed-803c-6c2b597b15e2,AF488491 ,12S,"Berendzen, Peter B"
5485b24a-a0b5-11ed-803c-6c2b597b15e2,KF930282,CO1,Barcode of Life Initiative
5476a339-a0b5-11ed-803c-6c2b597b15e2,KC825405,ficd,"Orti, Guillermo"
5475a643-a0b5-11ed-803c-6c2b597b15e2,HE964778,cyt b,"Armani, Andrea"
5475a68a-a0b5-11ed-803c-6c2b597b15e2,HE863809,16S,"Armani, Andrea"
547053d9-a0b5-11ed-803c-6c2b597b15e2,AY539235 ,H3,"Smith, William Leo"
54705740-a0b5-11ed-803c-6c2b597b15e2,AY538921 ,tRNA-val,"Smith, William Leo"
5470f0dd-a0b5-11ed-803c-6c2b597b15e2,AY539538 ,16S,"Smith, William Leo"
5471da02-a0b5-11ed-803c-6c2b597b15e2,AY539026 ,16S,"Smith, William Leo"
54729730-a0b5-11ed-803c-6c2b597b15e2,AY539130 ,28S,"Smith, William Leo"
5476819c-a0b5-11ed-803c-6c2b597b15e2,KC825423,ficd,"Orti, Guillermo"
547f5e7c-a0b5-11ed-803c-6c2b597b15e2,KC831323,zic1,"Broughton, Richard E"
54871f14-a0b5-11ed-803c-6c2b597b15e2,KM057906,cyt b,"Smith, William Leo"
54871f5e-a0b5-11ed-803c-6c2b597b15e2,KM057972,12S,"Smith, William Leo"
5479bbf6-a0b5-11ed-803c-6c2b597b15e2,KC827702,Panx2,"Broughton, Richard E"
547b2c9b-a0b5-11ed-803c-6c2b597b15e2,KC828487,PTCHD1,"Lopez, Andres"
547d3fe7-a0b5-11ed-803c-6c2b597b15e2,KC829866,SH3PX3,"Carpenter, Kent E"
5470a683-a0b5-11ed-803c-6c2b597b15e2,AY833324 ,ATPase8 and 6,"Kinziger, Andrew P"
5471c2b4-a0b5-11ed-803c-6c2b597b15e2,AY833367 ,cyt b,"Kinziger, Andrew P"
5485b290-a0b5-11ed-803c-6c2b597b15e2,KF929735,CO1,Barcode of Life Initiative
5485b2d6-a0b5-11ed-803c-6c2b597b15e2,KF930143,CO1,Barcode of Life Initiative
5479c806-a0b5-11ed-803c-6c2b597b15e2,KC827745,Panx2,"Broughton, Richard E"
547b34df-a0b5-11ed-803c-6c2b597b15e2,KC828397,PTCHD1,"Lopez, Andres"
547e1c79-a0b5-11ed-803c-6c2b597b15e2,KC830405,tbr1,"Lopez, Andres"
547f60b3-a0b5-11ed-803c-6c2b597b15e2,KC831099,zic1,"Broughton, Richard E"
5470a244-a0b5-11ed-803c-6c2b597b15e2,AF488434 ,16S,"Berendzen, Peter B"
547208ef-a0b5-11ed-803c-6c2b597b15e2,AF488484 ,12S,"Berendzen, Peter B"
5475a6d2-a0b5-11ed-803c-6c2b597b15e2,HE863811,16S,"Armani, Andrea"
5475a71c-a0b5-11ed-803c-6c2b597b15e2,HE964780,cyt b,"Armani, Andrea"
54719de5-a0b5-11ed-803c-6c2b597b15e2,AF488482 ,12S,"Berendzen, Peter B"
5472f373-a0b5-11ed-803c-6c2b597b15e2,AF488432 ,16S,"Berendzen, Peter B"
5485b31b-a0b5-11ed-803c-6c2b597b15e2,KF930269,CO1,Barcode of Life Initiative
5485b361-a0b5-11ed-803c-6c2b597b15e2,KF930326,CO1,Barcode of Life Initiative
54716413-a0b5-11ed-803c-6c2b597b15e2,AF488431 ,16S,"Berendzen, Peter B"
54719256-a0b5-11ed-803c-6c2b597b15e2,AF488481 ,12S,"Berendzen, Peter B"
5478dfaa-a0b5-11ed-803c-6c2b597b15e2,KC827327,myh6,"Broughton, Richard E"
5479af62-a0b5-11ed-803c-6c2b597b15e2,KC827671,Panx2,"Broughton, Richard E"
54839610-a0b5-11ed-803c-6c2b597b15e2,JQ939081,16S,"Betancur, Ricardo"
5483965a-a0b5-11ed-803c-6c2b597b15e2,JQ938906,EHHADH,"Betancur, Ricardo"
548396a0-a0b5-11ed-803c-6c2b597b15e2,JQ938225,GCS1,"Betancur, Ricardo"
548396e8-a0b5-11ed-803c-6c2b597b15e2,JQ938746,GPR61,"Betancur, Ricardo"
54839732-a0b5-11ed-803c-6c2b597b15e2,JQ939208,IRBP,"Betancur, Ricardo"
5483977a-a0b5-11ed-803c-6c2b597b15e2,JQ939607,myh6,"Betancur, Ricardo"
548397c1-a0b5-11ed-803c-6c2b597b15e2,JQ937634,plagl2,"Betancur, Ricardo"
54839807-a0b5-11ed-803c-6c2b597b15e2,JQ938050,RH,"Betancur, Ricardo"
5483984f-a0b5-11ed-803c-6c2b597b15e2,JQ940068,ripk4,"Betancur, Ricardo"
54839894-a0b5-11ed-803c-6c2b597b15e2,JQ939744,RNF213,"Betancur, Ricardo"
548398da-a0b5-11ed-803c-6c2b597b15e2,JQ937787,sidkey,"Betancur, Ricardo"
54839920-a0b5-11ed-803c-6c2b597b15e2,JQ938448,SLC10A3,"Betancur, Ricardo"
54839967-a0b5-11ed-803c-6c2b597b15e2,JQ937937,UBE3A,"Betancur, Ricardo"
548399ae-a0b5-11ed-803c-6c2b597b15e2,JQ937500,UBE3A_like,"Betancur, Ricardo"
548399f5-a0b5-11ed-803c-6c2b597b15e2,JQ939375,znf503,"Betancur, Ricardo"
54844c39-a0b5-11ed-803c-6c2b597b15e2,KF930001,CO1,Barcode of Life Initiative
546fca51-a0b5-11ed-803c-6c2b597b15e2,AF148342 ,12S,"Grose, Michael J"
5470368e-a0b5-11ed-803c-6c2b597b15e2,AF216621 ,ND2-5',"Grose, Michael J"
54704153-a0b5-11ed-803c-6c2b597b15e2,AF148364 ,16S,"Grose, Michael J"
54744ea7-a0b5-11ed-803c-6c2b597b15e2,AF216622 ,ND2-3',"Grose, Michael J"
54725f2f-a0b5-11ed-803c-6c2b597b15e2,FJ519566 ,CO1,"Wong, Eugene H-K"
548812af-a0b5-11ed-803c-6c2b597b15e2,KT187538,Rag1,"Bertozzi, Terry"
548815db-a0b5-11ed-803c-6c2b597b15e2,KT187508,ND4,"Bertozzi, Terry"
5488162b-a0b5-11ed-803c-6c2b597b15e2,KT187437,POMC,"Bertozzi, Terry"
5470f095-a0b5-11ed-803c-6c2b597b15e2,FN431730 ,CO1,"Stelbrink, Bjorn"
5472072e-a0b5-11ed-803c-6c2b597b15e2,FJ519596 ,CO1,"Wong, Eugene H-K"
547261f7-a0b5-11ed-803c-6c2b597b15e2,FN431851 ,16S,"Stelbrink, Bjorn"
54728876-a0b5-11ed-803c-6c2b597b15e2,FN431849 ,16S,"Stelbrink, Bjorn"
5472ae66-a0b5-11ed-803c-6c2b597b15e2,FN431850 ,16S,"Stelbrink, Bjorn"
547332cf-a0b5-11ed-803c-6c2b597b15e2,FN431729 ,CO1,"Stelbrink, Bjorn"
5474b858-a0b5-11ed-803c-6c2b597b15e2,FN431731 ,CO1,"Stelbrink, Bjorn"
546e5b00-a0b5-11ed-803c-6c2b597b15e2,HQ731215 ,sreb2,"Li, Chenhong"
547015e5-a0b5-11ed-803c-6c2b597b15e2,HQ731285 ,ripk4,"Li, Chenhong"
547044be-a0b5-11ed-803c-6c2b597b15e2,DQ533098 ,28S,"Smith, William Leo"
547085e6-a0b5-11ed-803c-6c2b597b15e2,DQ532939 ,16S,"Smith, William Leo"
54708825-a0b5-11ed-803c-6c2b597b15e2,JX188838 ,ENC1,"Wainwright, Peter C"
54709b74-a0b5-11ed-803c-6c2b597b15e2,JX189530 ,SH3PX3,"Wainwright, Peter C"
5470a911-a0b5-11ed-803c-6c2b597b15e2,JX190073 ,ptr,"Wainwright, Peter C"
5470fbc2-a0b5-11ed-803c-6c2b597b15e2,JX188676 ,Glyt,"Wainwright, Peter C"
54715547-a0b5-11ed-803c-6c2b597b15e2,HQ731125 ,ficd,"Li, Chenhong"
54717c6f-a0b5-11ed-803c-6c2b597b15e2,HQ731260 ,sidkey174m143,"Li, Chenhong"
5471aaf3-a0b5-11ed-803c-6c2b597b15e2,HQ731240 ,zgc85947,"Li, Chenhong"
5471f4f5-a0b5-11ed-803c-6c2b597b15e2,JX189778 ,Rag1,"Wainwright, Peter C"
54724d46-a0b5-11ed-803c-6c2b597b15e2,DQ533274 ,"12S, tRNA-Val, 16S","Smith, William Leo"
5472a562-a0b5-11ed-803c-6c2b597b15e2,JX189938 ,sreb2,"Wainwright, Peter C"
5472d81f-a0b5-11ed-803c-6c2b597b15e2,JX189311 ,plagl2,"Wainwright, Peter C"
54730d12-a0b5-11ed-803c-6c2b597b15e2,DQ533436 ,H3,"Smith, William Leo"
54735387-a0b5-11ed-803c-6c2b597b15e2,JX189626 ,myh6,"Wainwright, Peter C"
54743fe1-a0b5-11ed-803c-6c2b597b15e2,JX189010 ,zic1,"Wainwright, Peter C"
5474d103-a0b5-11ed-803c-6c2b597b15e2,JX189164 ,tbr1,"Wainwright, Peter C"
5475bb7a-a0b5-11ed-803c-6c2b597b15e2,JN231117,EGR3,"Chen, Wei-Jen"
5475bbc2-a0b5-11ed-803c-6c2b597b15e2,JN231055,EGR2B,"Chen, Wei-Jen"
5475bc17-a0b5-11ed-803c-6c2b597b15e2,JN231005,RH1,"Chen, Wei-Jen"
5475be1b-a0b5-11ed-803c-6c2b597b15e2,JN230906,Rag1,"Chen, Wei-Jen"
5475be7a-a0b5-11ed-803c-6c2b597b15e2,JN230955,EGR1,"Chen, Wei-Jen"
5478365a-a0b5-11ed-803c-6c2b597b15e2,KC826682,kiaa1239,"Orti, Guillermo"
54790b02-a0b5-11ed-803c-6c2b597b15e2,KC827337,myh6,"Broughton, Richard E"
547a0151-a0b5-11ed-803c-6c2b597b15e2,KC827847,Panx2,"Broughton, Richard E"
54820872-a0b5-11ed-803c-6c2b597b15e2,JQ939005,16S,"Betancur, Ricardo"
548208be-a0b5-11ed-803c-6c2b597b15e2,JQ938693,GPR61,"Betancur, Ricardo"
54820908-a0b5-11ed-803c-6c2b597b15e2,JQ939837,kiaa1239,"Betancur, Ricardo"
54820952-a0b5-11ed-803c-6c2b597b15e2,JQ939537,myh6,"Betancur, Ricardo"
54820999-a0b5-11ed-803c-6c2b597b15e2,JQ937588,plagl2,"Betancur, Ricardo"
548209e4-a0b5-11ed-803c-6c2b597b15e2,JQ937720,sidkey,"Betancur, Ricardo"
54820a2d-a0b5-11ed-803c-6c2b597b15e2,JQ937865,UBE3A,"Betancur, Ricardo"
54844d18-a0b5-11ed-803c-6c2b597b15e2,KF930290,CO1,Barcode of Life Initiative
5486905b-a0b5-11ed-803c-6c2b597b15e2,KC442025,28S,"Chen, Wei-Jen"
54897bb2-a0b5-11ed-803c-6c2b597b15e2,KY873740,Glyt,"Grande, Terry C"
54897c01-a0b5-11ed-803c-6c2b597b15e2,KY873629,12S,"Grande, Terry C"
54897c4d-a0b5-11ed-803c-6c2b597b15e2,KY873836,myh6,"Grande, Terry C"
54897c97-a0b5-11ed-803c-6c2b597b15e2,KY873941,SH3PX3,"Grande, Terry C"
54897ce3-a0b5-11ed-803c-6c2b597b15e2,KY873887,plagl2,"Grande, Terry C"
5470060e-a0b5-11ed-803c-6c2b597b15e2,AY279675 ,16S,"Westneat, Mark W"
5471579b-a0b5-11ed-803c-6c2b597b15e2,AY279881 ,Rag2,"Westneat, Mark W"
547160b4-a0b5-11ed-803c-6c2b597b15e2,AY279778 ,TMO-4C4,"Westneat, Mark W"
5472bf49-a0b5-11ed-803c-6c2b597b15e2,AY279572 ,12S,"Westneat, Mark W"
54708a1d-a0b5-11ed-803c-6c2b597b15e2,EF508317 ,cyt b,"Knudsen, Steen W"
54736dd3-a0b5-11ed-803c-6c2b597b15e2,EF508356 ,16S,"Knudsen, Steen W"
5476710a-a0b5-11ed-803c-6c2b597b15e2,KC825377,ficd,"Orti, Guillermo"
5477368e-a0b5-11ed-803c-6c2b597b15e2,KC826116,Hoxc6a,"Broughton, Richard E"
5478e8c7-a0b5-11ed-803c-6c2b597b15e2,KC827096,myh6,"Broughton, Richard E"
547e178e-a0b5-11ed-803c-6c2b597b15e2,KC830386,tbr1,"Lopez, Andres"
547f3884-a0b5-11ed-803c-6c2b597b15e2,KC831208,zic1,"Broughton, Richard E"
548a11bb-a0b5-11ed-803c-6c2b597b15e2,LC049930,12S,"Miya, Masaki"
546ff85d-a0b5-11ed-803c-6c2b597b15e2,DQ874704 ,12S,"Ng, Heok H"
546ff8f8-a0b5-11ed-803c-6c2b597b15e2,DQ388083 ,TMO-4C4,"Orrell, Thomas M"
546ffefa-a0b5-11ed-803c-6c2b597b15e2,DQ874781 ,Rag2,"Ng, Heok H"
547180f7-a0b5-11ed-803c-6c2b597b15e2,DQ874736 ,16S,"Ng, Heok H"
54723cc1-a0b5-11ed-803c-6c2b597b15e2,DQ874843 ,TMO-4C4,"Jackson, Jennifer A"
5474124f-a0b5-11ed-803c-6c2b597b15e2,DQ874813 ,Rho,"Ng, Heok H"
547849b3-a0b5-11ed-803c-6c2b597b15e2,KC826683,kiaa1239,"Orti, Guillermo"
547b7036-a0b5-11ed-803c-6c2b597b15e2,KC828488,PTCHD1,"Lopez, Andres"
548cd2ac-a0b5-11ed-803c-6c2b597b15e2,SRX10444761,UCE,"Arcila, Dahiana"
546fe2f1-a0b5-11ed-803c-6c2b597b15e2,AF488489 ,12S,"Berendzen, Peter B"
54700111-a0b5-11ed-803c-6c2b597b15e2,AF488439 ,16S,"Berendzen, Peter B"
548cf9a9-a0b5-11ed-803c-6c2b597b15e2,ERX5044759,UCE,"Kolora, Sree Rohit Raj"
5485b3a7-a0b5-11ed-803c-6c2b597b15e2,KF930123,CO1,Barcode of Life Initiative
54714272-a0b5-11ed-803c-6c2b597b15e2,AF488449 ,16S,"Berendzen, Peter B"
5472447c-a0b5-11ed-803c-6c2b597b15e2,AF488499 ,12S,"Berendzen, Peter B"
5484c399-a0b5-11ed-803c-6c2b597b15e2,KF929768,CO1,Barcode of Life Initiative
5485b3f7-a0b5-11ed-803c-6c2b597b15e2,KF930353,CO1,Barcode of Life Initiative
5476d7a2-a0b5-11ed-803c-6c2b597b15e2,KC825656,ficd,"Orti, Guillermo"
54785bb2-a0b5-11ed-803c-6c2b597b15e2,KC826503,kiaa1239,"Orti, Guillermo"
547b7c85-a0b5-11ed-803c-6c2b597b15e2,KC828489,PTCHD1,"Lopez, Andres"
547c469d-a0b5-11ed-803c-6c2b597b15e2,KC828970,ripk4,"Carpenter, Kent E"
547cf1ea-a0b5-11ed-803c-6c2b597b15e2,KC829684,sidkey,"Carpenter, Kent E"
548d3064-a0b5-11ed-803c-6c2b597b15e2,MW847600,Rag2,"Unmack, Peter J"
548d30b0-a0b5-11ed-803c-6c2b597b15e2,MW847559,Rag1,"Unmack, Peter J"
547619a6-a0b5-11ed-803c-6c2b597b15e2,KC825773,ficd,"Orti, Guillermo"
54779f68-a0b5-11ed-803c-6c2b597b15e2,KC826517,kiaa1239,"Orti, Guillermo"
54796339-a0b5-11ed-803c-6c2b597b15e2,KC827514,Panx2,"Broughton, Richard E"
547a5c0f-a0b5-11ed-803c-6c2b597b15e2,KC828313,plagl2,"Carpenter, Kent E"
547aedce-a0b5-11ed-803c-6c2b597b15e2,KC828490,PTCHD1,"Lopez, Andres"
547b9c64-a0b5-11ed-803c-6c2b597b15e2,KC828971,ripk4,"Carpenter, Kent E"
547ee5eb-a0b5-11ed-803c-6c2b597b15e2,KC831078,zic1,"Broughton, Richard E"
5470534a-a0b5-11ed-803c-6c2b597b15e2,FJ870453 ,ND1,"Roje, Dawn M"
5471ab83-a0b5-11ed-803c-6c2b597b15e2,FJ870414 ,16S,"Roje, Dawn M"
5473edad-a0b5-11ed-803c-6c2b597b15e2,FJ870492 ,RAG2,"Roje, Dawn M"
54782a99-a0b5-11ed-803c-6c2b597b15e2,KC826834,kiaa1239,"Orti, Guillermo"
54790158-a0b5-11ed-803c-6c2b597b15e2,KC827321,myh6,"Broughton, Richard E"
5479f2cf-a0b5-11ed-803c-6c2b597b15e2,KC827795,Panx2,"Broughton, Richard E"
547ccd7e-a0b5-11ed-803c-6c2b597b15e2,KC829529,sidkey,"Carpenter, Kent E"
547f7288-a0b5-11ed-803c-6c2b597b15e2,KC831249,zic1,"Broughton, Richard E"
54834337-a0b5-11ed-803c-6c2b597b15e2,JQ939070,16S,"Betancur, Ricardo"
5483437f-a0b5-11ed-803c-6c2b597b15e2,JQ938896,EHHADH,"Betancur, Ricardo"
548343c7-a0b5-11ed-803c-6c2b597b15e2,JQ938736,GPR61,"Betancur, Ricardo"
5483440e-a0b5-11ed-803c-6c2b597b15e2,JQ939199,IRBP,"Betancur, Ricardo"
54834455-a0b5-11ed-803c-6c2b597b15e2,JQ939898,kiaa1239,"Betancur, Ricardo"
5483449c-a0b5-11ed-803c-6c2b597b15e2,JQ939597,myh6,"Betancur, Ricardo"
548344e2-a0b5-11ed-803c-6c2b597b15e2,JQ937623,plagl2,"Betancur, Ricardo"
54834528-a0b5-11ed-803c-6c2b597b15e2,JQ940059,ripk4,"Betancur, Ricardo"
54834572-a0b5-11ed-803c-6c2b597b15e2,JQ939736,RNF213,"Betancur, Ricardo"
548345b9-a0b5-11ed-803c-6c2b597b15e2,JQ937778,sidkey,"Betancur, Ricardo"
54834600-a0b5-11ed-803c-6c2b597b15e2,JQ938438,SLC10A3,"Betancur, Ricardo"
54834645-a0b5-11ed-803c-6c2b597b15e2,JQ937491,UBE3A_like,"Betancur, Ricardo"
5483468c-a0b5-11ed-803c-6c2b597b15e2,JQ939364,znf503,"Betancur, Ricardo"
548346d2-a0b5-11ed-803c-6c2b597b15e2,JQ938589,znf536,"Betancur, Ricardo"
54844fd8-a0b5-11ed-803c-6c2b597b15e2,KF930225,CO1,Barcode of Life Initiative
547ebf23-a0b5-11ed-803c-6c2b597b15e2,KC831269,zic1,"Broughton, Richard E"
546e794d-a0b5-11ed-803c-6c2b597b15e2,AY679623 ,16S,"Holcroft Benson, Nancy I"
