id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,eventDate2,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedOccurrences,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,preparations,locationID,continent,waterBody,islandGroup,island,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collID,recordID,references
3037588,DBG,KHD,,PreservedSpecimen,81ce4a98-b8c8-4c41-8418-f7e7846a1987,KHD00037285,14100,Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Malpighiales|Salicaceae|Salix,Plantae,Magnoliophyta,,Malpighiales,Salicaceae,Salix bebbiana,2249,Sarg.,Salix,,bebbiana,,,Species,Janet L. Wingate,Mar-16,,,,,,John B. Hartwell,,2294,5/3/1950,,1950,5,3,123,,,,,,,,,,,,,,,Flower and fruit,,,,,,,,,,,,USA,Colorado,El Paso,,"North Cheyenne Canyon opposite incinerator W of first stone bridge near stream, Colorado Springs",,0,,38.789002,-104.865179,,10000,13N 0511709E 4293371N,,,Terrain Navigator,,Certainty code: 6,1951,,,,,6400 FT,,,,4/10/2018 12:54,KHD14100,113,81ce4a98-b8c8-4c41-8418-f7e7846a1987,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3037588
3037589,DBG,KHD,,PreservedSpecimen,d00d090b-4c83-4a9f-9ef1-a286da82d053,KHD00037401,14101,Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Malpighiales|Salicaceae|Salix,Plantae,Magnoliophyta,,Malpighiales,Salicaceae,Salix monticola,2260,Bebb,Salix,,monticola,,,Species,Gwen Kittel,Mar-19,,,,,,John B. Hartwell,C. William T. Penland,2315,6/25/1950,,1950,6,25,176,,,,Swamp,,,,,,,,,,,Flower and fruit,,,,,,,,,,,,USA,Colorado,Grand,,2 miles N of summit of Gore Pass - Highway 84.,,0,,40.09695,-106.535125,,10000,13N 0369145E 4439647N,,,Terrain Navigator,,Certainty code: 6,2621,,,,,8600 FT,,,,3/14/2019 17:05,KHD14101,113,d00d090b-4c83-4a9f-9ef1-a286da82d053,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3037589
3037590,DBG,KHD,,PreservedSpecimen,4cb406b8-8f5d-40b0-92b2-44cd0c12d0e9,KHD00037269,14102,Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Malpighiales|Salicaceae|Salix,Plantae,Magnoliophyta,,Malpighiales,Salicaceae,Salix monticola,2260,Bebb,Salix,,monticola,,,Species,Gwen Kittel,Mar-19,,,,,,John B. Hartwell,,2314,6/24/1950,,1950,6,24,175,,,,,,6-8ft high.,,,,,,,,,Fruit,,,,,,,,,,,,USA,Colorado,Grand,,2 miles E of summit of Gore Pass,,0,,40.073949,-106.521509,,10000,13N 0370262E 4437074N,,,Terrain Navigator,,Certainty code: 6,2621,,,,,8600 FT,,,,3/14/2019 17:04,KHD14102,113,4cb406b8-8f5d-40b0-92b2-44cd0c12d0e9,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3037590
3037593,DBG,KHD,,PreservedSpecimen,a75d6212-e45c-4731-90e3-c5c977901cc8,KHD00037408,14111,Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Malpighiales|Salicaceae|Salix|Salix lasiandra,Plantae,Magnoliophyta,,Malpighiales,Salicaceae,Salix lasiandra subsp. caudata,68121,(Nutt.) E.Murray,Salix,,lasiandra,subsp.,caudata,Subspecies,Gwen Kittel,Mar-19,,,,,,John B. Hartwell,,805,5/26/1939,,1939,5,26,146,,,,stream bank,,,,,,,,,,,Flower and fruit,,,,,,,,,,,,USA,Colorado,El Paso,,"Ute Pass near Crags""""",,0,,38.831462,-104.516677,,,13N 0541951E 4298185N,,,Terrain Navigator,,Certainty code: 7,2134,,,,,7000 FT,,,,4/23/2019 12:39,KHD14111,113,a75d6212-e45c-4731-90e3-c5c977901cc8,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3037593
3037594,DBG,KHD,,PreservedSpecimen,e56afc73-0871-472a-86bd-4d730fe57f0d,KHD00037400,14112,Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Malpighiales|Salicaceae|Salix|Salix lasiandra,Plantae,Magnoliophyta,,Malpighiales,Salicaceae,Salix lasiandra var. caudata,68122,(Nutt.) Sudw.,Salix,,lasiandra,var.,caudata,Variety,Gwen Kittel,Mar-19,,,,,,John B. Hartwell,,1007,6/26/1934,,1934,6,26,177,,,,,,Shrub 15 ft high.,,,,,,,,,Fruit,,,,,,,,,,,,USA,Colorado,Park,,Tarryall Creek bank,,0,,39.073548,-105.398707,,10000,13N 0465511E 4325014N,,,Terrain Navigator,,Certainty code: 6,2408,,,,,7900 FT,,,,4/23/2019 12:50,KHD14112,113,e56afc73-0871-472a-86bd-4d730fe57f0d,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3037594
3037595,DBG,KHD,,PreservedSpecimen,863008e8-e86a-4258-bc71-7a852d1aa88c,KHD00037405,14113,Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Malpighiales|Salicaceae|Salix,Plantae,Magnoliophyta,,Malpighiales,Salicaceae,Salix caudata,49491,A.Heller,Salix,,caudata,,,Species,Gwen Kittel,Mar-19,,,,,,John B. Hartwell,,2440,5/21/1951,,1951,5,21,141,,,,,,"12-14 ft high, dark fissured trunks. Twigs 45-50 degrees divurgent.",,,,,,herbariumSpecimenDuplicate: https://www.soroherbaria.org/portal/collections/individual/index.php?guid=486bd48c-eb80-4a9c-8f1a-e213ad946695,,,Flower,,,,,,,,,,,,USA,Colorado,El Paso,,"Palmer Park, Colorado Springs near picnic grounds, N of iron watering trough on El Paso.",,0,,38.880353,-104.776786,,10000,13N 0519361E 4303523N,,,Terrain Navigator,,Certainty code: 6,1859,,,,,6100 FT,,,,5/31/2019 9:31,KHD14113,113,863008e8-e86a-4258-bc71-7a852d1aa88c,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3037595
3037596,DBG,KHD,,PreservedSpecimen,6a1f62ec-7745-4f0e-8c93-0000ef57ec5a,KHD00037409,14114,Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Malpighiales|Salicaceae|Salix|Salix lasiandra,Plantae,Magnoliophyta,,Malpighiales,Salicaceae,Salix lasiandra subsp. caudata,68121,(Nutt.) E.Murray,Salix,,lasiandra,subsp.,caudata,Subspecies,Gwen Kittel,Mar-19,,,,,,John B. Hartwell,,2426 C,5/30/1951,,1951,5,30,150,,,,,,,,,,,,,,,Flower,,,,,,,,,,,,USA,Colorado,El Paso,,"Palmer Park, Colorado Springs, near picnic grounds N of watering trough on El Paso.",,0,,38.75944,-104.761223,,10000,13N 0520746E 4290109N,,,Terrain Navigator,,Certainty code: 6,1859,,,,,6100 FT,,,,5/31/2019 9:53,KHD14114,113,6a1f62ec-7745-4f0e-8c93-0000ef57ec5a,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3037596
3037597,DBG,KHD,,PreservedSpecimen,ba8d964b-a62f-4449-8fcf-53bc39cc496d,KHD00037411,14115,Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Malpighiales|Salicaceae|Salix,Plantae,Magnoliophyta,,Malpighiales,Salicaceae,Salix caudata,49491,A.Heller,Salix,,caudata,,,Species,Gwen Kittel,Mar-19,,Mixed specimen. Determination for branch labelled A.,,,,C. William T. Penland,John B. Hartwell,2485,6/5/1951,,1951,6,5,156,,,"Mixed specimens. Filed under determination of branch A, Salix caudata. Branch B is Salix bebbiana.",,,,,,,,,,,,Flower and Fruit,,,,,,,,,,,,USA,Colorado,Saguache,,"Margin of Tomichi Creek, 2 miles W of Sargents.",,0,,38.40441,-106.421278,,10000,13N 0375901E 4251643N,,,Terrain Navigator,,Certainty code: 6,2591,,,,,8500 FT,,,,3/14/2019 17:09,KHD14115,113,ba8d964b-a62f-4449-8fcf-53bc39cc496d,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3037597
