occurrence_id,entity_id
USGSCENOLOC_19050_19540900,https://n2t.net/ark:/65665/34753f84c-cdd4-44a6-80b7-1b118133ac0c
USGSCENOLOC_19050_19540900,https://n2t.net/ark:/65665/30e746282-73bd-4c66-ab75-c6ec5d922dfd
USGSCENOLOC_19050_19540900,https://n2t.net/ark:/65665/341353620-708c-4987-aa2e-91696748b071
USGSCENOLOC_19050_19540900,https://n2t.net/ark:/65665/30c64d7c7-5d15-42d6-b911-9895addb1545
USGSCENOLOC_19050_19540900,https://n2t.net/ark:/65665/35a3f612b-e674-4824-ba65-288f6af81b58
USGSCENOLOC_19050_19540900,https://n2t.net/ark:/65665/3a57efeb6-442a-4f34-ade7-87ca844ccd0f
USGSCENOLOC_19050_19540900,https://n2t.net/ark:/65665/3e4d68a9c-55d2-4310-96ec-2a71e1336d8b
USGSCENOLOC_19050_19540900,https://n2t.net/ark:/65665/3e382442a-b4e5-4618-b7f6-7119fc146d81
USGSCENOLOC_19050_19540900,https://n2t.net/ark:/65665/3274798f1-d0f4-4c59-8d8e-0a14b06f8c93
USGSCENOLOC_19050_19540900,https://n2t.net/ark:/65665/319198e92-16a0-4ee0-b6aa-6fc39c0c2394
USGSCENOLOC_19050_19540900,https://n2t.net/ark:/65665/32e4b358e-91f9-4dec-9437-96a3c14da107
USGSCENOLOC_19050_19540900,https://n2t.net/ark:/65665/3713f444d-9e74-4706-b6c7-1b315538223c
USGSCENOLOC_19050_19540900,https://n2t.net/ark:/65665/3068a5c66-c823-479d-a29d-43ba6de4c30f
USGSCENOLOC_19050_19540900,https://n2t.net/ark:/65665/3c4dd14f8-0198-4db5-9c18-a37727b2d2ea
USGSCENOLOC_19050_19540900,https://n2t.net/ark:/65665/3ce0ad528-92fc-4b8d-a074-54edc2a50ef5
USGSCENOLOC_19050_19540900,https://n2t.net/ark:/65665/33746cd02-ee05-4dd8-913a-c81feb391b5b
USGSCENOLOC_19050_19540900,https://n2t.net/ark:/65665/3bdb5fff7-4901-40ca-8fcb-5e0a11423d36
USGSCENOLOC_19050_19540900,https://n2t.net/ark:/65665/399adfb6a-49d4-45e7-b56c-33fb3716c54a
USGSCENOLOC_19050_19540900,https://n2t.net/ark:/65665/375cdb939-fe15-42ef-8a88-3a18573757e7
USGSCENOLOC_19050_19540900,https://n2t.net/ark:/65665/3cc15dcd2-986d-4707-88b3-65f2507ef2bc
USGSCENOLOC_19050_19540900,https://n2t.net/ark:/65665/3d1f55a1e-b6b5-479d-b131-d2d8c494440a
USGSCENOLOC_19050_19540900,https://n2t.net/ark:/65665/3f5c9051b-7e17-47e4-8ae1-07f79317ee80
USNMLOC_41679_1999,https://n2t.net/ark:/65665/39f53b18e-9607-4c1d-919c-647e772a354f
USNMLOC_41679_1999,https://n2t.net/ark:/65665/38f108bb6-3d98-4ab5-9e5f-df39f54bd5a6
USNM-EventID-CES10746121,https://n2t.net/ark:/65665/333544cd9-20fd-402b-a4ce-de5d1afd322e
USNM-EventID-CES10746121,https://n2t.net/ark:/65665/321ee7d27-c0b5-407e-b37a-b0020cb3edb2
USNM-EventID-CES10746121,https://n2t.net/ark:/65665/373e72fc1-7fb8-438a-a4e5-568a4a8edd37
USNM-EventID-CES10746121,https://n2t.net/ark:/65665/34a9569f6-78e8-49a1-b960-d27b61c26865
USNM-EventID-CES10746121,https://n2t.net/ark:/65665/38ca56f68-ab14-4307-aa5b-f068203e6ee8
USNM-EventID-CES10746121,https://n2t.net/ark:/65665/3d75a4f23-e20a-43bc-9515-967773adf82e
USNM-EventID-CES10746121,https://n2t.net/ark:/65665/33290d6d9-144b-489c-a885-f99b3c672e9b
USNM-EventID-CES10746121,https://n2t.net/ark:/65665/3e0a55792-e60c-4014-b0db-80892f6e0f34
USNM-EventID-CES10746121,https://n2t.net/ark:/65665/36cfde439-d2a4-4028-8b55-fb8b7bcd3497
USNM-EventID-CES10746121,https://n2t.net/ark:/65665/370c18f3f-66b5-4a4d-bab7-a35e441f16da
USNM-EventID-CES10746121,https://n2t.net/ark:/65665/34fc453ec-b00d-4be3-9616-5120d23b323a
USNM-EventID-CES10746121,https://n2t.net/ark:/65665/30685ffcb-af13-44a2-94fd-e68b93e583e8
USNM-EventID-CES10746121,https://n2t.net/ark:/65665/3c5cbad0e-6227-492f-acc5-9e4a4a715d93
USNM-EventID-CES10746121,https://n2t.net/ark:/65665/36f3223b5-d8ab-4f48-b6c7-7c3795e64545
USNM-EventID-CES10746121,https://n2t.net/ark:/65665/3dbd9ae46-b707-4c20-ad78-53c79c443077
USNM-EventID-CES10746121,https://n2t.net/ark:/65665/363ecefb4-67b4-45f2-9552-06798764fd8a
USNM-EventID-CES10746121,https://n2t.net/ark:/65665/3003186b1-01c5-4fc9-bb04-c9206cb9dcd2
USNM-EventID-CES10746121,https://n2t.net/ark:/65665/3881eba96-b081-4d39-a632-d8caeb78c3f4
USNM-EventID-CES10746121,https://n2t.net/ark:/65665/3d298e329-9026-4512-ba8c-b5c8dc7a04d7
USNM-EventID-CES10746121,https://n2t.net/ark:/65665/3c89155ce-e1a8-44d2-ac80-6a49bbbd8b76
USNM-EventID-CES10746121,https://n2t.net/ark:/65665/35ca64f59-a623-4fb3-a7da-ff0321a5f63c
USNM-EventID-CES10746121,https://n2t.net/ark:/65665/3c1ea2e90-2eeb-4c33-ba98-c2933cf709d3
USNM-EventID-CES10746121,https://n2t.net/ark:/65665/34b41ec26-00f3-4b65-bb71-2e33be5db065
USNM-EventID-CES10746121,https://n2t.net/ark:/65665/36906230b-f952-4841-bc1a-90b922dc3df7
USNM-EventID-CES10746121,https://n2t.net/ark:/65665/3555ac63a-4bcd-4214-be5c-ca1d2fd1138f
USNM-EventID-CES10746121,https://n2t.net/ark:/65665/382dcf9d4-24f5-4f1e-a5ab-c8fc7f33d796
USNM-EventID-CES10746121,https://n2t.net/ark:/65665/3b4036337-79c6-4284-84c8-0416540c4e74
