entity_id,entity_type,dataset_id,entity_name,entity_remarks
https://n2t.net/ark:/65665/m3627257ff-1fdb-4a5d-b33b-dbf28c509f4f,DIGITAL_ENTITY,https://doi.org/10.15468/7m0fvd,,
https://n2t.net/ark:/65665/m3c6b3fe78-9792-4f27-b49c-3523ce536e73,DIGITAL_ENTITY,https://doi.org/10.15468/7m0fvd,,
