assertion_id,assertion_target_id,assertion_target_type,assertion_parent_assertion_id,assertion_type,assertion_made_date,assertion_effective_date,assertion_value,assertion_value_numeric,assertion_unit,assertion_by_agent_name,assertion_by_agent_id,assertion_protocol,assertion_protocol_id,assertion_remarks
bb8a9c88-3f99-ff2c-3a9f-f0877c64133d,dbda0489-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,32.5-69.5mm SL,,,,,,,
c149d74b-c804-4d61-e770-c796209a9e9b,dbda0593-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,162mm SL,,,,,,,
301adc0b-90d2-31ca-4b8a-3e83068b421d,dbda069c-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,63mm SL,,,,,,,
eb1da07a-5e7e-647a-6c23-7fc2312c2e1f,dbda07a5-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,87mm SL,,,,,,,
15a5d276-60a6-dd05-209b-184bf4bedc81,dbda08ae-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,31-128mm SL,,,,,,,
9c073b0b-1226-2e2e-b35d-4782b65de341,dbda09bc-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,31-70.5mm SL,,,,,,,
1e0b3d61-afff-d61c-3f40-069d9ffcf4f4,dbda0acd-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,40.5-106.5mm SL,,,,,,,
237174e4-ca05-32af-5536-bc0014dffe15,dbda0bd6-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,36-116mm SL,,,,,,,
e8681788-8959-b40c-e95f-9b7b8ea51313,dbda0cde-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,30-59mm SL,,,,,,,
41d888af-719e-f4eb-6206-e9a238548a0f,dbda0deb-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,71-71.5mm SL,,,,,,,
817ea459-b79b-0c7e-f5ef-efee43ede348,dbda0ef7-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,31-84mm SL,,,,,,,
b28ad62e-2039-1fcc-5e07-d29985f5d7d3,dbda1392-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,30.5-57mm SL,,,,,,,
9c636658-ac75-94cd-51b7-be55bb65f6b6,dbda14a9-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,34-56mm SL,,,,,,,
2dacfaf5-f532-755f-7c2a-7a69979a8dc8,dbda15b2-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,35-68mm SL,,,,,,,
895862eb-dea7-728d-b40b-2c8cad65fae2,dbda16bd-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,31-73mm SL,,,,,,,
2aa92dad-d9ce-42a4-2948-9cb9c52cbbe1,dbda17c7-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,25-52.5mm SL,,,,,,,
a55233a3-128a-4531-2994-7cc227968556,dbda18d3-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,28-44.5mm SL,,,,,,,
b0601895-5627-1855-6706-9ce09d924310,dbda19df-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,30-52mm SL,,,,,,,
aacf4cda-7cf3-d08c-dee7-1df558cdf3a5,dbda1ae8-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,47.5mm SL,,,,,,,
3d111f9f-3253-2cd7-9693-3df8cbd8e3a3,dbda1bf1-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,33-37.5mm SL,,,,,,,
bde8fa3b-6ba2-9978-1a3f-3b1d0aa16d2b,dbda1cfe-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,36-39mm SL,,,,,,,
36dc3ced-4fee-2202-497d-50e6918020b0,dbda1e0a-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,40-65mm SL,,,,,,,
2de38cf9-d38b-1aba-00e7-ca1ef857e253,dbda1f1c-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,42mm SL,,,,,,,
9a22edc2-9826-fa29-a1e4-22017bad2922,dbda2025-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,64.5-80.5mm SL,,,,,,,
ee3e3253-7321-e92e-97d3-cea236ad4c9a,dbda212b-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,126mm SL,,,,,,,
7a02140b-b003-e50e-4d58-27b1bf57b72e,dbda2226-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,70mm SL,,,,,,,
76baf822-e4f2-202a-f09b-d86b43920781,dbda2325-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,63.5mm SL,,,,,,,
ed40bb19-280d-15b0-e56c-ad97e1699541,dbda2428-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,23.5-122.5mm SL,,,,,,,
e0d32981-0277-f3b8-9e31-b7b528dc9993,dbda252f-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,31.5-62mm SL,,,,,,,
d40d6f82-10a0-b470-31fc-1ec616fd4cec,dbda272c-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,62mm SL,,,,,,,
52dcdc92-e8ed-f661-c751-d2b52ad7d6ba,dbda2b65-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,39.5-83mm SL,,,,,,,
3bd465af-b332-13b5-0b56-a33ca3f3b0ac,dbda2d63-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,31-51.5mm SL,,,,,,,
acea3ab5-2e41-1a13-2a2a-46f7a25c5ab1,dbda2e7e-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,35mm SL,,,,,,,
535bb925-f03f-28e1-8203-b57aea9d570e,dbda2f83-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,35-40.5mm SL,,,,,,,
f95bc744-4758-7dfe-b265-03e86c966ec4,dbda3087-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,29.5-36.5mm SL,,,,,,,
c2546adc-1903-3da6-8a5b-66ebb9025c09,dbda3209-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,34-36mm SL,,,,,,,
8d4cad69-fd49-04f9-2737-ecd039dab71d,dbda3730-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,64mm SL,,,,,,,
de7944d7-09d3-2c79-059a-ccc7d9cd81b6,dbda385c-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,58mm SL,,,,,,,
9fb70228-bca3-5a70-fec2-60ba6da09dcd,dbda3984-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,31-92.5mm SL,,,,,,,
36d8d6dc-c1ae-2f71-3bf2-e5ffb2ab0662,dbda3aa5-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,36.5-90mm SL,,,,,,,
02965ad2-c389-6a9f-0a28-5a1ee0aa6db2,dbda3f0b-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,35-154mm SL,,,,,,,
c4968441-22cf-b8e2-63b7-9b88be706da5,dbda4090-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,44-60mm SL,,,,,,,
57af4a9d-3b8c-421e-cf6b-9ba7c7efc6b8,dbda43dc-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,44.5-62mm SL,,,,,,,
50ba7e81-5131-b065-f14e-72f4d9e8b146,dbda49ef-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,47-69mm SL,,,,,,,
2eec2292-bd99-fa0a-1e8a-e7e03a8427ce,dbda4b5e-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,29.5-59mm SL,,,,,,,
3fdb90b2-d2ad-6203-28cd-96ce2f44ee56,dbda4cb9-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,128.5-145mm SL,,,,,,,
e87ca5cf-bc67-00ae-94f8-af77ea15f06b,dbda51c4-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,42-58.5mm SL,,,,,,,
668a3fa4-0f40-137c-d9b5-02fa1ae56542,dbda533a-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,92.5-148.5mm SL,,,,,,,
a2e5a17a-c22f-e9ba-6722-325c7d251b0e,dbda5880-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,72.5-154.5mm SL,,,,,,,
54171938-a1ba-42a2-accf-6bf970e77bf3,dbda5d38-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,42.5-57.5mm SL,,,,,,,
29f42676-5bc2-d988-9564-2edcec136ea5,dbda61e3-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,42-45mm SL,,,,,,,
7ec728ef-adf8-666b-fe68-fa614fcb79b6,dbda6829-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,36-46mm SL,,,,,,,
05d8fc15-6fee-8c42-f4b4-3e05dea3902f,dbda7201-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,73mm SL,,,,,,,
e7500a40-e662-ce97-dbc1-1339e3b0df3f,dbda7345-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,38mm SL,,,,,,,
8b723c73-2c85-cfc8-2c2c-4305f160afff,dbda75dd-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,72mm SL,,,,,,,
b94b97ff-e7be-588e-a3c1-2939d2d7a263,dbda771b-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,41mm SL,,,,,,,
9270765b-59d8-fec0-7804-c9db04fce3b5,dbda7850-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,39mm SL,,,,,,,
e26886be-1d3a-ed3c-d1ff-b5ef2620d08e,dbda7989-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,49-53mm SL,,,,,,,
269f5376-e3bd-31d4-d5dd-ae6538c04d6c,dbda7ac1-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,87.5-91mm SL,,,,,,,
22d61cdd-224c-b85e-356c-e94e80300df9,dbda7fc5-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,62mm SL,,,,,,,
b096fe19-cd93-03df-97e6-62220ce94018,dbda810d-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,78-84mm SL,,,,,,,
7e253986-6fca-c6d3-47d1-01cd7d126b73,dbda824a-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,20-84.5mm SL,,,,,,,
ee511fad-6bba-9468-e834-181028d0fe44,dbda8386-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,35.5-95mm SL,,,,,,,
589e4b49-8c91-2673-3687-9f10adc2cd68,dbda84c3-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,44-61.5mm SL,,,,,,,
a72845b0-7d44-34fe-1f85-d99290ba26a3,dbda8601-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,37mm SL,,,,,,,
d39157ff-2c9f-e84b-b347-820021eb958f,dbda8744-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,35-44mm SL,,,,,,,
f9adec91-b0b1-4de8-1dbf-b6e391bb75ba,dbda89c4-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,36mm SL,,,,,,,
5cb78ae2-8a43-cecd-c834-891652e40beb,dbda8b02-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,28-29mm SL,,,,,,,
178b96df-d51a-fd2f-e5b8-378d03c2dff0,dbda8c42-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,62.5mm SL,,,,,,,
7d8215ff-1bf3-97e2-01a0-192e459fc2e3,dbda8d82-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,57.5mm SL,,,,,,,
58b3f057-abe7-8f88-96f7-2d38016a3415,dbda8ec7-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,48-51.5mm SL,,,,,,,
e437be9a-56c8-8e53-4eba-4c2b227f22b9,dbda914b-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,24.5-44mm SL,,,,,,,
ca91c41d-42c3-d3a6-4eed-2cdf53b2db9a,dbda9293-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,31-47mm SL,,,,,,,
b2f333c2-bae2-ebc2-00d4-a3681858299f,dbda93d6-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,30-55mm SL,,,,,,,
e34b8bc2-20d9-3849-f5bc-8205c7e4f0fd,dbda951a-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,37.5-84.5mm SL,,,,,,,
ea0f2916-f2db-97db-4444-10c9d42ab03e,dbda9664-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,60.5-134mm SL,,,,,,,
d834a9d8-107a-8808-0ce2-4ad9426bebbf,dbda97a7-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,51mm SL,,,,,,,
b92b39b9-b5f6-a28b-e1c7-65c4a804feef,dbda98eb-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,56.5mm SL,,,,,,,
3fc39df8-29d3-98cb-244d-95bdcbecccc6,dbda9a31-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,44mm SL,,,,,,,
226dc212-fd52-f8a4-2fb2-6f3f99613985,dbda9b7c-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,37.5mm SL,,,,,,,
fb03713e-1097-7c59-0672-f17593e228ab,dbda9cc8-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,32mm SL,,,,,,,
62f9faa1-d54a-56d1-532c-5d58ca6e9dc5,dbda9e14-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,48.5mm SL,,,,,,,
c04f1222-2275-4237-c5d4-2feee3dacf01,dbdaa0af-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,44-49mm SL,,,,,,,
ce75f682-5740-9994-8746-160e90ecb8cd,dbdaa203-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,30-47.5mm SL,,,,,,,
23038f82-c58f-d01f-de17-841a5c3433c1,dbdaa353-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,31-36.5mm SL,,,,,,,
abecd831-f393-41cf-c09c-b2bf49a399db,dbdaa49f-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,29.5-42mm SL,,,,,,,
76b8b827-bd63-5a78-b8a7-4614869efc36,dbdaa920-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,52.5mm SL,,,,,,,
8ceea7e3-41f9-e9f0-5959-e124e22b160a,dbdaab01-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,32.5-33mm SL,,,,,,,
e0705d85-1927-605b-9d09-ea3ed94e3a3c,dbdaaca3-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,45.5-65mm SL,,,,,,,
ef6ee717-1263-b110-0acf-b6c0d26947ae,dbdaae3e-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,36.5-52mm SL,,,,,,,
969c2af8-6b4e-d735-7fb2-60b4d8918053,dbdaafe0-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,31-48.5mm SL,,,,,,,
0e6865c2-76b7-c2cd-9731-adba97e00531,dbdab18a-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,42-58.5mm SL,,,,,,,
edd53046-6201-a98a-11d9-244af8f506b1,dbdab32a-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,50-80mm SL,,,,,,,
71df7391-b8a5-3099-0da8-a4e3c6d3bcef,dbdab4cd-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,52-95mm SL,,,,,,,
537f8362-4540-d94f-3c21-b2a38668b991,dbdab674-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,52.5mm SL,,,,,,,
1e910ef2-4dac-6c4e-5653-840dec3a56d8,dbdab819-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,32-49mm SL,,,,,,,
1e60951b-13d1-ade8-3a19-201b3aa5de44,dbdab9b7-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,28.5-48mm SL,,,,,,,
19621553-c131-72c9-096a-da4d6f4b3b35,dbdabb21-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,42.5mm SL,,,,,,,
8e42747b-1c50-2afb-e792-b6021e2661ca,dbdabd61-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,30-36mm SL,,,,,,,
716ac4be-8683-82ff-7584-02149480ed57,dbdabedd-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,33-36mm SL,,,,,,,
ba9c1354-fcef-067c-2633-826b01947a57,dbdac043-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,28-49.5mm SL,,,,,,,
9e42d71f-cc47-c415-1648-025a52ca2f09,dbdac1a9-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,32.5-42mm SL,,,,,,,
d1ff858f-771a-7994-68d1-cd42bf39a151,dbdac30e-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,25-45mm SL,,,,,,,
97e268f0-9172-cd61-0531-b3e6ed3dee5a,dbdac46d-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,28-50mm SL,,,,,,,
8b9fa744-a160-44da-8e3d-089d8a5f90ba,dbdac5ce-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,31.5-42.5mm SL,,,,,,,
bdf19049-c3c2-6be7-53b4-8b7047954032,dbdac731-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,25mm SL,,,,,,,
42e20b20-697e-b73e-4c2c-66fa49674798,dbdac892-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,26-42.5mm SL,,,,,,,
05f43ea1-d901-68cf-a22f-52ca7c2a8fce,dbdac9f7-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,31-49mm SL,,,,,,,
df24d055-dcef-3004-9df6-cd568ce18357,dbdacb5d-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,38-45.5mm SL,,,,,,,
ed5e8815-2629-5be0-2c5e-b3a8010e0567,dbdaccc3-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,32mm SL,,,,,,,
3bcfae97-a447-c25a-057a-72130a759a5e,dbdace2a-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,24-48mm SL,,,,,,,
ec9ee8b3-cc84-26d9-ead6-29b43d73a021,dbdacf95-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,53.5-60mm SL,,,,,,,
4b6c6fd2-fd43-41c9-4b28-b2a6a39d6ac6,dbdad0fc-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,46-76mm SL,,,,,,,
9a8ac257-83ad-93df-7286-326863c77efb,dbdad264-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,38mm SL,,,,,,,
ea15305c-e685-84df-2ceb-f5caa6ce8414,dbdad3d1-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,54-57mm SL,,,,,,,
09bc1f71-0a9b-1c41-c16e-1483b607961a,dbdad53c-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,74mm SL,,,,,,,
305852ef-86f8-ff63-0acc-4a0f36cd778e,dbdad6a6-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,32-35mm SL,,,,,,,
42abc87a-7168-d4ec-6782-98dec874a97d,dbdad80f-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,49-63mm SL,,,,,,,
ecc237ec-4c94-7998-e524-b039ff22334d,dbdad97b-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,34mm SL,,,,,,,
3341a718-9684-d078-31e7-35b6bdf5f6ba,dbdadae7-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,49mm SL,,,,,,,
c020fa56-4b73-63a5-2b63-bb7aad3ed89a,dbdadc53-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,36-44mm SL,,,,,,,
6bc23bf0-b4fe-882a-1e29-bd1e89fe9404,dbdaddc1-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,28-58.5mm SL,,,,,,,
f4fee262-e92f-ecdb-ff4a-5505856e9249,dbdadf2e-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,31-53mm SL,,,,,,,
10373414-f5b1-5f33-892b-4e950a25c032,dbdae09a-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,23-49mm SL,,,,,,,
a91c6aaf-5e20-0a76-bfdd-194d480fb688,dbdae20a-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,43-52.5mm SL,,,,,,,
be7b8737-9527-e578-3d52-b628d38244c0,dbdae3bf-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,21.5-39mm SL,,,,,,,
08b906eb-86e1-7edf-1349-fb4791851c46,dbdae53d-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,23-52mm SL,,,,,,,
bb76317e-b837-2894-a57b-12c0919531d4,dbdae82d-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,61mm SL,,,,,,,
bfaf18af-0c01-89a7-765d-5efd74f61766,dbdae9a4-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,73mm SL,,,,,,,
136e753e-54a2-a5d1-8465-7f26f2bdaea0,dbdaeb1c-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,40-48.5mm SL,,,,,,,
1c237bd6-6b5c-4567-0aa4-01c4337189a9,dbdaec91-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,35.5-37mm SL,,,,,,,
37a98255-1d2d-bdf4-a9b1-8a3ce4bc6b29,dbdaee0c-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,36-48mm SL,,,,,,,
9440ce63-4caa-efb9-f286-01a06d9c90e0,dbdaef82-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,44-62.5mm SL,,,,,,,
4dc48f90-bd7a-14fd-8219-feb95f522bf2,dbdaf100-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,30.5-32mm SL,,,,,,,
05b8c439-a0e5-f895-d386-75bb57cad72c,dbdaf279-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,39-90mm SL,,,,,,,
5eb6557e-f774-deb6-8a09-f2cfcd40b47f,dbdaf3f0-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,54-69mm SL,,,,,,,
58397db8-22ac-0b46-7dd2-25835ec5e161,dbdaf6e5-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,36-68mm SL,,,,,,,
e9725098-fa8b-7c90-fc76-9a89f2c44e1a,dbdaf861-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,48-66mm SL,,,,,,,
9793a2b3-e669-2b21-0282-345f63f2bc39,dbdaf9e3-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,89mm SL,,,,,,,
28bdc82b-1cf0-67b8-c728-24dc945dc28a,dbdafb68-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,50-82mm SL,,,,,,,
5e4b691d-795c-78b9-7c9b-9cec58668f22,dbdafdf5-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,45mm SL,,,,,,,
6596af42-ef72-7a32-dcc9-50ba2ac79bb0,dbdb0235-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,37-48mm SL,,,,,,,
413107a6-d92b-98f1-a654-75191d7d7e7f,dbdb03cc-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,27.5-31.5mm SL,,,,,,,
19e5bad1-4a82-b1dd-da2b-72172dd70ba1,dbdb0550-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,90mm SL,,,,,,,
04207032-bd2f-2e1e-b8db-8cef2eb8d44c,dbdb06d8-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,49.5-64.5mm SL,,,,,,,
7383da65-e309-bdf2-8bd2-f47060c6baf6,dbdb0860-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,45.5-55mm SL,,,,,,,
4b7a6efc-beac-e8e3-6564-5206da2d45c4,dbdb09ea-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,42-45mm SL,,,,,,,
cfa9ec60-65ba-0545-5829-b9cc134e0ca0,dbdb0b79-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,47-74mm SL,,,,,,,
b5f3790b-943b-5450-9613-04c7f5b4aa3b,dbdb0d05-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,28-53mm SL,,,,,,,
e5158b92-de9b-08ff-49fa-565770692608,dbdb0e8d-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,64-74mm SL,,,,,,,
211dbc64-e087-e77a-cf27-ab780998a1fb,dbdb1019-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,38-49mm SL,,,,,,,
4a75fd32-a358-2849-463d-a1521e53a535,dbdb11ac-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,26-40mm SL,,,,,,,
ee132edb-4ea9-523b-80ac-2b01d8ff8974,dbdb133c-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,48.5mm SL,,,,,,,
b1cf673a-4fc3-3063-c849-fcc792e28d82,dbdb14c9-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,34-39mm SL,,,,,,,
140a7806-6a9d-0b93-3988-41c493c47e55,dbdb1661-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,240mm SL,,,,,,,
ecda3acc-e666-1724-2a57-d56a90e91422,dbdb1980-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,33-83mm SL,,,,,,,
73ba9667-19c4-19a6-add7-92996d0d353d,dbdb1b0c-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,104-113mm SL,,,,,,,
61c6fec4-50bc-784b-f3ad-d27c5f35a37c,dbdb1c96-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,25.5-56mm SL,,,,,,,
966b6f86-c91d-8099-fa09-30f801f175b8,dbdb1e21-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,50-57mm SL,,,,,,,
