agent_id,agent_type,preferred_agent_name
https://biorepo.neonscience.org/portal/api/v2/collection/362132e9-de5e-4e2c-9b67-75d1d13e6c41,COLLECTION,ASU NEON Mammal Collection (Vouchers [Standard Sampling]) (MAMC-VSS)
ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,COLLECTION,DBG:KHD
