collection_id,collection_type,collection_code,institution_code,grscicoll_id
https://biorepo.neonscience.org/portal/api/v2/collection/362132e9-de5e-4e2c-9b67-75d1d13e6c41,BIOREPOSITORY,MAMC-VSS,ASU NEON,c0ecaa07-3280-4573-a4fe-732cc6c87fcc
ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,HERBARIUM,KHD,DBG,019e23e2-f97d-4dcd-95ff-46009106b88b
