identification_id,organism_id,identification_type,taxon_formula,verbatim_identification,type_status,identified_by,identified_by_id,date_identified,identification_references,identification_verification_status,identification_remarks,type_designation_type,type_designated_by
aadb06f5-f746-48fa-8cc2-1c70f4765f15,ccc3f96a-ce5f-4b90-9b37-ef2227e46aab,VISUAL_AND_DNA,A,Cortinarius koldingensis,HOLOTYPE,Tobias Frøslev|Thomas Stjernegaard Jeppesen,https://orcid.org/0000-0002-3530-013X|https://orcid.org/0000-0003-1691-239X,2015-08-21,http://dx.doi.org/10.1007/s11557-015-1098-z,,,HOLOTYPE,Tobias Frøslev|Thomas Stjernegaard Jeppesen
27b13f41-87f2-46f0-8c8a-93d98412ef82,ccc3f96a-ce5f-4b90-9b37-ef2227e46aab,VISUAL,A cf.,Cortinarius sulphurinus var. fageticola,,Tobias Frøslev,https://orcid.org/0000-0002-3530-013X,2013-10-06,,,,,
