identifier_target_id,identifier_target_type,identifier_type,identifier_value
https://orcid.org/0000-0003-1691-239X,AGENT,ORCID,https://orcid.org/0000-0003-1691-239X
https://orcid.org/0000-0002-3530-013X,AGENT,ORCID,https://orcid.org/0000-0002-3530-013X
