taxon_id,identification_id,taxon_order,taxon_authority
98e13d422478d305b775652f9ad04ac98fc1d395,9020fac03d9e732131eecd1002ed820b956c3d73,0,
98e13d422478d305b775652f9ad04ac98fc1d395,a643f1288fbbef1407d267f5710621747e9d053f,0,
98e13d422478d305b775652f9ad04ac98fc1d395,1c3787bab57cd85becafeaa31ed38f6d9a3e10a0,0,
716d0efdc78c6b51a68cd0dbfe81ec6ac7680877,50d9805ad18540927febaa7c8838a2ad8f29af06,0,
cb0dbf06525ca94ca42cd19618861ecefe574088,28698d6516e1e03c4eb856b3ab675b51cb54bc24,0,
8988309aebe12c27ae29a01bf471fa3e24c045cd,b226f91704ed450b0d4fcbb022c9ba6703217179,0,
8988309aebe12c27ae29a01bf471fa3e24c045cd,0b7390c47999b60a40a71d08cae565f29da5b48b,0,
ffd385dbd33648e1328b78e595ff72baee0b1db9,18287c3c2df3903dedc391f503236f1364d43f59,0,
ffd385dbd33648e1328b78e595ff72baee0b1db9,ea8e4519d640677be4d9ed1fb546b04bb2153bf0,0,
716d0efdc78c6b51a68cd0dbfe81ec6ac7680877,9bf0eddc6c31445581811c547f7fcf388329d196,0,
716d0efdc78c6b51a68cd0dbfe81ec6ac7680877,4f7e31757a968004aeda1c9c1b3df201ae446809,0,
dd5890a3b8414c56e6789564949df798e45724ce,68ee304c496d7494366c4ce306a548af7fcf754f,0,
dd5890a3b8414c56e6789564949df798e45724ce,3c8afa72e2fbf0f5033ba95e308d796203c65583,0,
dd5890a3b8414c56e6789564949df798e45724ce,3ca89b9548eb240d3c5a747da2434f379817c229,0,
265b64e4eb3e0bdc5403a7b67ead337584ccee82,ca5e20e6f9ab90cc039dfec9638a25d7c46d4953,0,
ffd385dbd33648e1328b78e595ff72baee0b1db9,ac77c31d36603ff7cf88617703c842cf09352816,0,
ffd385dbd33648e1328b78e595ff72baee0b1db9,e9c2c32a4d573155e1e156b295c55b05fa37cf21,0,
ffd385dbd33648e1328b78e595ff72baee0b1db9,cacbcbb760f8bf110347f857c8a57f97764c5537,0,
ffd385dbd33648e1328b78e595ff72baee0b1db9,22f52db50eeb690fa4995bf812bcf2c449aef616,0,
ffd385dbd33648e1328b78e595ff72baee0b1db9,9b32dab5228183b8b61a8ba858a282438995e450,0,
ffd385dbd33648e1328b78e595ff72baee0b1db9,ad030b185df43f732314a246a26aa371f3fbfcf8,0,
ffd385dbd33648e1328b78e595ff72baee0b1db9,b99999ba94a1504ff8910cd38ce1c04c703c9f2a,0,
ffd385dbd33648e1328b78e595ff72baee0b1db9,c9a4276727d0515d4ae6ae5aeeb242d0493bbe96,0,
ffd385dbd33648e1328b78e595ff72baee0b1db9,ad3bbc2b25e30d4abf1d9bd3f50a63d723be8db5,0,
ffd385dbd33648e1328b78e595ff72baee0b1db9,2fe78b84e246549505f721d26dac2116cbb9bee9,0,
