georeference_id,location_id,decimal_latitude,decimal_longitude,geodetic_datum,coordinate_uncertainty_in_meters,coordinate_precision,point_radius_spatial_fit,footprint_wkt,footprint_srs,footprint_spatial_fit,georeferenced_by,georeferenced_date,georeference_protocol,georeference_sources,georeference_remarks,preferred_spatial_representation
797acff17771d7d39ad2779e56378bae00fd81ce,32779b605d76b14bbe3f547116543f2290fe7ed6,16.709,92.6157,EPSG:4326,,,,,,,,,,,,
bfccbbb0ad6d65d755449367ee56599e45efb9c0,2d615996fc349d2d80b5704adf80f61fb00b16e2,16.8019,92.32189,EPSG:4326,,,,,,,,,,,,
29a7a0097813eb91c337e7983f0c2291b409e11a,3ee92a503da9cf6fb540534d9f089cdadf7c6a42,16.78602,92.36719,EPSG:4326,,,,,,,,,,,,
9e01ba287e95efb181e64340400859e6158255d4,29f7b199eb17cbb422ea50fb99abafb6f7505e0c,16.94469,92.18388,EPSG:4326,,,,,,,,,,,,
ef8768c3d5d6eb20a83d97e4260198b0321a5a06,0325f7f1cbf9c2c04556d4bb92d129a4d507dd6b,16.88589,92.27417,EPSG:4326,,,,,,,,,,,,
12274b67f8db0a619488a75370bf8dda9f8cb3c4,0360eae101b021bed9535fd2bd4ccce7762dbf02,16.0118,92.0267,EPSG:4326,,,,,,,,,,,,
fa10599e54b316b6ede0453fcdbd075bf85f5e6a,d085c8d666080dbe9d195b403e0fb45edebf66d2,15.6653,91.8618,EPSG:4326,,,,,,,,,,,,
1950164270b395445bfcb35860f15e4545ecd96a,95570693bdd577291fc6aac2c25512331cc69eef,16.9024,92.3595,EPSG:4326,,,,,,,,,,,,
c32e395ea98051a547a6e92d1aa12b89c622226f,5a61e634ec49d3919b83a13434809a009040ffa1,16.89199,92.08374,EPSG:4326,,,,,,,,,,,,
b95acc3d62609b7f7666ed6c60584505e490fdb1,956ba4e17f3520fac3ba6c3d3de520528adb0d58,15.63746,91.78722,EPSG:4326,,,,,,,,,,,,
0c55a22535ff6ee1a1021b234c195bb42d3f116c,dff1a5995821d967a7154ee5acf7da85d7af30b0,16.7907,92.3452,EPSG:4326,,,,,,,,,,,,
5fe50de93c532ccde9f146a8c7b30923876c5cae,100d2d2b702463296601258626ea2e81bdc3e56a,16.80509,92.3606,EPSG:4326,,,,,,,,,,,,
01285c85feabf0b0c3d52caabee44ec2cd9e5f73,53b72321e3dd9e00962e772be846916b7527d53b,16.21103,96.53598,EPSG:4326,,,,,,,,,,,,
8b6c525cb642b5d961caa19e26ea3d3a1e53f5f9,c6fe78a0941c3e63c26c74466071459b163414c8,16.91625,92.13153,EPSG:4326,,,,,,,,,,,,
1a1f0786269b3707601b86114c2993e30ee4a1b8,35ba3a804cd866498be9c9c7b292d6a2fd48ab27,16.86149,92.10616,EPSG:4326,,,,,,,,,,,,
efdaebcf4c9d760efff867dfe5706f6df9b6e44b,9d3c6934803fc8b0dc7153a7c4b266ef1e5f46b1,16.8965,92.4505,EPSG:4326,,,,,,,,,,,,
a275f79a7ad6ae9402285c87c9aee10d474c2cb2,050f618e9372d404b3f6222300f4fba55a38ea6a,16.894,92.4019,EPSG:4326,,,,,,,,,,,,
c5a9a454dd85fa418939800325e2bd08aed5a08a,6373dd6f9b2ea9e1aea65aac8ac3324a4ceb7f90,16.947,92.4087,EPSG:4326,,,,,,,,,,,,
59c164b331365f1fc4bcc4db05405d9936e06cff,fdb1b8101942f9e092c1b54dcb8f19fa491fc32a,16.9474,92.3578,EPSG:4326,,,,,,,,,,,,
e935c9d290bcf6ef1c172baf0fcddab43cf7907f,d01b78de2650039ecca4a25a112eea0f72f36371,16.91399,91.95614,EPSG:4326,,,,,,,,,,,,
55a50bc37076eb01dd45ee4ec74b501581d97f28,7362fed6f54b7e9fbd3ff2e65cd564c94631e5ad,15.68064,91.72623,EPSG:4326,,,,,,,,,,,,
1960f25b02c81df703514895aecf2016cddf096c,3eeecbaf211eb4b1a22ec8ec000f69bb41d9bb74,15.71666,91.74551,EPSG:4326,,,,,,,,,,,,
c8f1ce7ef62bf676049e8fff3096a431741a5658,d9b78459b6029db1e914e82f008d62e6dfec0a8b,16.9394,92.4434,EPSG:4326,,,,,,,,,,,,
aec411f688278518fb85209d86e4bbe2217806ce,b6d9ca4a511f0741257decf1a5b2c40a642a7652,17.32212,91.27428,EPSG:4326,,,,,,,,,,,,
8f04f2871043ad1b5aad4f286bc3005d014104a0,7a3e6aedfd47fd75c5abdf6dc570c0ec6bf8f367,17.269856863868,91.1867926338454,EPSG:4326,,,,,,,,,,,,
e94f2167c5f4d6f9ad0e70c67bb39836ac4d6e5a,9e8503b2a4a7c7686b4deb5b41d2aec312999659,17.4639177294193,91.5059020556633,EPSG:4326,,,,,,,,,,,,
e68470e7ae41a6abb6b8ec5e758b400625acc480,7852ddc1b19b10304c31dcf2ab19f63d7ab1c170,17.3102691858705,91.222696372577,EPSG:4326,,,,,,,,,,,,
4f8bd37510b92fcfb73f95477f8eddffcc924f62,b4577f1ddb4cde00b57012dd2c7477a9461cb836,17.2782896108641,91.1573110162561,EPSG:4326,,,,,,,,,,,,
