entity_id,entity_type,dataset_id,entity_name,entity_remarks
5c6c5a4c24a038167535c4b46e1e33ab654dd3e4,MATERIAL_ENTITY,conabio_bees,,
efe366a5b1091b3e734cf04413dd2cf6011b7d28,MATERIAL_ENTITY,conabio_bees,,
cf579cfc9c148d9309dcc0b270e50dce443aeb7b,MATERIAL_ENTITY,conabio_bees,,
b4bad5285ae7c7b14f4042c57fa3c2d6f2f439c0,MATERIAL_ENTITY,conabio_bees,,
f624678705b17317e6eb76168a853031907e6e95,MATERIAL_ENTITY,conabio_bees,,
89655d1521ef5bd04f908432a188243cb900c644,MATERIAL_ENTITY,conabio_bees,,
096baaca187e9f43be7d93cb4ebf14a6026d834c,MATERIAL_ENTITY,conabio_bees,,
b209e3d998bd601c5d7aa828bb426386b28809ab,MATERIAL_ENTITY,conabio_bees,,
3832b97065d92616327504897a569e0afd8ba227,MATERIAL_ENTITY,conabio_bees,,
0191fe4209dcad7c6ed92553f6ecb162f44b2abc,MATERIAL_ENTITY,conabio_bees,,
2d1b733e83c9a6ece142ef06f7d467dfefb784c6,MATERIAL_ENTITY,conabio_bees,,
9dcd297652758b689ef3b2c933dafbafcb9a2dc6,MATERIAL_ENTITY,conabio_bees,,
d72143e087e3274501918baff4cb70e7dc0a9ba5,MATERIAL_ENTITY,conabio_bees,,
43316ee74e38632a3dedddcafdab9130a327b3f3,MATERIAL_ENTITY,conabio_bees,,
080ddd859f3fbb7adb19270b5c501d41bd53b97f,MATERIAL_ENTITY,conabio_bees,,
a58726ffc3e36c013e43b494086b674538b62b69,MATERIAL_ENTITY,conabio_bees,,
74223538b32c853b815221d85a24f4675f170b1f,MATERIAL_ENTITY,conabio_bees,,
4e19142486acc86c6f9e6e8a9b478741affe4082,MATERIAL_ENTITY,conabio_bees,,
d9fd8b1eb9313c7db4cdb081eda4b7d6f96e13df,MATERIAL_ENTITY,conabio_bees,,
fe1795231fa7ac607f62d923c1276d54892183e0,MATERIAL_ENTITY,conabio_bees,,
4259a6629b670d694cf791b7ac24516af379ede6,MATERIAL_ENTITY,conabio_bees,,
71fb4a7d63ef14d4284dbabbdeb4fc2516f855ee,MATERIAL_ENTITY,conabio_bees,,
1067bda20c835995655dcb3816a0b6c57958e98b,MATERIAL_ENTITY,conabio_bees,,
4529433bcf3bf2ce87994df5e27e5ec4e3e0dbd5,MATERIAL_ENTITY,conabio_bees,,
b91bd192282644cdefe594c892c21833dd89ea29,MATERIAL_ENTITY,conabio_bees,,
6863d081fa4c217225c731b431271347a460b891,MATERIAL_ENTITY,conabio_bees,,
eb8b0e24a6ea98c9c750c389565b2390a1e171cd,MATERIAL_ENTITY,conabio_bees,,
68a3d5340895f4ead15ddd6ae2d108e5b5fc1219,MATERIAL_ENTITY,conabio_bees,,
95fc0d43713eec5b0b88bd9f6abe864199cf8fec,MATERIAL_ENTITY,conabio_bees,,
72fbcf60e4179c6ecfe5b759f09f02a187248577,MATERIAL_ENTITY,conabio_bees,,
