occurrenceID,relatedResourceID,resourceID,relationshipOfResource,relationshipOfResourceID
ECOSUR-SC:ECOAB:24946,IPOSP,ECOSUR-SC:ECOAB:24946,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:24947,IPOSP,ECOSUR-SC:ECOAB:24947,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:24948,IPOSP,ECOSUR-SC:ECOAB:24948,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:24949,IPOSP,ECOSUR-SC:ECOAB:24949,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:24950,IPOSP,ECOSUR-SC:ECOAB:24950,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:24951,IPOSP,ECOSUR-SC:ECOAB:24951,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:24952,IPOSP,ECOSUR-SC:ECOAB:24952,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:24964,ACAFAM,ECOSUR-SC:ECOAB:24964,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:24965,ACAFAM,ECOSUR-SC:ECOAB:24965,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:24966,ACAFAM,ECOSUR-SC:ECOAB:24966,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:24967,LAMFAM,ECOSUR-SC:ECOAB:24967,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:24968,LAMFAM,ECOSUR-SC:ECOAB:24968,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:24969,ACAFAM,ECOSUR-SC:ECOAB:24969,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:24970,COFARA,ECOSUR-SC:ECOAB:24970,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:24971,COFARA,ECOSUR-SC:ECOAB:24971,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:24972,COFARA,ECOSUR-SC:ECOAB:24972,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:24973,INGSP,ECOSUR-SC:ECOAB:24973,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:24975,LEPSP,ECOSUR-SC:ECOAB:24975,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:24977,SIDSP,ECOSUR-SC:ECOAB:24977,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:24979,CONFAM,ECOSUR-SC:ECOAB:24979,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:24980,SIDSP,ECOSUR-SC:ECOAB:24980,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:24982,LAMFAM,ECOSUR-SC:ECOAB:24982,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:24983,ASTFAM,ECOSUR-SC:ECOAB:24983,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:24984,MALFAM,ECOSUR-SC:ECOAB:24984,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:24985,MALFAM,ECOSUR-SC:ECOAB:24985,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25013,ACAFAM,ECOSUR-SC:ECOAB:25013,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25032,MIMSP,ECOSUR-SC:ECOAB:25032,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25034,SIDSP,ECOSUR-SC:ECOAB:25034,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25036,ACAANG,ECOSUR-SC:ECOAB:25036,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25068,SIDSP,ECOSUR-SC:ECOAB:25068,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25070,LAMFAM,ECOSUR-SC:ECOAB:25070,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25073,ASTFAM,ECOSUR-SC:ECOAB:25073,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25075,BRAFAM,ECOSUR-SC:ECOAB:25075,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25076,SOLSP,ECOSUR-SC:ECOAB:25076,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25081,ANOSP,ECOSUR-SC:ECOAB:25081,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25090,SIDSP,ECOSUR-SC:ECOAB:25090,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25094,FABFAM,ECOSUR-SC:ECOAB:25094,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25096,ASTFAM,ECOSUR-SC:ECOAB:25096,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25098,TINERE,ECOSUR-SC:ECOAB:25098,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25099,TITSP,ECOSUR-SC:ECOAB:25099,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25101,SIDSP,ECOSUR-SC:ECOAB:25101,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25128,SIDACU,ECOSUR-SC:ECOAB:25128,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25136,SENATO,ECOSUR-SC:ECOAB:25136,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25142,SENATO,ECOSUR-SC:ECOAB:25142,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25143,SENATO,ECOSUR-SC:ECOAB:25143,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25144,SENATO,ECOSUR-SC:ECOAB:25144,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25145,ASTVIM,ECOSUR-SC:ECOAB:25145,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25146,TECSTA,ECOSUR-SC:ECOAB:25146,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25147,IPOFIS,ECOSUR-SC:ECOAB:25147,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25148,IPOFIS,ECOSUR-SC:ECOAB:25148,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25149,IPOFIS,ECOSUR-SC:ECOAB:25149,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25153,IPOFIS,ECOSUR-SC:ECOAB:25153,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25161,TECSTA,ECOSUR-SC:ECOAB:25161,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25162,TECSTA,ECOSUR-SC:ECOAB:25162,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25163,IPOSP,ECOSUR-SC:ECOAB:25163,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25164,TECSTA,ECOSUR-SC:ECOAB:25164,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25165,TECSTA,ECOSUR-SC:ECOAB:25165,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25166,IPOFIS,ECOSUR-SC:ECOAB:25166,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25168,IPOTRI,ECOSUR-SC:ECOAB:25168,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25169,FABFAM,ECOSUR-SC:ECOAB:25169,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25179,TRIPL,ECOSUR-SC:ECOAB:25179,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25328,BIDPIL,ECOSUR-SC:ECOAB:25328,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25334,BIDPIL,ECOSUR-SC:ECOAB:25334,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25471,IPOFIS,ECOSUR-SC:ECOAB:25471,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25472,IPOFIS,ECOSUR-SC:ECOAB:25472,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25473,IPOFIS,ECOSUR-SC:ECOAB:25473,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25474,IPOFIS,ECOSUR-SC:ECOAB:25474,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25475,IPOFIS,ECOSUR-SC:ECOAB:25475,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25476,IPOSP,ECOSUR-SC:ECOAB:25476,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25477,IPOFIS,ECOSUR-SC:ECOAB:25477,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25478,IPOFIS,ECOSUR-SC:ECOAB:25478,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25479,IPOFIS,ECOSUR-SC:ECOAB:25479,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25480,IPOFIS,ECOSUR-SC:ECOAB:25480,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25481,IPOFIS,ECOSUR-SC:ECOAB:25481,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25482,IPOFIS,ECOSUR-SC:ECOAB:25482,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25483,MERSP,ECOSUR-SC:ECOAB:25483,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25484,IPOFIS,ECOSUR-SC:ECOAB:25484,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25485,IPOFIS,ECOSUR-SC:ECOAB:25485,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25486,IPOFIS,ECOSUR-SC:ECOAB:25486,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25487,IPOFIS,ECOSUR-SC:ECOAB:25487,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25492,TECSTA,ECOSUR-SC:ECOAB:25492,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25493,TECSTA,ECOSUR-SC:ECOAB:25493,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25494,TECSTA,ECOSUR-SC:ECOAB:25494,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25495,TECSTA,ECOSUR-SC:ECOAB:25495,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25496,IPOSP,ECOSUR-SC:ECOAB:25496,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25498,IPOSP,ECOSUR-SC:ECOAB:25498,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25500,IPOSP,ECOSUR-SC:ECOAB:25500,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25501,IPOFIS,ECOSUR-SC:ECOAB:25501,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25502,IPOFIS,ECOSUR-SC:ECOAB:25502,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25503,IPOFIS,ECOSUR-SC:ECOAB:25503,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25504,IPOFIS,ECOSUR-SC:ECOAB:25504,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25505,IPOFIS,ECOSUR-SC:ECOAB:25505,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25506,IPOFIS,ECOSUR-SC:ECOAB:25506,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25507,IPOFIS,ECOSUR-SC:ECOAB:25507,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25508,IPOFIS,ECOSUR-SC:ECOAB:25508,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25509,IPOFIS,ECOSUR-SC:ECOAB:25509,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25510,MERSP,ECOSUR-SC:ECOAB:25510,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25511,IPOFIS,ECOSUR-SC:ECOAB:25511,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25513,TECSTA,ECOSUR-SC:ECOAB:25513,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25514,POLFLO,ECOSUR-SC:ECOAB:25514,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25515,IPOFIS,ECOSUR-SC:ECOAB:25515,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25516,IPOFIS,ECOSUR-SC:ECOAB:25516,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25517,IPOFIS,ECOSUR-SC:ECOAB:25517,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25519,SENATO,ECOSUR-SC:ECOAB:25519,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25521,SENATO,ECOSUR-SC:ECOAB:25521,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25522,SENATO,ECOSUR-SC:ECOAB:25522,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25523,SENATO,ECOSUR-SC:ECOAB:25523,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25524,SENATO,ECOSUR-SC:ECOAB:25524,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25525,SENATO,ECOSUR-SC:ECOAB:25525,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25526,SENATO,ECOSUR-SC:ECOAB:25526,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25528,DOLUNG,ECOSUR-SC:ECOAB:25528,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25529,IPOFIS,ECOSUR-SC:ECOAB:25529,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25530,IPOFIS,ECOSUR-SC:ECOAB:25530,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25531,IPOFIS,ECOSUR-SC:ECOAB:25531,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25532,SENATO,ECOSUR-SC:ECOAB:25532,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25533,IPOFIS,ECOSUR-SC:ECOAB:25533,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25535,IPOFIS,ECOSUR-SC:ECOAB:25535,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25536,IPOFIS,ECOSUR-SC:ECOAB:25536,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25537,TECSTA,ECOSUR-SC:ECOAB:25537,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25538,IPOFIS,ECOSUR-SC:ECOAB:25538,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25539,IPOFIS,ECOSUR-SC:ECOAB:25539,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25540,IPOFIS,ECOSUR-SC:ECOAB:25540,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25541,SENATO,ECOSUR-SC:ECOAB:25541,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25542,IPOFIS,ECOSUR-SC:ECOAB:25542,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25543,TECSTA,ECOSUR-SC:ECOAB:25543,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25544,IPOFIS,ECOSUR-SC:ECOAB:25544,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25545,SENATO,ECOSUR-SC:ECOAB:25545,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25546,SENATO,ECOSUR-SC:ECOAB:25546,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25547,SENATO,ECOSUR-SC:ECOAB:25547,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25548,SENATO,ECOSUR-SC:ECOAB:25548,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25549,SENATO,ECOSUR-SC:ECOAB:25549,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25550,IPOSP,ECOSUR-SC:ECOAB:25550,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25551,IPOSP,ECOSUR-SC:ECOAB:25551,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25552,SENATO,ECOSUR-SC:ECOAB:25552,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25565,CONFAM,ECOSUR-SC:ECOAB:25565,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25586,SENATO,ECOSUR-SC:ECOAB:25586,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25588,IPOFIS,ECOSUR-SC:ECOAB:25588,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25589,IPOFIS,ECOSUR-SC:ECOAB:25589,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25590,TABSP,ECOSUR-SC:ECOAB:25590,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25591,IPOFIS,ECOSUR-SC:ECOAB:25591,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25593,IPOSP,ECOSUR-SC:ECOAB:25593,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25627,WIGURE,ECOSUR-SC:ECOAB:25627,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25628,HEBSP,ECOSUR-SC:ECOAB:25628,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25629,WIGURE,ECOSUR-SC:ECOAB:25629,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25631,FABFAM,ECOSUR-SC:ECOAB:25631,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25634,WIGURE,ECOSUR-SC:ECOAB:25634,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25637,WIGURE,ECOSUR-SC:ECOAB:25637,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25641,BYRCRA,ECOSUR-SC:ECOAB:25641,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25643,WIGURE,ECOSUR-SC:ECOAB:25643,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25646,WIGURE,ECOSUR-SC:ECOAB:25646,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25655,HYPTOM,ECOSUR-SC:ECOAB:25655,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25695,ASTFAM,ECOSUR-SC:ECOAB:25695,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25700,ASTFAM,ECOSUR-SC:ECOAB:25700,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25701,ASTFAM,ECOSUR-SC:ECOAB:25701,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25702,LOBLAX,ECOSUR-SC:ECOAB:25702,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25704,MUSPAR,ECOSUR-SC:ECOAB:25704,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25708,MALFAM,ECOSUR-SC:ECOAB:25708,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25709,ASTFAM,ECOSUR-SC:ECOAB:25709,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25710,MALFAM,ECOSUR-SC:ECOAB:25710,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25711,MALFAM,ECOSUR-SC:ECOAB:25711,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25712,ASTFAM,ECOSUR-SC:ECOAB:25712,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25713,LEPCAN,ECOSUR-SC:ECOAB:25713,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25714,MALFAM,ECOSUR-SC:ECOAB:25714,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25717,COFARA,ECOSUR-SC:ECOAB:25717,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25718,COFARA,ECOSUR-SC:ECOAB:25718,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25719,COFARA,ECOSUR-SC:ECOAB:25719,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25720,COFARA,ECOSUR-SC:ECOAB:25720,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25721,COFARA,ECOSUR-SC:ECOAB:25721,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25722,COFARA,ECOSUR-SC:ECOAB:25722,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25723,COFARA,ECOSUR-SC:ECOAB:25723,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25724,COFARA,ECOSUR-SC:ECOAB:25724,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25725,COFARA,ECOSUR-SC:ECOAB:25725,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25726,COFARA,ECOSUR-SC:ECOAB:25726,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25975,ASTFAM,ECOSUR-SC:ECOAB:25975,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25983,COFARA,ECOSUR-SC:ECOAB:25983,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:25985,COFARA,ECOSUR-SC:ECOAB:25985,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:26045,COFCAN,ECOSUR-SC:ECOAB:26045,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:26046,COFCAN,ECOSUR-SC:ECOAB:26046,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:26059,CHRSP,ECOSUR-SC:ECOAB:26059,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:26213,COFARA,ECOSUR-SC:ECOAB:26213,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:26700,SIDACU,ECOSUR-SC:ECOAB:26700,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:26723,PHYIXO,ECOSUR-SC:ECOAB:26723,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:26724,ANOSP,ECOSUR-SC:ECOAB:26724,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:26728,PAUSP,ECOSUR-SC:ECOAB:26728,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:26729,VEROAX,ECOSUR-SC:ECOAB:26729,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:26730,STIRET,ECOSUR-SC:ECOAB:26730,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:26735,BYRCRA,ECOSUR-SC:ECOAB:26735,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:26737,PAUSP,ECOSUR-SC:ECOAB:26737,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
