occurrenceID,collectionCode,catalogNumber,year,month,day,locationID,country,stateProvince,municipality,locality,decimalLatitude,decimalLongitude,minimumElevationInMeters,recordedByID,recordedBy,taxonID,identifiedByID,identifiedBy,eventDate,sex
ECOSUR-SC:ECOAB:33604,ECOAB,33604,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33605,ECOAB,33605,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33606,ECOAB,33606,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33607,ECOAB,33607,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33608,ECOAB,33608,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33609,ECOAB,33609,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33610,ECOAB,33610,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33611,ECOAB,33611,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33612,ECOAB,33612,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33613,ECOAB,33613,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33614,ECOAB,33614,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33615,ECOAB,33615,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33616,ECOAB,33616,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33617,ECOAB,33617,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33618,ECOAB,33618,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33619,ECOAB,33619,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33620,ECOAB,33620,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33621,ECOAB,33621,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33622,ECOAB,33622,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33623,ECOAB,33623,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33624,ECOAB,33624,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33625,ECOAB,33625,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33626,ECOAB,33626,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33627,ECOAB,33627,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33628,ECOAB,33628,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33629,ECOAB,33629,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33631,ECOAB,33631,2010,4,11,STAM,México,Chiapas,Altamirano,Santa María,16.847375,92.037983,960.0,JM,Jorge Mérida,TRICOR,JM,Jorge Mérida,2010-04-11,M
ECOSUR-SC:ECOAB:33632,ECOAB,33632,2010,4,11,STAM,México,Chiapas,Altamirano,Santa María,16.847375,92.037983,960.0,JM,Jorge Mérida,TRICOR,JM,Jorge Mérida,2010-04-11,M
ECOSUR-SC:ECOAB:33633,ECOAB,33633,2010,4,11,STAM,México,Chiapas,Altamirano,Santa María,16.847375,92.037983,960.0,JM,Jorge Mérida,TRICOR,JM,Jorge Mérida,2010-04-11,M
ECOSUR-SC:ECOAB:33634,ECOAB,33634,2010,4,11,STAM,México,Chiapas,Altamirano,Santa María,16.847375,92.037983,960.0,JM,Jorge Mérida,TRICOR,JM,Jorge Mérida,2010-04-11,M
ECOSUR-SC:ECOAB:33635,ECOAB,33635,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33636,ECOAB,33636,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33637,ECOAB,33637,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33638,ECOAB,33638,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33639,ECOAB,33639,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33640,ECOAB,33640,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33641,ECOAB,33641,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33642,ECOAB,33642,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33643,ECOAB,33643,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33644,ECOAB,33644,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33645,ECOAB,33645,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33646,ECOAB,33646,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33647,ECOAB,33647,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33648,ECOAB,33648,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33649,ECOAB,33649,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33650,ECOAB,33650,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33651,ECOAB,33651,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33652,ECOAB,33652,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33653,ECOAB,33653,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33654,ECOAB,33654,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33655,ECOAB,33655,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33656,ECOAB,33656,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33657,ECOAB,33657,2010,4,14,PLAN,México,Chiapas,Ocosingo,Ocosingo,16.89199,92.08374,880.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-14,M
ECOSUR-SC:ECOAB:33659,ECOAB,33659,2010,4,11,STAM,México,Chiapas,Altamirano,Santa María,16.847375,92.037983,960.0,JM,Jorge Mérida,TRICOR,JM,Jorge Mérida,2010-04-11,M
ECOSUR-SC:ECOAB:33660,ECOAB,33660,2010,4,11,STAM,México,Chiapas,Altamirano,Santa María,16.847375,92.037983,960.0,JM,Jorge Mérida,TRICOR,JM,Jorge Mérida,2010-04-11,M
ECOSUR-SC:ECOAB:33668,ECOAB,33668,2010,4,14,SIBA,México,Chiapas,Ocosingo,Sibaca,16.94469,92.18388,1107.0,MG,Miguel Guzmán,TRICOR,JM,Jorge Mérida,2010-04-14,M
ECOSUR-SC:ECOAB:33669,ECOAB,33669,2010,4,14,SIBA,México,Chiapas,Ocosingo,Sibaca,16.94469,92.18388,1107.0,MG,Miguel Guzmán,TRICOR,JM,Jorge Mérida,2010-04-14,M
ECOSUR-SC:ECOAB:33670,ECOAB,33670,2010,4,14,SIBA,México,Chiapas,Ocosingo,Sibaca,16.94469,92.18388,1107.0,MG,Miguel Guzmán,TRICOR,JM,Jorge Mérida,2010-04-14,M
ECOSUR-SC:ECOAB:33673,ECOAB,33673,2010,4,14,ELIA,México,Chiapas,Ocosingo,Ocosingo,16.91625,92.13153,1110.0,CB,Carlos Balboa,TRICOR,JM,Jorge Mérida,2010-04-14,M
ECOSUR-SC:ECOAB:33674,ECOAB,33674,2010,4,14,ELIA,México,Chiapas,Ocosingo,Ocosingo,16.91625,92.13153,1110.0,CB,Carlos Balboa,TRICOR,JM,Jorge Mérida,2010-04-14,M
ECOSUR-SC:ECOAB:33675,ECOAB,33675,2010,4,14,ELIA,México,Chiapas,Ocosingo,Ocosingo,16.91625,92.13153,1110.0,CB,Carlos Balboa,TRICOR,JM,Jorge Mérida,2010-04-14,M
ECOSUR-SC:ECOAB:33676,ECOAB,33676,2010,4,14,ELIA,México,Chiapas,Ocosingo,Ocosingo,16.91625,92.13153,1110.0,CB,Carlos Balboa,TRICOR,JM,Jorge Mérida,2010-04-14,M
ECOSUR-SC:ECOAB:33677,ECOAB,33677,2010,4,14,ELIA,México,Chiapas,Ocosingo,Ocosingo,16.91625,92.13153,1110.0,CB,Carlos Balboa,TRICOR,JM,Jorge Mérida,2010-04-14,M
ECOSUR-SC:ECOAB:33678,ECOAB,33678,2010,4,14,ELIA,México,Chiapas,Ocosingo,Ocosingo,16.91625,92.13153,1110.0,CB,Carlos Balboa,TRICOR,JM,Jorge Mérida,2010-04-14,M
ECOSUR-SC:ECOAB:33679,ECOAB,33679,2010,4,14,ELIA,México,Chiapas,Ocosingo,Ocosingo,16.91625,92.13153,1110.0,CB,Carlos Balboa,TRICOR,JM,Jorge Mérida,2010-04-14,M
ECOSUR-SC:ECOAB:33680,ECOAB,33680,2010,4,14,ELIA,México,Chiapas,Ocosingo,Ocosingo,16.91625,92.13153,1110.0,CB,Carlos Balboa,TRICOR,JM,Jorge Mérida,2010-04-14,M
ECOSUR-SC:ECOAB:33681,ECOAB,33681,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33682,ECOAB,33682,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33683,ECOAB,33683,2010,4,14,ELIA,México,Chiapas,Ocosingo,Ocosingo,16.91625,92.13153,1110.0,CB,Carlos Balboa,TRICOR,JM,Jorge Mérida,2010-04-14,M
ECOSUR-SC:ECOAB:33684,ECOAB,33684,2010,4,14,ELIA,México,Chiapas,Ocosingo,Ocosingo,16.91625,92.13153,1110.0,CB,Carlos Balboa,TRICOR,JM,Jorge Mérida,2010-04-14,M
ECOSUR-SC:ECOAB:33685,ECOAB,33685,2010,4,14,ELIA,México,Chiapas,Ocosingo,Ocosingo,16.91625,92.13153,1110.0,CB,Carlos Balboa,TRICOR,JM,Jorge Mérida,2010-04-14,M
ECOSUR-SC:ECOAB:33686,ECOAB,33686,2010,4,11,STAM,México,Chiapas,Altamirano,Santa María,16.847375,92.037983,960.0,JM,Jorge Mérida,TRICOR,JM,Jorge Mérida,2010-04-11,M
ECOSUR-SC:ECOAB:33691,ECOAB,33691,2010,4,15,ROSA,México,Chiapas,Ocosingo,Rosario,16.88589,92.27417,1118.0,MC,Miguel Cigarroa,TRICOR,JM,Jorge Mérida,2010-04-15,M
ECOSUR-SC:ECOAB:33692,ECOAB,33692,2010,4,11,SIBA,México,Chiapas,Ocosingo,Sibaca,16.94469,92.18388,1107.0,MC,Miguel Cigarroa,TRICOR,JM,Jorge Mérida,2010-04-11,M
ECOSUR-SC:ECOAB:33693,ECOAB,33693,2010,4,15,ROSA,México,Chiapas,Ocosingo,Rosario,16.88589,92.27417,1118.0,MC,Miguel Cigarroa,TRICOR,JM,Jorge Mérida,2010-04-15,M
ECOSUR-SC:ECOAB:33694,ECOAB,33694,2010,4,12,SIBA,México,Chiapas,Ocosingo,Sibaca,16.94469,92.18388,1107.0,CB,Carlos Balboa,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33696,ECOAB,33696,2010,4,15,TONI,México,Chiapas,Ocosingo,Toniná,16.90044,92.01452,895.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-15,M
ECOSUR-SC:ECOAB:33697,ECOAB,33697,2010,4,15,TONI,México,Chiapas,Ocosingo,Toniná,16.90044,92.01452,895.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-15,M
ECOSUR-SC:ECOAB:33698,ECOAB,33698,2010,4,15,TONI,México,Chiapas,Ocosingo,Toniná,16.90044,92.01452,895.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-15,M
ECOSUR-SC:ECOAB:33699,ECOAB,33699,2010,4,15,TONI,México,Chiapas,Ocosingo,Toniná,16.90044,92.01452,895.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-15,M
ECOSUR-SC:ECOAB:33700,ECOAB,33700,2010,4,11,SIBA,México,Chiapas,Ocosingo,Sibaca,16.94469,92.18388,1107.0,MC,Miguel Cigarroa,TRICOR,JM,Jorge Mérida,2010-04-11,M
ECOSUR-SC:ECOAB:33701,ECOAB,33701,2010,4,11,SIBA,México,Chiapas,Ocosingo,Sibaca,16.94469,92.18388,1107.0,MC,Miguel Cigarroa,TRICOR,JM,Jorge Mérida,2010-04-11,M
ECOSUR-SC:ECOAB:33708,ECOAB,33708,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33709,ECOAB,33709,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33710,ECOAB,33710,2010,4,12,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33711,ECOAB,33711,2010,4,14,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,LA,Leonel Aguilar,TRICOR,JM,Jorge Mérida,2010-04-14,M
ECOSUR-SC:ECOAB:33712,ECOAB,33712,2010,4,14,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,LA,Leonel Aguilar,TRICOR,JM,Jorge Mérida,2010-04-14,M
ECOSUR-SC:ECOAB:33713,ECOAB,33713,2010,4,14,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,LA,Leonel Aguilar,TRICOR,JM,Jorge Mérida,2010-04-14,M
ECOSUR-SC:ECOAB:33714,ECOAB,33714,2010,4,14,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,LA,Leonel Aguilar,TRICOR,JM,Jorge Mérida,2010-04-14,M
ECOSUR-SC:ECOAB:33715,ECOAB,33715,2010,4,14,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,LA,Leonel Aguilar,TRICOR,JM,Jorge Mérida,2010-04-14,M
ECOSUR-SC:ECOAB:33716,ECOAB,33716,2010,4,14,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,LA,Leonel Aguilar,TRICOR,JM,Jorge Mérida,2010-04-14,M
ECOSUR-SC:ECOAB:33717,ECOAB,33717,2010,4,14,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,LA,Leonel Aguilar,TRICOR,JM,Jorge Mérida,2010-04-14,M
ECOSUR-SC:ECOAB:33718,ECOAB,33718,2010,4,14,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,LA,Leonel Aguilar,TRICOR,JM,Jorge Mérida,2010-04-14,M
ECOSUR-SC:ECOAB:33719,ECOAB,33719,2010,4,12,ELIA,México,Chiapas,Ocosingo,Ocosingo,16.91625,92.13153,1110.0,MC,Miguel Cigarroa,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33736,ECOAB,33736,2010,4,12,STAM,México,Chiapas,Altamirano,Santa María,16.847375,92.037983,960.0,LA,Leonel Aguilar,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33737,ECOAB,33737,2010,4,12,STAM,México,Chiapas,Altamirano,Santa María,16.847375,92.037983,960.0,LA,Leonel Aguilar,TRICOR,JM,Jorge Mérida,2010-04-12,M
ECOSUR-SC:ECOAB:33739,ECOAB,33739,2010,4,14,ELIA,México,Chiapas,Ocosingo,Ocosingo,16.91625,92.13153,1110.0,CB,Carlos Balboa,TRICOR,JM,Jorge Mérida,2010-04-14,M
ECOSUR-SC:ECOAB:33740,ECOAB,33740,2010,4,14,ELIA,México,Chiapas,Ocosingo,Ocosingo,16.91625,92.13153,1110.0,CB,Carlos Balboa,TRICOR,JM,Jorge Mérida,2010-04-14,M
ECOSUR-SC:ECOAB:33741,ECOAB,33741,2010,4,14,ELIA,México,Chiapas,Ocosingo,Ocosingo,16.91625,92.13153,1110.0,CB,Carlos Balboa,TRICOR,JM,Jorge Mérida,2010-04-14,M
ECOSUR-SC:ECOAB:33753,ECOAB,33753,2010,4,11,PLAN,México,Chiapas,Ocosingo,Ocosingo,16.89199,92.08374,880.0,LA,Leonel Aguilar,TRICOR,JM,Jorge Mérida,2010-04-11,M
ECOSUR-SC:ECOAB:33754,ECOAB,33754,2010,4,11,PLAN,México,Chiapas,Ocosingo,Ocosingo,16.89199,92.08374,880.0,LA,Leonel Aguilar,TRICOR,JM,Jorge Mérida,2010-04-11,M
ECOSUR-SC:ECOAB:33755,ECOAB,33755,2010,4,11,PLAN,México,Chiapas,Ocosingo,Ocosingo,16.89199,92.08374,880.0,LA,Leonel Aguilar,TRICOR,JM,Jorge Mérida,2010-04-11,M
ECOSUR-SC:ECOAB:33756,ECOAB,33756,2010,4,11,PLAN,México,Chiapas,Ocosingo,Ocosingo,16.89199,92.08374,880.0,LA,Leonel Aguilar,TRICOR,JM,Jorge Mérida,2010-04-11,M
ECOSUR-SC:ECOAB:33757,ECOAB,33757,2010,4,11,PLAN,México,Chiapas,Ocosingo,Ocosingo,16.89199,92.08374,880.0,LA,Leonel Aguilar,TRICOR,JM,Jorge Mérida,2010-04-11,M
ECOSUR-SC:ECOAB:33758,ECOAB,33758,2010,4,9,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,JM,Jorge Mérida,TRICOR,JM,Jorge Mérida,2010-04-09,M
ECOSUR-SC:ECOAB:33759,ECOAB,33759,2010,4,11,PLAN,México,Chiapas,Ocosingo,Ocosingo,16.89199,92.08374,880.0,LA,Leonel Aguilar,TRICOR,JM,Jorge Mérida,2010-04-11,M
ECOSUR-SC:ECOAB:33760,ECOAB,33760,2010,4,11,PLAN,México,Chiapas,Ocosingo,Ocosingo,16.89199,92.08374,880.0,LA,Leonel Aguilar,TRICOR,JM,Jorge Mérida,2010-04-11,M
ECOSUR-SC:ECOAB:33761,ECOAB,33761,2010,4,11,PLAN,México,Chiapas,Ocosingo,Ocosingo,16.89199,92.08374,880.0,LA,Leonel Aguilar,TRICOR,JM,Jorge Mérida,2010-04-11,M
ECOSUR-SC:ECOAB:33762,ECOAB,33762,2010,4,11,PLAN,México,Chiapas,Ocosingo,Ocosingo,16.89199,92.08374,880.0,LA,Leonel Aguilar,TRICOR,JM,Jorge Mérida,2010-04-11,M
ECOSUR-SC:ECOAB:33763,ECOAB,33763,2010,4,11,PLAN,México,Chiapas,Ocosingo,Ocosingo,16.89199,92.08374,880.0,LA,Leonel Aguilar,TRICOR,JM,Jorge Mérida,2010-04-11,M
ECOSUR-SC:ECOAB:33765,ECOAB,33765,2010,4,9,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,JM,Jorge Mérida,TRICOR,JM,Jorge Mérida,2010-04-09,M
ECOSUR-SC:ECOAB:33766,ECOAB,33766,2010,4,11,PLAN,México,Chiapas,Ocosingo,Ocosingo,16.89199,92.08374,880.0,LA,Leonel Aguilar,TRICOR,JM,Jorge Mérida,2010-04-11,M
ECOSUR-SC:ECOAB:33767,ECOAB,33767,2010,4,11,PLAN,México,Chiapas,Ocosingo,Ocosingo,16.89199,92.08374,880.0,LA,Leonel Aguilar,TRICOR,JM,Jorge Mérida,2010-04-11,M
ECOSUR-SC:ECOAB:33768,ECOAB,33768,2010,4,11,PLAN,México,Chiapas,Ocosingo,Ocosingo,16.89199,92.08374,880.0,LA,Leonel Aguilar,TRICOR,JM,Jorge Mérida,2010-04-11,M
ECOSUR-SC:ECOAB:33769,ECOAB,33769,2010,4,9,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,JM,Jorge Mérida,TRICOR,JM,Jorge Mérida,2010-04-09,M
ECOSUR-SC:ECOAB:33774,ECOAB,33774,2010,4,14,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,LA,Leonel Aguilar,TRICOR,JM,Jorge Mérida,2010-04-14,M
ECOSUR-SC:ECOAB:33782,ECOAB,33782,2010,4,14,STAM,México,Chiapas,Altamirano,Santa María,16.847375,92.037983,960.0,MC,Miguel Cigarroa,TRICOR,JM,Jorge Mérida,2010-04-14,M
ECOSUR-SC:ECOAB:33783,ECOAB,33783,2010,4,14,STAM,México,Chiapas,Altamirano,Santa María,16.847375,92.037983,960.0,MC,Miguel Cigarroa,TRICOR,JM,Jorge Mérida,2010-04-14,M
ECOSUR-SC:ECOAB:33785,ECOAB,33785,2010,4,12,NARA,México,Chiapas,Ocosingo,Ocosingo,16.86149,92.10616,1290.0,MG,Miguel Guzmán,TRICOR,JM,Jorge Mérida,2010-04-12,M
