taxonID,scientificName,taxonRank,kingdom,phylum,class,order,family,genus,verbatimScientificName
THYSP05,Thygater,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Thygater,Thygater sp. 05
THYSP03,Thygater,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Thygater,Thygater sp. 03
MELISSP20,Melissodes,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Melissodes,Melissodes sp. 20
MELISSP31,Melissodes,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Melissodes,Melissodes sp. 31
CERSP13F,Ceratina,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratina sp. 13F Ecosur
MELISSP27,Melissodes,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Melissodes,Melissodes sp. 27
MELISSP25,Melissodes,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Melissodes,Melissodes sp. 25
COLCHI,Colletes chiapensis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Colletes,Colletes chiapensis
COLSP24M,Colletes,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Colletes,Colletes sp. 24M Ecosur
COLSP20F,Colletes,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Colletes,Colletes sp. 20F Ecosur
COLSP10,Colletes,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Colletes,Colletes sp. 10Ecosur
SYNEXQ,Syntrichalonia exquisita,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Syntrichalonia,Syntrichalonia exquisita
THYSP01,Thygater,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Thygater,Thygater sp. 01
THYMON,Thygater montezuma,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Thygater,Thygater montezuma
"TRICOR
",Trigona corvina,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,Trigona corvina
XYLWIL,Xylocopa wilmattae,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa wilmattae
XYLSP11M,Xylocopa,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa sp. 11M
XYLSP09F,Xylocopa,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa sp. 09F
XYLSP06F,Xylocopa,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa sp. 06F
XYLSTR,Xylocopa strandi,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa strandi
XYLSUB,Xylocopa subvirescens,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa subvirescens
XYLVIR,Xylocopa viridis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa viridis
XYLLOR,Xylocopa loripes,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa loripes
XYLSYL,Xylocopa tabaniformis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa tabaniformis
XYLILL,Xylocopa tabaniformis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa tabaniformis
NEOPUB,Neocorynura pubescens,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Neocorynura,Neocorynura pubescens
NOMSP01,Nomada,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Nomada,Nomada sp. 01
TRIPIP,Trigonisca pipioli,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Trigonisca,Trigonisca pipioli
HYLSP14M,Hylaeus,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Hylaeus,Hylaeus sp. 14
HYLSP08,Hylaeus,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Hylaeus,Hylaeus sp. 08
HYLSP01,Hylaeus sp. 01 nr. aztecus,species,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Hylaeus,Hylaeus sp. 01 nr. aztecus
HYLSP13,Hylaeus,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Hylaeus,Hylaeus sp. 13
AUGAUR,Augochlora aurifera,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlora,Augochlora aurifera
AUCSPC01,Augochlora,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlora,Augochlora sp. C01
AUASP07,Augochlora,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlora,Augochlora sp. 07
AUGNOM,Augochlora nominata,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlora,Augochlora nominata
AUASP15,Augochlora,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlora,Augochlora sp. 15
AUASP,Augochlora,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlora,
AUGNIGC,Augochlora nigrocyanea C,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlora,Augochlora nigrocyanea C
AUGQUI,Augochlora quiriguensis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlora,Augochlora quiriguensis
AUASP06,Augochlora,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlora,Augochlora sp. 06
AUGALB,Augochlora albiceps,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlora,Augochlora albiceps
AUASP10A,Augochlora,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlora,Augochlora sp. 10A
AUASP05,Augochlora,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlora,Augochlora sp. 05
AUASP12,Augochlora,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlora,Augochlora sp. 12
AUASP04,Augochlora,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlora,Augochlora sp. 04
AUASP02,Augochlora,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlora,Augochlora sp. 02
AUASP01,Augochlora,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlora,Augochlora sp. 01
AUASP29M,Augochlora,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlora,Augochlora sp. 29M Ecosur
AUASP28M,Augochlora,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlora,Augochlora sp. 28M Ecosur
AUASP27F,Augochlora,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlora,Augochlora sp. 27F Ecosur
AUGSP08F,Augochloropsis,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochloropsis,Augochloropsis sp. 08Fecotap
AUGSP07,Augochloropsis,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochloropsis,Augochloropsis sp. 07
AUGSP02,Augochloropsis,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochloropsis,Augochloropsis sp. 02
LASSP34,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 34
LASSP109,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 109
LASSP11,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 11
LASSP12,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 12
LASSP12B,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 12B
LASSP12C,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 12C
LASSP13,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 13
LASSP14,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 14
LASSP15M,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 15M
LASSP16,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 16
LASSP17,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 17
LASSP19,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 19
LASSP20,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 20
LASSP20B,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 20B
CAECUP,Caenaugochlora cupriventris,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Caenaugochlora,Caenaugochlora cupriventris
CAETON,Caenaugochlora tonsilis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Caenaugochlora,Caenaugochlora tonsilis
CAESP10,Caenaugochlora sp. 10 nr tonsilis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Caenaugochlora,Caenaugochlora sp. 10 nr tonsilis
LASSP29,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 29
LASSP82,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 82
LASSP97,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 97
LASSP23,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 23
LASSP15F,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 15F
LASSP25,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 25
LASSP27,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 27
LASSP24,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 24
LASSP03,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 03
LASSPH4,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp4
LASHEM1,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp1
LASHEM5,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp5
LASSP06,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 06
LASSP08,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 08
LASSP09,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 09
LASSP09C,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 09C
LASSP10,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 10
"LASSP10
",Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 10
LASDIA2GM,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum 2sm green metallic
LASSP106,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 106
LASSP07,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 07
LASSP79,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 79
LASSP92,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 92
LASSP96,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 96
LASSP21,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 21
LASSP88,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 88
LASSP80,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 80
LASSP73,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 73
LASEVY1,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp1
LASSP28,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 28
LASSP45,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 45
LASLAS,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,
LASSP04,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 04
LASUYA,Lasioglossum uyacicola,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum uyacicola
LASSP53,Lasioglossum sp. 53 nr. costale,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 53 nr. costale
LASSP58,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 58 ecosur
MEXVER,Mexalictus,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Mexalictus,Mexalictus verdazulus
PSESOR,Pseudaugochlora sordicutis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Pseudaugochlora,Pseudaugochlora sordicutis
COETOL,Coelioxys tolteca,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Coelioxys,Coelioxys tolteca
HERSP02,Heriades,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Heriades,Heriades sp. 02
HERSP05F,Heriades,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Heriades,Heriades sp. 05F
HERSP03,Heriades,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Heriades,Heriades sp. 03
HOPBIV,Hoplostelis bivittata,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Hoplostelis,Hoplostelis bivittata
LITBIT,Lithurgopsis bitorulosa,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Lithurgopsis,Lithurgopsis bitorulosa
MEGSP02,Megachile,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile sp. 02
MEGSP55F,Megachile,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile sp. 55F Ecosur
MEGABA/SP06,Megachile abacula/sp6 sp.novTG,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile abacula/sp6 sp.novTG
MEGLEPSP2TG,Megachile,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile sp. 2 Leptorachis TG
MEGSP42F,Megachile,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile sp. 42
MEGSP56MECOSUR,Megachile,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile sp. 56M Ecosur
MEGASY,Megachile asymmetrica,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile asymmetrica
MEGMOUSP1TG,Megachile,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile sp. 1 Moureapis TG
MEGSP43,Megachile,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile sp. 43M Ecosur
MEGSP47MECOSUR,Megachile,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile sp. 47M Ecosur
MEGLEPSP9TG,Megachile,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile sp. 9 Leptorachis TG
OSMGEO,Osmia georgica,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Osmia,Osmia georgica
CHIASH,Chilicola ashmeadi,species,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Chilicola,Chilicola ashmeadi
LASSP18,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 18
LASTSL,Lasioglossum tessellatosum,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum tessellatosum
LASAUR,Lasioglossum aurora,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum aurora
ANTHSP,Anthophora,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Anthophora,
MEGAUSSP3TG,Megachile,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile megaus sp. 3 TG
MEGSP11M,Megachile,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile sp. 11M Ecosur
TRISCH,Trigonisca schulthessi,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Trigonisca,Trigonisca schulthessi
ANDSP02F,Andrena,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Andrena,Andrena sp. 02F
ANDSP23,Andrena,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Andrena,Andrena sp. 23
ANDMIC,Andrena micheneriana,species,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Andrena,Andrena micheneriana
ANDSP23F,Andrena,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Andrena,Andrena sp. 23F
PROBAK,Protandrena,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Protandrena,Protandrena bakeri
PSEUSP01,Pseudopanurgus,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Pseudopanurgus,Pseudopanurgus sp.01
PSEFULV,Pseudopanurgus fulvicornis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Pseudopanurgus,Pseudopanurgus fulvicornis
CENBIC,Centris bicornuta,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Centris,Centris bicornuta
CERCOB,Ceratina cobaltina,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratina cobaltina
CERSP02,Ceratina,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratina sp. 02 Ecosur sp. nov. 
CERSP32,Ceratina,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratina sp. 32F Ecosur
CERSP34F,Ceratina,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratina sp. 34F ecotap
EPESP03,Epeolus,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Epeolus,Epeolus sp. 03
MELMONT,Melissodes montanus,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Melissodes,Melissodes montanus
EXAFRO,Exaerete frontalis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Exaerete,Exaerete frontalis
EXOBYE,Exomalopsis byersi,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Exomalopsis,Exomalopsis byersi
EXOARIMOD,Exomalopsis arida/modesta,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Exomalopsis,Exomalopsis arida/modesta
EXOSNO,Exomalopsis snowi,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Exomalopsis,Exomalopsis snowi
MELFLE,Melissodes flexus,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Melissodes,Melissodes flexus
MONSP01,Monoeca,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Monoeca,Monoeca sp. 01
MONSP02,Monoeca,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Monoeca,Monoeca sp. 02
MESSP01SPNOV,Mesoplia,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Mesoplia,Mesoplia sp. 01 Ecosur sp. nov. 
NOMSP03,Nomada,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Nomada,Nomada sp. 03
TETFUL,Tetraloniella fulvotecta,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Tetraloniella,Tetraloniella fulvotecta
TETSP05,Tetrapedia,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Tetrapedia,Tetrapedia sp. 05
TELSP03SP.NOV.,Tetraloniella,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Tetraloniella,Tetraloniella sp. 03 sp. nov. 
TETSP06,Tetrapedia,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Tetrapedia,Tetrapedia sp. 06
COLSOL,Colletes solari,species,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Colletes,Colletes solari
COLJOB,Colletes jobeli,species,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Colletes,Colletes jobeli
HYLSP05,Hylaeus,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Hylaeus,Hylaeus sp. 05
HYLSP16M,Hylaeus,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Hylaeus,Hylaeus sp. 16M
HYLSP17M,Hylaeus,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Hylaeus,Hylaeus sp. 17M
XYLSP11F,Xylocopa,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa sp. 11F
XENGAB,Xenoglossa gabbii,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xenoglossa,Xenoglossa gabbii
TRISP03,Triepeolus,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Triepeolus,Triepeolus sp. 03
TRIPAR,Triepeolus parkeri,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Triepeolus,Triepeolus parkeri
AUGSIDB,Augochlora,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlora,Augochlora sidaefolia B
AUASP13,Augochlora,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlora,Augochlora sp. 13
AUASP03,Augochlora,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlora,Augochlora sp. 03
AUASP17,Augochlora,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlora,Augochlora sp. 17
AUASP08ME,Augochlora,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlora,Augochlora sp.08M Engel
AUGMETA,Augochloropsis metallica A,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochloropsis,Augochloropsis metallica A
AUASP10,Augochlora,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlora,Augochlora sp. 10
CAESP24F,Caenaugochlora sp. 24F nr tonsilis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Caenaugochlora,Caenaugochlora sp. 24F nr tonsilis
LASCIR,Lasioglossum circinatum,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum circinatum
CAEFLA,Caenaugochlora flagrans,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Caenaugochlora,Caenaugochlora flagrans
LASCRO,Lasioglossum crocoturum,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum crocoturum
CAESP04,Caenaugochlora sp. 04 nr. gemmella,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Caenaugochlora,Caenaugochlora sp. 04 nr. gemmella
CAESP05,Caenaugochlora,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Caenaugochlora,Caenaugochlora sp. 05
CAHSP02,Caenohalictus,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Caenohalictus,Caenohalictus sp. 02
LASSP83,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 83
LASSP86,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 86
LASORP,Lasioglossum orphnaeum,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum orphnaeum
LASSP102,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 102
LASSP103,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 103
LASSPH8,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp8
NEOSP13,Neocorynura sp. 13 nr. lignys,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Neocorynura,Neocorynura sp. 13 nr. lignys
LASSP30,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 30
NEORUB,Neocorynura rubida,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Neocorynura,Neocorynura rubida
NEOSP02M,Neocorynura,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Neocorynura,Neocorynura sp. 02M Ecosur
NEOSP03M,Neocorynura,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Neocorynura,Neocorynura sp. 03M Ecosur
MEGAFFVES,Megachile aff. vestis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile aff. vestis
MEGSP07,Megachile,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile sp. 07
MEGPOL,Megachile policaris,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile policaris
MEGSP06,Megachile,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile sp. 06 nov. sp. TG
MEGAFFIN,Megachile aff. inscita,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile aff. inscita
ANTHON,Anthidiellum hondurasicum,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Anthidiellum,Anthidiellum hondurasicum
