citation_target_id;citation_target_type;citation_reference_id;citation_type;citation_page_number;citation_remarks
B 10 0166362;MATERIAL_ENTITY;https://doi.org/10.5091/plecevo.97453;JOURNAL_ARTICLE;;
B 10 0166305;MATERIAL_ENTITY;https://doi.org/10.5091/plecevo.97453;JOURNAL_ARTICLE;;
