reference_id;reference_type;bibliograohic_citation;reference_year;reference_iri;is_peer_reviewed
https://doi.org/10.5091/plecevo.97453;JOURNAL_ARTICLE;Xanthos M, Mayo SJ, Larridon I (2023) Reassessment of morphological species delimitations in the Cyperus margaritaceus-niveus complex using morphometrics. Plant Ecology and Evolution 156(1): 112-127. https://doi.org/10.5091/plecevo.97453;2023;;yes
