Collection GUID,Collection Type,Collection Code,Institution Code,Collection Scope
3f55b3fa-292d-4170-bd46-66dca41d7f05,PreservedSpecimen,KUI,KU,https://www.gbif.org/grscicoll/collection/e879eb7f-dda0-4c93-9b35-42e39010e8be
