"llaveejemplar","location_id","parent_location_id","higher_geography_id","higher_geography","continent","waterbody","islandgroup","island","nombrepaismapa","country_code","state_province","county","municipality","locality","minimum_elevation_in_meters","maximum_elevation_in_meters","minimum_distance_above_surface_in_meters","maximum_distance_above_surface_in_meters","minimum_depth_in_meters","maximum_depth_in_meters","vertical_datum","location_according_to","location_remarks","accepted_georreference_id","accepted_georreference_context_id"
"0004c0d795cf78a81e7e41fb7b9adef7","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","SANTA CRUZ ZENZONTEPEC","","Santa María Tlapanalquiahuitl","","","927.0","","","","","Gacetero | INEGI, 2005","","",""
"000ac673fad14b0037e1ec163a629937","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","IXHUATAN","","Chapayal Grande","","","779.0","","","","","Gacetero | INEGI, 2005","","",""
"0011bdaf3ee95d05ee5557b5d3255c4d","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","ZACATECAS","SOMBRERETE","","José Santos Bañuelos","","","2180.0","","","","","Gacetero | INEGI, 2005","","",""
"0018f2c1ad0186711b4f1b574c129cd4","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","SANTA MARIA JACATEPEC","","La Joya","","","149.0","","","","","Gacetero","","",""
"001e56bfbb2e3106d2dbfe2e2ff451f4","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","DURANGO","TOPIA","","Topia","","","1800.0","","","","","Gacetero","","",""
"00204de24dfc019096e3ec7a5981adfd","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Tutuaca"", ""tipo"":""Federal"", ""distancia"":""0.84 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIHUAHUA","TEMOSACHIC","","Tocomorochic","","","1780.0","","","","","Gacetero | INEGI, 2005","","",""
"00229d01e82659e6e1b27482d6880c1c","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Barrancas de los ríos Santiago y Verde"", ""tipo"":""Estatal"", ""distancia"":""0.645 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","JALISCO","JUANACATLAN","","Juanacatlán","","","1520.0","","","","","Gacetero | INEGI, 2005","","",""
"00256f5c2d19e03a7a53f3f3e4a5d427","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","SANTA MARIA CHILCHOTLA","","Santa María Chilchotla","","","1420.0","","","","","Gacetero","","",""
"0027a513ba46f1078ed6fd4d9a40104a","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","SAN PABLO HUIXTEPEC","","San Pablo Huixtepec","","","1480.0","","","","","Gacetero | INEGI, 2005","","",""
"002e4f0fad1d6993cd130f60c42f2bc6","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","MICHOACAN DE OCAMPO","SALVADOR ESCALANTE","","El Guayabal","","","1680.0","","","","","Gacetero | INEGI, 2005","","",""
"0037ea8be0dd5a78ea710103e64d32e4","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","","","","","","San Jorge","","","9999.0","","","","","","","",""
"0039e78404c99fa40fbd4894e8122323","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CAMPECHE","HOPELCHEN","","Ich-Ek, aledaña al Ejido Ich-Ek","","","50.0","","","","","Gacetero","","",""
"003b3bc4e3afc2b515f3c084dd59b9c3","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","GUANAJUATO","JERECUARO","","Ejido Puruaguita","","","2001.0","","","","","Gacetero | INEGI, 2005","","",""
"003e3c6e166b329f9eb22df48afc7d4a","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","JALISCO","TEQUILA","","La Toma, 3 Km NNW de Tequila","","","1200.0","","","","","Gacetero","","",""
"0040d88dc67c6bab3f43d00411daa9b1","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","OCOSINGO","","Sibaca","","","1000.0","","","","","Gacetero | INEGI, 2005","","",""
"00411230c8a70bffd63a461f82bbc66f","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","PUEBLO NUEVO SOLISTAHUACAN","","Arroyo Grande","","","1740.0","","","","","Gacetero | INEGI, 2005","","",""
"00489ec8705e8b70f5e82c82fbdbf74a","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","CHIAPILLA","","Lázaro Cárdenas","","","430.0","","","","","Gacetero | INEGI, 2005","","",""
"00497ab8acfa56e0f5ab37cf0898b0a1","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","CHAMULA","","Los Ranchos","","","2212.0","","","","","Gacetero | INEGI, 2005","","",""
"004b50bcd3da8739570f52c51bdea61e","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","SANTIAGO YAITEPEC","","Santiago Yaitepec","","","1800.0","","","","","Gacetero | INEGI, 2005","","",""
"004e46c31e2a886fe1e5d7c34482662e","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","ARRIAGA","","Azteca","","","35.0","","","","","Gacetero | INEGI, 2005","","",""
"004f12718837ad4a1b31cccfc8db64db","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","NAYARIT","SANTIAGO IXCUINTLA","","Santiago Ixcuintla","","","15.0","","","","","Gacetero | INEGI, 2005","","",""
"005c81149104777d30b2b1ec6331391e","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Sierra Hermosa"", ""tipo"":""Estatal"", ""distancia"":""2.314 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","MEXICO","TECAMAC","","Ozumbilla","","","2260.0","","","","","Gacetero | INEGI, 2005","","",""
"005f022e5adcfa5808be9acb63daa2c1","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Laguna de Yuriria y su Zona de Influencia"", ""tipo"":""Estatal"", ""distancia"":""2.004 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","GUANAJUATO","YURIRIA","","Casacuarán","","","1710.0","","","","","Gacetero","","",""
"005f2f0874c58f614045caa547864c50","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""C.A.D.N.R. 043 Estado de Nayarit"", ""tipo"":""Federal"", ""distancia"":""1.479 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","NAYARIT","SANTA MARIA DEL ORO","","Los Jazmines","","","1240.0","","","","","Gacetero | INEGI, 2005","","",""
"00605ec87bcd140cc1a004d63aea8ae1","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","VERACRUZ DE IGNACIO DE LA LLAVE","CALCAHUALCO","","Calcahualco","","","1750.0","","","","","Gacetero","","",""
"00622df7ce1a7da5feb0f0b9fb58bc96","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","MICHOACAN DE OCAMPO","AGUILILLA","","Aguililla","","","1648.0","","","","","Gacetero","","",""
"00630ea050da18fe6c87b380491ea019","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","BEJUCAL DE OCAMPO","","Bejucal de Ocampo","","","2425.0","","","","","Gacetero","","",""
"0063b8d5a73ee22392dc3609ece750e3","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","JALISCO","PIHUAMO","","7 Km al sur de Taxinastla, en Coametatila, por carretera de terracería","","","1300.0","","","","","Gacetero","","",""
"0069e06508f77f11c0e979a0e88a70e8","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""C.A.D.N.R. 043 Estado de Nayarit"", ""tipo"":""Federal"", ""distancia"":""3.124 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","JALISCO","AMECA","","Quexpan-Las Raíces","","","1050.0","","","","","Gacetero","","",""
"006d01340dc244f6cfb9342793f6b408","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","JALISCO","AUTLAN DE NAVARRO","","Autlán de Navarro","","","900.0","","","","","Gacetero | INEGI, 2005","","",""
"00730d215ca03d5ac03c0b9e8e3954c1","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","SONORA","MAZATAN","","MAZATAN","","","540.0","","","","","Gacetero | INEGI, 2005","","",""
"00731d044e41d10b13f14c577d4643e8","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","SANTA CRUZ ZENZONTEPEC","","Barrio de Abajo, Quinicuano","","","680.0","","","","","Gacetero | INEGI, 2005","","",""
"007428fbcad2398ee789e7c8c2731c54","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Las Huertas"", ""tipo"":""Federal"", ""distancia"":""0.049 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","COLIMA","COMALA","","Comala","","","600.0","","","","","Gacetero | INEGI, 2005","","",""
"007fa65ab4e1ed23fd213b8d53ee7910","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","VERACRUZ DE IGNACIO DE LA LLAVE","COATZINTLA","","Coatzintla","","","9999.0","","","","","Gacetero","","",""
"008956d4cf6825c6c5b8c82a1ce5d25e","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","MICHOACAN DE OCAMPO","TIQUICHEO DE NICOLAS ROMERO","","Tiquicheo","","","380.0","","","","","Gacetero | INEGI, 2005","","",""
"008bdf0683969e9eff1ac9718e8646f4","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","MICHOACAN DE OCAMPO","LAZARO CARDENAS","","Los Coyotes","","","200.0","","","","","Gacetero","","",""
"008be0b60916c1f403077367d3e47d40","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","PUEBLA","CUYOACO","","Rancho San Martín","","","2400.0","","","","","Gacetero | INEGI, 2005","","",""
"008cd4661e7c6c97ad4fe533b0e2d702","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","QUERETARO","HUIMILPAN","","Huimilpan","","","2300.0","","","","","Gacetero | INEGI, 2005","","",""
"008ef0d6f4b9a256b7b98186c5b4381a","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""C.A.D.N.R. 043 Estado de Nayarit"", ""tipo"":""Federal"", ""distancia"":""1.064 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","DURANGO","DURANGO","","Boca del Mezquital","","","1880.0","","","","","Gacetero | INEGI, 2005","","",""
"008f4a4efaa6cd76c0320faeaaa129a1","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","SUCHIAPA","","Suchiapa","","","445.0","","","","","Gacetero","","",""
"0097a18c9f1c5f4bfbef33b044b91ce7","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","JALISCO","SAN MARTIN HIDALGO","","San Martín Hidalgo","","","1390.0","","","","","Gacetero | INEGI, 2005","","",""
"00a03ab8694519ed6333a7bc6f06a8c5","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","SAN JUAN TEITIPAC","","San Juan Teitipac","","","1600.0","","","","","Gacetero | INEGI, 2005","","",""
"00a0954bb8f1d10ec98a85eb6836d029","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","PUEBLA","SAN JERONIMO TECUANIPAN","","San Jerónimo Tecuanipan","","","2140.0","","","","","Gacetero | INEGI, 2005","","",""
"00a5813510cf635bed0f9ea47d7b9fa3","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Tehuacán-Cuicatlán"", ""tipo"":""Federal"", ""distancia"":""3.006 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","SANTA MARIA PAPALO","","Santa María Pápalo","","","2060.0","","","","","Gacetero","","",""
"00aa63b7666746299d9b3ce6b42bd5b9","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIHUAHUA","OCAMPO","","Ejido Santa Eduviges","","","2601.0","","","","","Gacetero | INEGI, 2005","","",""
"00afcfca83e2b3ab93150c98ce59ba81","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","","","","","","","","","9999.0","","","","","","","",""
"00b0c89f593547297ce12ef302fd0f2f","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","OXCHUC","","El Cura","","","2000.0","","","","","Gacetero | INEGI, 2005","","",""
"00b9d09b6fb74d4cde500ab82ef1270e","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","SANTIAGO YAITEPEC","","Santiago Yaitepec","","","1800.0","","","","","Gacetero | INEGI, 2005","","",""
"00ba3180802c8c1dfe716a433c3d73e6","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIHUAHUA","GUACHOCHI","","Región Tarahumara","","","9999.0","","","","","Gacetero","","",""
"00bf401cfcf8e1da1656dcda064c55af","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","TLAXCALA","CALPULALPAN","","Carretera Texcoco","","","2583.0","","","","","Gacetero","","",""
"00bfa57362f0625aabe5cad516cf6c78","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","PUEBLA","ACATZINGO","","Acatzingo","","","2140.0","","","","","Gacetero | INEGI, 2005","","",""
"00c3296c55508eb8a9397ff462c45736","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","VERACRUZ DE IGNACIO DE LA LLAVE","PLAYA VICENTE","","Migromante","","","140.0","","","","","Gacetero | INEGI, 2005","","",""
"00c7bf05631be7eca558a35df600c099","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","JALISCO","ZAPOTLAN EL GRANDE","","Ciudad Guzman","","","1300.0","","","","","Gacetero","","",""
"00cac3196d543c14e8b9954dea10f829","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","SAN LORENZO CUAUNECUILTITLA","","San Lorenzo Cuaunecuiltitla","","","1900.0","","","","","Gacetero | INEGI, 2005","","",""
"00e1ef9c0e922f702642c7087e6aba2d","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","JALISCO","TAPALPA","","Llano Ojo Zarco","","","2160.0","","","","","Gacetero | INEGI, 2005","","",""
"00e2136cf936d630c196b4cd34d85d87","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Santuario del agua y forestal Subcuenca Tributaria Río San Lorenzo"", ""tipo"":""Estatal"", ""distancia"":""4.697 Kms""},{""nombre"":""Ciénegas del Lerma"", ""tipo"":""Federal"", ""distancia"":""4.275 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","MEXICO","LERMA","","La Bomba","","","2575.0","","","","","Gacetero | INEGI, 2005","","",""
"00eab558c095b02082d31d1cef181a56","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","OXCHUC","","Pacbilna","","","2180.0","","","","","Gacetero | INEGI, 2005","","",""
"00f6738362ae6d646a429506fd1111ae","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","SANTA MARIA ALOTEPEC","","Santa María Alotepec","","","1440.0","","","","","Gacetero | INEGI, 2005","","",""
"00fc0b89e72c01d31c20c10248ca9f46","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","SILTEPEC","","Siltepec","","","1532.0","","","","","Gacetero","","",""
"00fe3e2bd9426eef2ac2a5ce28669f25","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","SAN PEDRO Y SAN PABLO AYUTLA","","San Pedro y san Pablo Ayutla","","","2020.0","","","","","Gacetero | INEGI, 2005","","",""
"00fee02979feb011aa2af8742ecc662b","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","SAN LUIS POTOSI","VILLA HIDALGO","","Tanquito de San Francisco","","","1730.0","","","","","Gacetero | INEGI, 2005","","",""
"0103490d4f3f5e234bb6dce1a5c7def5","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Tehuacán-Cuicatlán"", ""tipo"":""Federal"", ""distancia"":""0.12 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","CONCEPCION PAPALO","","Concepción Pápalo","","","2170.0","","","","","Gacetero","","",""
"01085de243087d2de46caea6fbfa6092","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Cerro Meyapac"", ""tipo"":""Estatal"", ""distancia"":""2.394 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","BERRIOZABAL","","Coyatoc, sobre la carretera que va a Sumidero (Parque Nacional Cañón del Sumidero), Km 14.9","","","1150.0","","","","","Gacetero","","",""
"010cc8d837a295911dde1b70de1632d2","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Loma de Santa María y depresiones aledañas"", ""tipo"":""Estatal"", ""distancia"":""0.595 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","MICHOACAN DE OCAMPO","MORELIA","","Cerca de Santa María","","","2040.0","","","","","Gacetero | INEGI, 2005","","",""
"01170530dd865b49efdc8fb331b803a8","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","TRINIDAD ZAACHILA","","Trinidad Zaachila","","","1490.0","","","","","Gacetero | INEGI, 2005","","",""
"01198d9373a05bb6b9f9ac32d442afe8","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","TUXTLA CHICO","","Guadalupe Victoria","","","60.0","","","","","Gacetero | INEGI, 2005","","",""
"01210d2b168cc1473e825bba761086b9","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Barrancas de los ríos Santiago y Verde"", ""tipo"":""Estatal"", ""distancia"":""0.645 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","JALISCO","JUANACATLAN","","Juanacatlán","","","1520.0","","","","","Gacetero | INEGI, 2005","","",""
"012129763aeb6adbbda02d26fbb20096","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","VERACRUZ DE IGNACIO DE LA LLAVE","MARTINEZ DE LA TORRE","","Entre Teco y Martínez de la Torre","","","151.0","","","","","Gacetero","","",""
"012ab59a62f5b1a1b5ef778461e421dd","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","HIDALGO","CUAUTEPEC DE HINOJOSA","","Pueblo: Xayahualulco","","","2503.0","","","","","Gacetero","","",""
"012c10c92dabbbafaba4424363a030eb","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","PUEBLA","SAN SALVADOR EL SECO","","La Noria","","","2370.0","","","","","Gacetero | INEGI, 2005","","",""
"013b94b758b14da7598bc179b9271e76","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Cañón del Río Blanco"", ""tipo"":""Federal"", ""distancia"":""2.17 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","PUEBLA","ATZITZINTLA","","Atzitzintla","","","2759.0","","","","","Gacetero","","",""
"013c4c1111c7f729562407dbf90888af","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIHUAHUA","OCAMPO","","RANCHO SAN MIGUEL","","","2280.0","","","","","Gacetero | INEGI, 2005","","",""
"013d985539de67a0e53ad49127a8325b","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Cerro de Las Campanas"", ""tipo"":""Federal"", ""distancia"":""3.478 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","QUERETARO","QUERETARO","","Santa Magdalena","","","1800.0","","","","","Gacetero | INEGI, 2005","","",""
"013ffe1c1b083ba850d5734f2a908162","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","ACAPETAHUA","","HIDALGO","","","65.0","","","","","Gacetero | INEGI, 2005","","",""
"0149af14f0ec1d141beb2fbc6be61f90","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","SAN LUIS POTOSI","VENADO","","Venados","","","1790.0","","","","","Gacetero | INEGI, 2005","","",""
"014d9b24547632889b6d0c755afaee89","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","CHIAPA DE CORZO","","Francisco Sarabia","","","419.0","","","","","Gacetero","","",""
"014de825f9ba1418a2f8cb45e4d66b25","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""La Laguna de Chandio"", ""tipo"":""Estatal"", ""distancia"":""1.545 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","MICHOACAN DE OCAMPO","APATZINGAN","","El Recreo","","","260.0","","","","","Gacetero | INEGI, 2005","","",""
