"llaveejemplar","location_id","parent_location_id","higher_geography_id","higher_geography","continent","waterbody","islandgroup","island","nombrepaismapa","country_code","state_province","county","municipality","locality","minimum_elevation_in_meters","maximum_elevation_in_meters","minimum_distance_above_surface_in_meters","maximum_distance_above_surface_in_meters","minimum_depth_in_meters","maximum_depth_in_meters","vertical_datum","location_according_to","location_remarks","accepted_georreference_id","accepted_georreference_context_id"
"041d192d000c372a62700517c09a60b8","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","JALISCO","LAGOS DE MORENO","","San Juanito","","","1985.0","","","","","Gacetero | INEGI, 2005","","",""
"04204b9833c7420a96367f0807d00cae","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","","","","","","","","","9999.0","","","","","","","",""
"0424b38f67aaeb2889e568eac7f063b9","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","GUANAJUATO","ACAMBARO","","Rancho Viejo Ejido de San Juan","","","1880.0","","","","","Gacetero | INEGI, 2005","","",""
"0425da9fd8f5321b639813110a60c227","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","EL PARRAL","","Colonia El Parral","","","620.0","","","","","Gacetero | INEGI, 2005","","",""
"042aff7936d8c4a397e290f00158d631","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","JALISCO","LAGOS DE MORENO","","El Arbolito","","","2045.0","","","","","Gacetero | INEGI, 2005","","",""
"042c19be2d1df3158cc35dceb1b15e43","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""La Sepultura"", ""tipo"":""Federal"", ""distancia"":""2.598 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","CINTALAPA","","La Nueva Tenochtitlán","","","777.0","","","","","Gacetero | INEGI, 2005","","",""
"043803805e9e6edaf761cd94b73301b9","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","PUEBLA","TLAHUAPAN","","Tlahuapan","","","2500.0","","","","","Gacetero | INEGI, 2005","","",""
"04401a4fe51003d680b22889b139f54b","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","MEXICO","AXAPUSCO","","Jaltepec","","","2490.0","","","","","Gacetero | INEGI, 2005","","",""
"0443629da73b5b7506e0937335c3b082","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","TLAXCALA","ATLTZAYANCA","","Rancho Guadalupe","","","2460.0","","","","","Gacetero | INEGI, 2005","","",""
"04441d5a416b5c185945c57fe73eafb5","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","PUEBLA","JUAN C. BONILLA","","Santa María Coronango","","","2160.0","","","","","Gacetero | INEGI, 2005","","",""
"044be798dcb8adf9d2fae863db63fc12","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","OXCHUC","","Pacbilna","","","2180.0","","","","","Gacetero | INEGI, 2005","","",""
"0451fe802d8a77e4238f20df8260bdfc","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""C.A.D.N.R. 043 Estado de Nayarit"", ""tipo"":""Federal"", ""distancia"":""3.387 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","JALISCO","ATENGUILLO","","San José de Los Andrade","","","1550.0","","","","","Gacetero | INEGI, 2005","","",""
"0454cff0678111b85e79065c45d55ea3","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Volcán El Jorullo"", ""tipo"":""Estatal"", ""distancia"":""2.331 Kms""},{""nombre"":""Zicuirán-Infiernillo"", ""tipo"":""Federal"", ""distancia"":""2.944 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","MICHOACAN DE OCAMPO","LA HUACANA","","Trinucino La Huacana","","","480.0","","","","","Gacetero | INEGI, 2005","","",""
"0457aea30e19ff8760f22158c18a70c0","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIHUAHUA","GOMEZ FARIAS","","Gómez Farías","","","2100.0","","","","","Gacetero","","",""
"045fd160d2a171c53dd59a31af4d0285","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""La Concordia Zaragoza"", ""tipo"":""Estatal"", ""distancia"":""2.074 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","ANGEL ALBINO CORZO","","Ángel Albino Corzo","","","652.0","","","","","Gacetero","","",""
"0462a4ca837c39f3506e4fc4f705a9f9","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","","","","","","","","","9999.0","","","","","","","",""
"0463e68b950ea2083fb4d42f7e2ebc15","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","SANTA CATARINA LACHATAO","","Latuvi","","","2400.0","","","","","Gacetero | INEGI, 2005","","",""
"046714dc7e872d3b209b640fdddfc77b","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","","","","","","","","","9999.0","","","","","","","",""
"04714e477f6abbbd37acd2eae6932d5d","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","ASUNCION IXTALTEPEC","","Santiago Ixtaltepec","","","230.0","","","","","Gacetero | INEGI, 2005","","",""
"047646e9683b9bc232b1465f74055cd6","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","","","","","","","","","9999.0","","","","","","","",""
"047889cf4ab776b36a25136bfc1a5e21","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","LA TRINITARIA","","Trinitaria","","","1540.0","","","","","Gacetero | INEGI, 2005","","",""
"04788a40109b48dd354a506aa186e930","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","TAMAULIPAS","JAUMAVE","","Ejido Matías García","","","801.0","","","","","Gacetero | INEGI, 2005","","",""
"0478cf1556945ff969211d49e7a177aa","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Corredor Biológico Chichinautzin"", ""tipo"":""Federal"", ""distancia"":""2.021 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","MORELOS","TOTOLAPAN","","TOTOLAPAN","","","1900.0","","","","","Gacetero | INEGI, 2005","","",""
"047b61cdf4ae7e6ba48d0c0cbd18e6d6","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","VERACRUZ DE IGNACIO DE LA LLAVE","TECOLUTLA","","Playa Paraíso","","","3.0","","","","","Gacetero","","",""
"047c8be8b95f17af0f6de3c07e8ba369","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","SANTA MARIA ALOTEPEC","","Santa María Alotepec","","","1440.0","","","","","Gacetero | INEGI, 2005","","",""
"047d11c3eb6a9e1645a542654c58c798","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","SINALOA","EL FUERTE","","Las Amelas","","","115.0","","","","","Gacetero | INEGI, 2005","","",""
"047f1a2648800f0b4435a35df7abaca2","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","GUERRERO","TECPAN DE GALEANA","","Tecpan de Galeana","","","40.0","","","","","Gacetero | INEGI, 2005","","",""
"0480e467dad5090f6d6eca89866a86fa","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","SAN JUAN TEITA","","San Juan Teita","","","1375.0","","","","","Gacetero | INEGI, 2005","","",""
"0494f68907e07ed9bc34b8638ce5c2b1","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","JITOTOL","","Jitotol","","","1650.0","","","","","Gacetero | INEGI, 2005","","",""
"04aa73c943e6fc6cb8b1bbefdeadd703","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Reserva Biótica Gertrude Duby"", ""tipo"":""Privado"", ""distancia"":""2.903 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","CHAMULA","","Pozuelos","","","2460.0","","","","","Gacetero | INEGI, 2005","","",""
"04ac1f140a00774a9a829cf8d74abb92","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","CHICOMUSELO","","San Antonio El Ocotal","","","642.0","","","","","Gacetero | INEGI, 2005","","",""
"04afea51a0b070a7934d42933c88d829","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","VERACRUZ DE IGNACIO DE LA LLAVE","PAPANTLA","","Talasca Donato Márquez","","","80.0","","","","","Gacetero | INEGI, 2005","","",""
"04b02cc370d225987fd16d05c62e45fc","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","HIDALGO","TULANCINGO DE BRAVO","","Cerca de Santa Ana Hueytlalpan","","","2151.0","","","","","Gacetero","","",""
"04b2a6388a1beb67f0b11d3ee257a7d4","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Barranca de Metztitlán"", ""tipo"":""Federal"", ""distancia"":""0 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","HIDALGO","METZTITLAN","","Metztitlan","","","1340.0","","","","","Gacetero | INEGI, 2005","","",""
"04b4e2423fc03fdea4d12fef67ed5cac","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","SANTA ANA ZEGACHE","","Santa Ana Zegache","","","1480.0","","","","","Gacetero | INEGI, 2005","","",""
"04b8298a166ec4842ed67b03986743e3","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","","","","","","","","","9999.0","","","","","","","",""
"04b88ac3c1cf56550aa4e0babf75e1bd","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""El Triunfo"", ""tipo"":""Federal"", ""distancia"":""0 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","LA CONCORDIA","","FINCA PRUSIA","","","1000.0","","","","","Gacetero | INEGI, 2005","","",""
"04bb5ba7d6fa41a37be3449e803b584a","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","SINALOA","BADIRAGUATO","","San Javier de Abajo","","","750.0","","","","","Gacetero","","",""
"04bc5672754d63af19409f55c5aa6004","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","SIMOJOVEL","","Santa Anita","","","940.0","","","","","Gacetero | INEGI, 2005","","",""
"04c0e9ff674d1eb586ca1615c66a9a2a","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","SAN CRISTOBAL DE LAS CASAS","","Ejido Pedernal","","","2401.0","","","","","Gacetero | INEGI, 2005","","",""
"04c2b0953f4f42586a98bf712bd48386","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","SAN MIGUEL PIEDRAS","","San Miguel Piedras","","","1760.0","","","","","Gacetero | INEGI, 2005","","",""
"04cd120c8ac5643832223da3d93a45e6","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","GUANAJUATO","APASEO EL GRANDE","","La Villita de Apaseo","","","1780.0","","","","","Gacetero | INEGI, 2005","","",""
"04cd224a9122a1f0f5e30d87c43b0cba","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","IXTAPANGAJOYA","","Ixtapangajoya","","","125.0","","","","","Gacetero | INEGI, 2005","","",""
"04d63dd35dafad6dcb2ef2069ac032be","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Lago de Camécuaro"", ""tipo"":""Federal"", ""distancia"":""3.16 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","MICHOACAN DE OCAMPO","TANGANCICUARO","","Encinillos","","","2000.0","","","","","Gacetero","","",""
"04d886c7deeff1674dc50f02e4700bbf","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","ANGEL ALBINO CORZO","","Colonia Palestina","","","730.0","","","","","Gacetero | INEGI, 2005","","",""
"04e4603ac16635faf97225ea5002aa4d","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","BELLA VISTA","","BELLA VISTA","","","1557.0","","","","","Gacetero","","",""
"04e61daa7da3a9e7e3a7baf2061902f9","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","HIDALGO","HUEJUTLA DE REYES","","Huejutla","","","140.0","","","","","Gacetero | INEGI, 2005","","",""
"04e72bb0da07621d9fb53668ff0b3e76","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""C.A.D.N.R. 043 Estado de Nayarit"", ""tipo"":""Federal"", ""distancia"":""4.23 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","NAYARIT","IXTLAN DEL RIO","","IXTLAN DEL RIO","","","1140.0","","","","","Gacetero | INEGI, 2005","","",""
"04f6c806477c852ebf17ab72b762a819","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","","","","","","","","","9999.0","","","","","","","",""
"04fb9cdacb5c45a3cff1e71c86727d84","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","SAN MIGUEL SUCHIXTEPEC","","San Miguel Suchixtepec","","","2540.0","","","","","Gacetero","","",""
"04fc15bfa828dc96a6b08f7c252d37b0","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","HUIXTAN","","Chempil","","","2136.0","","","","","Gacetero","","",""
"0504f1a4b1ea098e822c204ac3ca4a16","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","SAN LUIS POTOSI","VILLA JUAREZ","","Puerta del Río","","","1120.0","","","","","Gacetero | INEGI, 2005","","",""
"050666db8d84dc0b7e1e0374e9b6751f","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","TEOPISCA","","Teopisca","","","1800.0","","","","","Gacetero | INEGI, 2005","","",""
"050843aad744ded6e1489bb4fd35650f","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","CHAMULA","","El Crucero","","","2470.0","","","","","Gacetero | INEGI, 2005","","",""
"050dccbc355d7c2e2165454f29590885","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Barrancas de los ríos Santiago y Verde"", ""tipo"":""Estatal"", ""distancia"":""0.645 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","JALISCO","JUANACATLAN","","Juanacatlán","","","1520.0","","","","","Gacetero | INEGI, 2005","","",""
"0510c25c92ea707623819069e18294d8","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","PUTLA VILLA DE GUERRERO","","Santo Domingo del Estado","","","2446.0","","","","","Gacetero | INEGI, 2005","","",""
"051a93f391640adc14b08febb5fe5a8c","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIHUAHUA","MADERA","","Nicolás Bravo","","","2100.0","","","","","Gacetero | INEGI, 2005","","",""
"0520ae76c422c8e9e097e64e6efb5846","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CAMPECHE","CHAMPOTON","","Pitun","","","100.0","","","","","Gacetero","","",""
"0523d26ed1e71e797f351292ee8effca","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","","","","","","","","","9999.0","","","","","","","",""
"052421fc282691bbd01b58b81f13e6fe","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","ARRIAGA","","Azteca","","","35.0","","","","","Gacetero | INEGI, 2005","","",""
"05282cbfad7c8aee228d09aef882d0d5","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","JALISCO","AYOTLAN","","Las Cañadas, camino Jesús María-Ayo El Chico","","","1700.0","","","","","Gacetero | INEGI, 2005","","",""
"05369d21e6d23b11970cada82c3dd097","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","GUANAJUATO","SAN MIGUEL DE ALLENDE","","Palma Gorda","","","2100.0","","","","","Gacetero | INEGI, 2005","","",""
"0537248ca61dedf16d2ee9a694ec17f5","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""La Eucalera de Paso de Hidalgo"", ""tipo"":""Estatal"", ""distancia"":""0.301 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","JALISCO","LA BARCA","","La Barca","","","1520.0","","","","","Gacetero | INEGI, 2005","","",""
"053a92415e5afbcdbad208027e57a3c9","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","NAYARIT","DEL NAYAR","","JESUS MARIA","","","420.0","","","","","Gacetero | INEGI, 2005","","",""
"05474adff8ef703299c8dd2959b0d0ce","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Santuario del agua y forestal Subcuenca Tributaria Arroyo Sila"", ""tipo"":""Estatal"", ""distancia"":""1.65 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","MEXICO","IXTLAHUACA","","Ixtlahuaca","","","2540.0","","","","","Gacetero | INEGI, 2005","","",""
"054a8cf2fc18cb0e2761474c8d87b126","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","SAN LUIS POTOSI","CARDENAS","","Potrero Las Parejas","","","1220.0","","","","","Gacetero | INEGI, 2005","","",""
"054c5c97b3ce06d0b189c2b3ed7040df","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","MORELOS","TEMOAC","","Amayucan","","","1500.0","","","","","Gacetero | INEGI, 2005","","",""
"054cf224a85c9435101140252a343154","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","GUERRERO","ATENANGO DEL RIO","","Atenango del Río","","","640.0","","","","","Gacetero | INEGI, 2005","","",""
"054dea14df9167fc5f8e5ee33e86585e","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","DURANGO","CANATLAN","","Cerro Gordo","","","2001.0","","","","","Gacetero | INEGI, 2005","","",""
"054fdc6c2aa024033b05715234d7d5eb","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","SANTIAGO NILTEPEC","","Zopilote","","","23.0","","","","","Gacetero | INEGI, 2005","","",""
"0554823bfc6f1b018d681f4128798d71","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","TOTONTEPEC VILLA DE MORELOS","","Totontepec, Villa de Morelos","","","1950.0","","","","","Gacetero | INEGI, 2005","","",""
"055c55a43fdf7a9a6e9a566eedba05aa","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","MICHOACAN DE OCAMPO","TEPALCATEPEC","","Tepalcatepec","","","420.0","","","","","Gacetero | INEGI, 2005","","",""
"055d573e8d5b2bae29509ba0b78cf395","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Bosques de Coníferas Chanal"", ""tipo"":""Estatal"", ""distancia"":""3.099 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","LAS MARGARITAS","","Buenavista Bahuitz","","","1695.0","","","","","Gacetero | INEGI, 2005","","",""
"05606b0aaee4ea30c061c1c4454eabe1","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","MOTOZINTLA","","Buenos Aires","","","2239.0","","","","","Gacetero","","",""
"056496ee3f649032edd8083a52772571","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CAMPECHE","TENABO","","Tenabo","","","10.0","","","","","Gacetero | INEGI, 2005","","",""
"057273724ed334509eacc621277e863d","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","QUERETARO","AMEALCO DE BONFIL","","El Boral","","","2570.0","","","","","Gacetero | INEGI, 2005","","",""
"05773e50ac58e39477ea570a683d1b1e","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","SINALOA","CHOIX","","Baymena","","","320.0","","","","","Gacetero | INEGI, 2005","","",""
"057f7c8e10e7d35feea0754362e012d5","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","AMATENANGO DE LA FRONTERA","","Colonia Morelia","","","640.0","","","","","Gacetero | INEGI, 2005","","",""
"05820fdf7b67dd7a4b69786872e53637","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","OXCHUC","","Pacbilna","","","2180.0","","","","","Gacetero | INEGI, 2005","","",""
"05843ce7d749a89b4bd699564be324d3","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","MEXICO","NOPALTEPEC","","Nopaltepec","","","2450.0","","","","","Gacetero | INEGI, 2005","","",""
