"2,123-geocoorddetails.geocoorddetail.text1",2.locality.guid,2.locality.latitude1,2.locality.longitude1,2.locality.datum,"2,123-geocoorddetails.geocoorddetail.maxUncertaintyEst","2,123-geocoorddetails.geocoorddetail.geoRefAccuracy","2,123-geocoorddetails,5-georefdetby.geocoorddetail.geoRefDetBy","2,123-geocoorddetails.geocoorddetail.geoRefDetDate","2,123-geocoorddetails.geocoorddetail.protocol",2.locality.latLongMethod
,c555843f-c5f8-4a49-b77b-ab1bf6196f2c,41.3150000000,-102.1409000000,WGS84,,,,,,GEOLocate
,3c389c81-45f1-40d5-8d2d-96a04c13abcc,41.3150000000,-102.1218000000,WGS84,,,,,,GEOLocate
,ca39c559-1daa-4bf4-9a2d-eabab33e0b84,41.3006000000,-102.0835000000,WGS84,,,,,,GEOLocate
,84faea8f-89ed-4d0b-9f0e-73b41a3e5cdd,40.0817986000,-99.2245026000,WGS84,,,,,,GEOLocate
,d48d267e-22db-4e0d-9551-a17895b99c27,41.9367000000,-97.2232000000,WGS84,,,,,,GEOLocate
,fcc07898-1cae-40a1-bf75-c43749893026,41.9223000000,-97.2618000000,WGS84,,,,,,GEOLocate
,4c04e447-0660-49ef-97d8-4930d1b74d73,41.9945000000,-97.3584000000,WGS84,,,,,,GEOLocate
,bd442f36-2ee0-4d45-afaa-aa726cb32d10,41.9945000000,-97.4164000000,WGS84,,,,,,GEOLocate
,e4e3bf79-d5ff-462e-a653-07dfc1bab1db,40.6915000000,-98.8473000000,WGS84,,,,,,GEOLocate
,aea700f0-624a-4e55-aa96-5f75a20b2a44,41.9945000000,-97.4357000000,WGS84,,,,,,GEOLocate
,8a88ab92-7b7c-45d3-9c1e-50daafd80c94,42.0089000000,-97.4743000000,WGS84,,,,,,GEOLocate
,d214b9ff-af2f-4d54-a943-3a8fec9c668c,40.8359985000,-96.7107010000,WGS84,,,,,,GEOLocate
,a56a04e1-ae3f-4685-8169-b59b3b6e78d2,41.4303000000,-97.0697000000,WGS84,,,,,,GEOLocate
,c4476f21-ea80-4060-b127-3b0af633bfc9,41.4447000000,-97.0120000000,WGS84,,,,,,GEOLocate
,51a478ae-046d-4396-8bae-490485ea6673,40.8360000000,-96.7489000000,WGS84,,,,,,GEOLocate
,fc199895-3f50-4ba8-81e9-a72368e0b532,40.7341000000,-96.5773000000,WGS84,,,,,,GEOLocate
,b43d1671-4743-45e6-bc51-3d0bff27e7b0,41.1276000000,-101.5861000000,WGS84,,,,,,GEOLocate
,65f65961-6e8d-4f36-a803-221149fb9b98,40.7208000000,-98.7491000000,WGS84,,,,,,GEOLocate
414ec5f8-a0b8-11ed-803c-6c2b597b15e2,69cf9ae0-ca5f-4ff4-b7b6-89109952c582,8.7055130000,-83.5297910000,WGS84,5471.0000000000,,"Benito, Lorenzo ",,,GEOLocate
,6be673ca-f1f5-4f0f-8059-6634b8ef62a3,38.2495880127,-95.2482528687,WGS84,,,,,,GEOLocate
,62494fdc-ee74-4533-bb14-19ef31fa6a5c,36.9059066772,-92.1054382324,WGS84,,,,,,GEOLocate
,2c9e6cc6-7827-4b8f-bcfe-b52e677c44fc,34.7753601074,-76.6636810303,WGS84,,,,,,GEOLocate
,91f20e05-c86a-4f0e-a631-09f93d9a1f41,34.7639961243,-76.6581344604,WGS84,,,,,,GEOLocate
,04cd257c-4a79-4377-ae42-e44cf0c601df,34.7182273865,-76.6735534668,WGS84,,,,,,GEOLocate
4150d865-a0b8-11ed-803c-6c2b597b15e2,2508b6a7-c7e0-4e05-bbf4-33a0b69c9eda,34.6958830000,-76.6397350000,WGS84,803.0000000000,,"Bentley, Andrew C",10/25/2019,,GEOLocate
,89324f7a-dd5c-4215-9c80-ac8a6c0c9805,34.8683280945,-77.0383300781,WGS84,,,,,,GEOLocate
,025b6809-e2e7-4eab-a513-604dd9e49cba,34.6934623718,-77.0567245483,WGS84,,,,,,GEOLocate
,033def75-35b5-4f13-99f0-e9f14b586cc8,,,WGS84,,,,,,
414fa00a-a0b8-11ed-803c-6c2b597b15e2,2b4eebd3-3dae-4d6c-a0d1-a6711dbd885d,10.4842220000,-64.1912290000,WGS84,5000.0000000000,,"Hernandez, Mariangeles A",,,GEOLocate
414f7463-a0b8-11ed-803c-6c2b597b15e2,323992e2-b56c-4da2-bc4e-049b7be6d837,7.4282120000,-65.1707460000,WGS84,5000.0000000000,,"Hernandez, Mariangeles A",,,GEOLocate
,0bc66b75-a60a-4d1a-b579-3a88e58785fb,37.9164009000,-95.5279007000,WGS84,,,,,,GEOLocate
,853ad828-8cae-49ca-8f45-e414876f58ce,38.8765984000,-96.1589966000,WGS84,,,,,,GEOLocate
,ad718810-4ccf-47dc-9093-e44f661d7859,38.8911018000,-96.2701035000,WGS84,,,,,,GEOLocate
,f6ad9a70-bcb1-4ee6-b207-48e17e9401c4,38.8037987000,-96.2701035000,WGS84,,,,,,GEOLocate
,94f7d901-581f-4871-8a06-1e6b92ff76d0,38.7893000000,-96.2146000000,WGS84,,,,,,GEOLocate
,dbf5984b-eea4-4ac8-805c-1552de3f58a3,38.7892990000,-96.1959991000,WGS84,,,,,,GEOLocate
,1963f687-c843-4d00-a7f4-79ec26108d10,38.8184013000,-96.1589966000,WGS84,,,,,,GEOLocate
,03a9a50d-2cd0-488a-9dbe-601fc3ff33ee,39.8630000000,-95.2555000000,WGS84,,,,,,GEOLocate
,0dc49835-e66c-4ef7-b922-49bd914bbbc2,39.9063988000,-95.4054031000,WGS84,,,,,,GEOLocate
,85510d88-ed86-4516-accc-853f4708b8f5,39.7905998000,-95.5365982000,WGS84,,,,,,GEOLocate
,b7302d4b-2808-4601-84aa-a6f625d1e401,38.6520957947,-96.0295410156,WGS84,,,,,,GEOLocate
,4be3e669-be4b-4499-9d4e-cef8d09334f0,37.5227000000,-95.2236000000,WGS84,,,,,,GEOLocate
,020e9149-ed39-45f4-8c64-5b7b094c8ebd,38.6002007000,-95.2388000000,WGS84,,,,,,GEOLocate
,e4c79092-81ff-4642-8ad7-679f78cb2ea5,38.2345009000,-94.6671982000,WGS84,,,,,,GEOLocate
,3ff189ca-24cb-4ede-b9f9-8fa70a992dcf,37.5666008000,-95.2965012000,WGS84,,,,,,GEOLocate
,799b7df5-d74e-47fb-8171-ddd6864833db,38.6002007000,-95.2388000000,WGS84,,,,,,GEOLocate
,cf8c5a59-95dd-42b4-82e9-060509ebfc50,37.8297005000,-94.8503036000,WGS84,,,,,,GEOLocate
,dffea4b2-70a2-4255-a480-5703027fcc3f,38.5857010000,-95.4786987000,WGS84,,,,,,GEOLocate
,2f198f17-776e-4529-9773-c8ebdd872558,37.9164000000,-95.5279000000,WGS84,,,,,,GEOLocate
,e35f22a2-d657-436d-a04a-eba8b0dde33b,38.9493000000,-95.0847000000,WGS84,,,,,,GEOLocate
,252b88fd-3dd6-4a83-984e-14d5f95129e4,37.5227000000,-95.2236000000,WGS84,,,,,,GEOLocate
,0e5cbbce-be86-474b-8a70-362c7456cdd7,36.8953018188,-113.9214172363,WGS84,,,,,,GEOLocate
,576b04f7-ea0e-4582-b98c-86a8f9a9a305,37.5227000000,-95.2236000000,WGS84,,,,,,GEOLocate
,c85ddc03-23af-45a4-b96b-c25eb8b10a33,41.2944450000,-70.0361100000,WGS84,,,,,,GEOLocate
4150d036-a0b8-11ed-803c-6c2b597b15e2,a45b232b-6210-4f71-ae56-369aebd1d2a4,21.2318400000,-86.7314400000,WGS84,301.0000000000,,"Bentley, Andrew C",09/26/2018,,GEOLocate
,93348498-204e-47ba-a949-66a49745f9e3,43.2631111145,-100.9180526733,WGS84,,,,,,GEOLocate
41508182-a0b8-11ed-803c-6c2b597b15e2,614b6e62-6311-4585-bac3-a708c57fe8ee,51.1766800000,-93.7892060000,WGS84,3036.0000000000,,"Vanderwel, Michelle ",,,GEOLocate
41507d9e-a0b8-11ed-803c-6c2b597b15e2,b394e865-14d4-4988-9947-779acc8d09ae,52.0383500000,-94.3000910000,WGS84,44270.0000000000,,"Vanderwel, Michelle ",,,GEOLocate
41507dff-a0b8-11ed-803c-6c2b597b15e2,c92484ef-258f-4024-88fa-90baaaaa2956,52.0103150000,-94.9733110000,WGS84,1003.0000000000,,"Vanderwel, Michelle ",,,GEOLocate
4150ab5a-a0b8-11ed-803c-6c2b597b15e2,e1a778ad-06bf-4ddb-b024-6e808346b44d,52.1159510000,-94.7213120000,WGS84,186340.0000000000,,"Vinsel, Rachel ",,,GEOLocate
4150ad99-a0b8-11ed-803c-6c2b597b15e2,5d9a0b80-33c3-4ef1-8c57-8bbbb7c90658,54.7800130000,-97.4728670000,WGS84,53033.0000000000,,"Vinsel, Rachel ",,,GEOLocate
41509179-a0b8-11ed-803c-6c2b597b15e2,7d16f345-2080-4819-9760-8d8cf7ce09dd,51.2800930000,-93.8370990000,WGS84,11232.0000000000,,"Vanderwel, Michelle ",,,GEOLocate
4150b2f2-a0b8-11ed-803c-6c2b597b15e2,8592384d-f312-42aa-a37e-c6ddf9fd9ad0,54.3623930000,-98.8221010000,WGS84,67687.0000000000,,"Vinsel, Rachel ",,,GEOLocate
4150b191-a0b8-11ed-803c-6c2b597b15e2,61e914a8-2f62-4a55-b84a-60436b69c89d,54.3623930000,-98.8221010000,WGS84,67687.0000000000,,"Vinsel, Rachel ",,,GEOLocate
4150970e-a0b8-11ed-803c-6c2b597b15e2,a8fd47db-2d4e-417b-9699-796a942662e6,51.4022440000,-93.7381020000,WGS84,9264.0000000000,,"Vanderwel, Michelle ",,,GEOLocate
4150873d-a0b8-11ed-803c-6c2b597b15e2,196d044b-bf45-43d8-871f-278b613fd281,51.6249940000,-93.9965750000,WGS84,12864.0000000000,,"Vanderwel, Michelle ",,,GEOLocate
41507eca-a0b8-11ed-803c-6c2b597b15e2,3872378e-e1b6-40e8-9bef-171316330d00,51.8368250000,-94.0401690000,WGS84,1330.0000000000,,"Vanderwel, Michelle ",,,GEOLocate
,f297977a-b7e2-4760-947f-29b651e47216,28.3445390000,-105.4074690000,WGS84,,,,,,GEOLocate
414fa977-a0b8-11ed-803c-6c2b597b15e2,b54a1828-8dea-4f20-8591-edf571cc2f95,28.2049330000,-101.5017480000,WGS84,8209.0000000000,,"Casarez, Melissa ",,,GEOLocate
414fceb5-a0b8-11ed-803c-6c2b597b15e2,8f8e9e39-44d8-4a06-ba3f-0cc88de6403c,27.4920010000,-100.6535580000,WGS84,8955.0000000000,,"Casarez, Melissa ",,,GEOLocate
,f6e82631-2afa-489d-b51d-27fb5081d949,,,WGS84,,,,,,
414f0b42-a0b8-11ed-803c-6c2b597b15e2,3468a923-e39e-42cb-816a-adb12fe02896,27.8076440000,-109.8935540000,WGS84,1661.0000000000,,"Benito, Lorenzo ",,,GEOLocate
414f3cac-a0b8-11ed-803c-6c2b597b15e2,8d03fbb7-521d-426b-a578-48f01470f164,26.9948480000,-108.8042810000,WGS84,5435.0000000000,,"Benito, Lorenzo ",,,GEOLocate
4150d4e7-a0b8-11ed-803c-6c2b597b15e2,4487cabf-d764-4c6a-8be7-c7470fde747e,29.2008900000,-103.6058200000,WGS84,1015.0000000000,,"Bentley, Andrew C",07/31/2019,,GEOLocate
41502194-a0b8-11ed-803c-6c2b597b15e2,8b37f19f-47b0-4caa-8909-292ee6d9eb9e,29.5675730000,-104.4470090000,WGS84,2227.0000000000,,"Casarez, Melissa ",,,GEOLocate
41502ee0-a0b8-11ed-803c-6c2b597b15e2,ce8f7fb9-ee64-4454-8957-d4e697dd0320,28.3367500000,-105.4191510000,WGS84,750.0000000000,,"Casarez, Melissa ",,,GEOLocate
,a37fd05b-146f-49cb-a025-a8bc06ae74ea,,,WGS84,,,,,,
414f9176-a0b8-11ed-803c-6c2b597b15e2,9c4e3d40-c0d1-4c07-bd41-b140c17d6868,28.3465940000,-105.4107180000,WGS84,90.0000000000,,"Casarez, Melissa ",,,GEOLocate
41502b52-a0b8-11ed-803c-6c2b597b15e2,a9a7e9e2-acb2-4a97-a868-56b30e373796,28.4462220000,-107.4570950000,WGS84,1609.0000000000,,"Casarez, Melissa ",,,GEOLocate
414f9bd0-a0b8-11ed-803c-6c2b597b15e2,151abead-3c2a-4ea7-82aa-c4f6e17e5b06,28.7193340000,-108.0656500000,WGS84,1670.0000000000,,"Casarez, Melissa ",,,GEOLocate
,6b93be8e-c2d5-4595-9f0a-bdb5f2fb594e,37.0413894653,-94.6366271973,WGS84,,,,,,GEOLocate
,285564f7-3b47-4800-85ca-c62483327d0d,,,WGS84,,,,,,
,cfd272fd-3c8c-49d1-aad0-9fba077d2878,,,WGS84,,,,,,
,b2576b83-1691-4d5e-84d6-280782ba7e64,,,WGS84,,,,,,
,91dd81bf-756c-47c5-9e56-95661c342310,,,WGS84,,,,,,
,baa4f07d-d7f8-4fe9-9194-aa0665d40544,,,WGS84,,,,,,
,cb403e87-e195-4c77-ad4b-fde2f103ed42,,,WGS84,,,,,,
414ecd6a-a0b8-11ed-803c-6c2b597b15e2,eabaeb37-ad71-4620-ac6a-faf8416a6028,13.2479150000,-86.4018880000,WGS84,12396.0000000000,,"Benito, Lorenzo ",,,GEOLocate
,d7021937-e072-4cf9-ad6d-6c8f78e45707,39.5186996460,-118.7614822388,WGS84,,,,,,GEOLocate
414ecdbf-a0b8-11ed-803c-6c2b597b15e2,67553d53-7613-4948-83ee-0382bbe50e8d,30.9014850000,-110.8001250000,WGS84,3573.0000000000,,"Benito, Lorenzo ",,,GEOLocate
,2d34fe42-72ec-4dea-8bd3-27783038162a,42.8080368042,-98.6561050415,WGS84,,,,,,GEOLocate
,dbd7c17d-880c-453a-a226-02f6bda6931b,39.5111541748,-118.7443923950,WGS84,,,,,,GEOLocate
414f497e-a0b8-11ed-803c-6c2b597b15e2,47f143c2-fba5-4a62-aea7-cc81ea389352,16.3564400000,-95.2853930000,WGS84,5149.0000000000,,"Benito, Lorenzo ",,,GEOLocate
,08ffd13a-4e6f-46c9-baeb-f18c33cb440f,43.0826034546,-101.7141265869,WGS84,,,,,,GEOLocate
,739d6a42-f36f-46a6-996b-7a70d8256daa,41.7544136047,-80.8980941772,WGS84,,,,,,GEOLocate
,76225264-8639-41b0-954c-8f1fe2105657,41.6310691833,-81.2055206299,WGS84,,,,,,GEOLocate
,b941332c-2378-4ff4-b775-b0cd281cd7b2,41.7544136047,-80.8980941772,WGS84,,,,,,GEOLocate
,63d783a5-02e6-4882-946a-323570c15418,41.5177192688,-81.4035339355,WGS84,,,,,,GEOLocate
,5f10e134-af83-4213-bd44-d456608b9a0e,41.7461585999,-81.3131408691,WGS84,,,,,,GEOLocate
,371c6c3d-4ebc-44b9-970d-4e51b8cc4b47,41.4655876160,-81.8161315918,WGS84,,,,,,GEOLocate
,3a77c3af-228c-44b3-9b84-8209c192886d,41.7329826355,-81.3108062744,WGS84,,,,,,GEOLocate
,57034762-70b0-4e29-a8a6-a5a0037039c2,41.5052986145,-80.3592529297,WGS84,,,,,,GEOLocate
,6f8e164e-343f-4a7b-aa8b-d672ff5357bd,39.6146545410,-100.0019760132,WGS84,,,,,,GEOLocate
,61b6e9b0-ed72-4927-8dbc-668adb680adb,39.6180000000,-99.8051000000,WGS84,,,,,,GEOLocate
,b7e6b0b4-ca00-4b48-a1ed-1c9f7b789b00,37.1297000000,-101.9343000000,WGS84,,,,,,GEOLocate
,83959f9f-df05-402d-92be-9a64cea1bee5,39.5667076111,-97.7130203247,WGS84,,,,,,GEOLocate
,8fccb045-83cd-4d26-94a3-693115019ed9,39.5665473938,-97.2084274292,WGS84,,,,,,GEOLocate
,db8ebca2-40cf-4053-b9f9-6a45af0707bb,38.9399642944,-101.9632415771,WGS84,,,,,,GEOLocate
,c87cfc08-0c6b-487c-b54c-0d3ef867f75f,39.6717262268,-102.0134429932,WGS84,,,,,,GEOLocate
414f79c7-a0b8-11ed-803c-6c2b597b15e2,f152b7d7-efef-4dd2-b9e3-9988634db8f6,38.3986110000,-96.7304510000,WGS84,4932.0000000000,,"Wichman, Katy ",,,GEOLocate
,7fea040c-8e6d-48ab-ab69-02713467ba35,39.1545000000,-100.7304000000,WGS84,,,,,,GEOLocate
,559586aa-bc1f-40a5-9c3f-67ccc922f454,31.4272575378,-103.3898468018,WGS84,,,,,,GEOLocate
,1c036870-5267-40fc-b947-36716ee9550e,31.6686058044,-103.6263656616,WGS84,,,,,,GEOLocate
,8211a86f-f22e-4f3c-af68-3e2138712733,36.7825279236,-88.8635940552,WGS84,,,,,,GEOLocate
,58f5f413-6b1d-4fce-bf30-b1e921e09633,33.0995380000,-86.0092710000,WGS84,,,,,,GEOLocate
,8b8190cc-f1cf-4e1d-b11f-d246c3bf40b7,33.4080060000,-85.9442370000,WGS84,,,,,,GEOLocate
,6fa694f1-5885-493c-88f5-05dbead542ed,34.4985780000,-88.1165750000,WGS84,,,,,,GEOLocate
,c8edd1eb-e7ca-4b0a-87e9-0bae57a2be13,36.8341102600,-87.8519744873,WGS84,,,,,,GEOLocate
,737e7b28-b938-4d2a-8286-cb91984ae358,,,WGS84,,,,,,
414f0dd3-a0b8-11ed-803c-6c2b597b15e2,77277d20-eec0-4ab2-9414-a2991fdd3d2e,12.1646530000,-83.0506870000,WGS84,2888.0000000000,,"Benito, Lorenzo ",,,GEOLocate
,df2af9f6-d784-49fc-90cc-f2ea9ac5c3a5,28.9559593201,-95.2929306030,WGS84,,,,,,GEOLocate
,8b578ef1-9cca-473c-ad7e-7b1e9ce0bfef,,,WGS84,,,,,,
,a229144d-a1e4-4de4-8b1e-536ff0350fe3,29.0030632019,-95.3278884888,WGS84,,,,,,GEOLocate
414f0435-a0b8-11ed-803c-6c2b597b15e2,b92ff67f-1932-44ee-9c02-edd04a37a714,14.0245060000,-83.3746640000,WGS84,3602.0000000000,,"Benito, Lorenzo ",,,GEOLocate
414f4283-a0b8-11ed-803c-6c2b597b15e2,250d3554-1542-4958-9872-6060817e7c77,11.6480250000,-86.3548710000,WGS84,17643.0000000000,,"Benito, Lorenzo ",,,GEOLocate
414b342b-a0b8-11ed-803c-6c2b597b15e2,2e0a9c41-a500-4d04-a56a-f3bc0e755304,11.9696200000,-86.1145100000,WGS84,1.0000000000,,"Bentley, Andrew C",02/21/2014,,GEOLocate
414f45c0-a0b8-11ed-803c-6c2b597b15e2,a8d97903-c97a-40b4-80d7-e71b306dc3e7,12.8429090000,-87.1550170000,WGS84,34035.0000000000,,"Benito, Lorenzo ",,,GEOLocate
,08623069-8525-4f64-ab58-8fe08910e527,12.2500000000,-86.3500000000,WGS84,,,,,,GEOLocate
414f340c-a0b8-11ed-803c-6c2b597b15e2,29edaa1c-192c-438a-b92c-5c2d23b817b9,12.3799970000,-87.0455210000,WGS84,2019.0000000000,,"Benito, Lorenzo ",,,GEOLocate
414f060b-a0b8-11ed-803c-6c2b597b15e2,065ed8c4-2325-486c-b753-6bc7741f243e,12.1646530000,-83.0506870000,WGS84,2888.0000000000,,"Benito, Lorenzo ",,,GEOLocate
414f1103-a0b8-11ed-803c-6c2b597b15e2,f00865eb-f422-4cd9-8778-9bed19558176,12.5629980000,-86.6226630000,WGS84,62449.0000000000,,"Benito, Lorenzo ",,,Provided georef
414f5475-a0b8-11ed-803c-6c2b597b15e2,1b9b69d3-8380-4a63-b6f4-bf023081d686,10.8838470000,-84.2409530000,WGS84,64889.0000000000,,"Benito, Lorenzo ",,,GEOLocate
414f1e98-a0b8-11ed-803c-6c2b597b15e2,20d69575-c919-48d1-8e97-d5d3494c5084,11.6284410000,-85.7296500000,WGS84,22264.0000000000,,"Benito, Lorenzo ",,,GEOLocate
,1e29f661-4851-4df3-877b-643b3a408134,28.9392147064,-95.2910156250,WGS84,,,,,,GEOLocate
,0f39e7f3-61a3-49eb-bc15-7ed2d844e5d6,28.9920425415,-95.2502899170,WGS84,,,,,,GEOLocate
,2dedaef5-84a9-4dbd-956c-05b62cd07a4d,37.5836000000,-96.9979000000,WGS84,,,,,,GEOLocate
,139989cd-f8e6-41de-996a-bb574b193f93,37.2924000000,-97.1417000000,WGS84,,,,,,GEOLocate
,eb6671e5-6dba-4228-807d-8098de3fa186,37.8332000000,-96.8151000000,WGS84,,,,,,GEOLocate
,a7e29e8e-496c-4f8b-8b8a-2fa1d4706c77,28.1278400421,-96.9912643433,WGS84,,,,,,GEOLocate
,2a2c8764-f676-45bd-8893-6244b6ffbcfd,18.3186090000,-64.7233280000,WGS84,,,,,,GEOLocate
,d79e5f98-85f3-4064-ae53-20d26d98c09d,48.0682830811,-122.2869796753,WGS84,,,,,,GEOLocate
,75845317-be3f-4668-aef0-4ffe9917f437,39.1580429077,-94.6241989136,WGS84,,,,,,GEOLocate
,67b8e868-b91c-425e-a241-82a671aaaede,39.1818733215,-94.6666336060,WGS84,,,,,,GEOLocate
,8b792175-1aaf-47af-9bf4-d0715c28faca,39.1960601807,-94.7212448120,WGS84,,,,,,GEOLocate
4150b8a5-a0b8-11ed-803c-6c2b597b15e2,f84c9917-d478-4a7e-87be-b9618f2c5371,36.0970040000,-83.0507150000,WGS84,90.0000000000,,"Vinsel, Rachel ",,,GEOLocate
,9d7b1284-2d7d-4550-9323-7c65ec0e7cf9,35.7393493652,-83.5239257813,WGS84,,,,,,GEOLocate
,c3f6c226-8e6b-4360-aabc-7fd5e85bdeee,35.7631416321,-83.4001922607,WGS84,,,,,,GEOLocate
4150b92e-a0b8-11ed-803c-6c2b597b15e2,cbdec39b-4d05-414c-9388-13a6e413c413,36.0970040000,-83.0507150000,WGS84,90.0000000000,,"Vinsel, Rachel ",,,GEOLocate
,b130e97b-e67e-4a6f-acef-4dd14b7b4c23,35.6523399353,-92.3198394775,WGS84,,,,,,GEOLocate
,e85cdf56-c3cb-4050-971f-d34a507c43a2,35.9788208008,-92.4815979004,WGS84,,,,,,GEOLocate
,7e24969a-e3c2-4c50-b040-d35b8bce878b,39.9475402832,-96.1828308105,WGS84,,,,,,GEOLocate
,baf7e5fc-ffa1-42fc-a64d-87c9d033846c,39.9643000000,-96.2114000000,WGS84,,,,,,GEOLocate
,e250c2c2-b0f7-467e-994e-b5dce9f45a43,35.9861400000,-91.2823710000,WGS84,,,,,,GEOLocate
,83871691-4e8b-4a7f-8415-55e373284a1e,36.2408530000,-90.1349860000,WGS84,,,,,,GEOLocate
,d9836d1f-88e9-408a-b516-5e51e1a47c28,39.0290412903,-93.3694229126,WGS84,,,,,,GEOLocate
,d1de658c-2856-4d76-bb90-fdb06e17bd39,38.9639000000,-95.4552000000,WGS84,,,,,,GEOLocate
,6bb2fbd3-bc64-4601-86f4-877bf897b0dc,39.4853000000,-95.2449000000,WGS84,,,,,,GEOLocate
,0929583f-6a4b-454b-be6b-e6c272071835,38.2489000000,-95.2349000000,WGS84,,,,,,GEOLocate
,fdfcdaaa-ea3d-45ba-a699-6395fbba75a7,38.6291000000,-95.1650000000,WGS84,,,,,,GEOLocate
,3be476b7-763c-4764-b016-bb284706553f,-34.9000015259,-57.7830543518,WGS84,,,,,,Alexandria DLG
,9b81ed9d-82d7-49e8-8385-09eaa9f993a1,-34.8163871765,-57.9833335876,WGS84,,,,,,Alexandria DLG
,0971c636-6363-495e-b3f3-ff7c820f288e,38.9493000000,-96.3813000000,WGS84,,,,,,GEOLocate
,18af87f3-3d43-4e9e-a48e-9ee46ea2bfc4,39.7612915039,-94.9152908325,WGS84,,,,,,GEOLocate
,8c0c0faa-41c3-40e9-996f-690fa895a27f,48.8667000000,-123.7167000000,WGS84,,,,,,GEOLocate
,a896efe8-0605-45fb-965e-d5a763cc20fc,48.8667000000,-123.7167000000,WGS84,,,,,,GEOLocate
,f5b6f11d-17ae-448d-a337-518b19efa182,48.8667000000,-123.7167000000,WGS84,,,,,,GEOLocate
,000aedef-e585-4312-be55-b8f78a140836,48.8667000000,-123.7167000000,WGS84,,,,,,GEOLocate
41500605-a0b8-11ed-803c-6c2b597b15e2,19c3ff0d-aedc-4142-a78b-69ff765a00d9,50.0298870000,-125.2578610000,WGS84,1606.0000000000,,"Wichman, Katy ",,,GEOLocate
,ac68f640-5a12-4a43-a7a0-582cbaac206b,37.3214000000,-95.6831000000,WGS84,,,,,,GEOLocate
,986e3115-d107-4780-acc2-3049469f0e65,36.9969000000,-95.5856000000,WGS84,,,,,,GEOLocate
,54e9fbd5-e417-486d-b396-da4501cbe5f4,37.8586000000,-94.6305000000,WGS84,,,,,,GEOLocate
,eba06174-6ee5-4475-ae9d-af20c5ae497a,37.7576000000,-97.3442000000,WGS84,,,,,,GEOLocate
,30d95fd8-9c81-4d9b-9fdb-338b934e1259,37.0155000000,-100.4952000000,WGS84,,,,,,GEOLocate
,dce10f28-d045-4e23-903a-0518ed399c62,37.2778000000,-98.4650000000,WGS84,,,,,,GEOLocate
,e7d4c6ad-691a-4c21-92a5-b36048f3f747,37.2346191406,-98.5521469116,WGS84,,,,,,GEOLocate
,3a9f7303-0d04-4ee1-827f-8e430fe3b3da,37.2545814514,-98.5883941650,WGS84,,,,,,GEOLocate
,511fee61-64b5-4220-90e1-956545c8d309,38.6146000000,-95.1835000000,WGS84,,,,,,GEOLocate
,a6cd8384-6e95-47c4-ad75-3d95c5878d8a,39.9947000000,-97.9221000000,WGS84,,,,,,GEOLocate
,10f35072-3497-4623-9645-7a68e2e008df,37.2454910278,-94.5664978027,WGS84,,,,,,GEOLocate
,e857284b-c861-4c35-b45d-b0d0faf02091,37.2925000000,-95.9187000000,WGS84,,,,,,GEOLocate
,1cf8e9f6-51d6-412a-b890-87b09cde71f5,37.7859000000,-96.2255000000,WGS84,,,,,,GEOLocate
,f3c853a4-df2c-48cd-ad94-ce4ba4e3b7b9,37.7566000000,-96.1891000000,WGS84,,,,,,GEOLocate
,bff01b97-580e-412b-8bd3-e78755190943,37.6250000000,-95.3876000000,WGS84,,,,,,GEOLocate
,fa4999fd-2f73-426c-a8f5-17dc752651ae,38.8642000000,-97.5483000000,WGS84,,,,,,GEOLocate
,fe968aa3-6c16-4378-b7e7-1c6130a1b69d,36.9969000000,-95.5856000000,WGS84,,,,,,GEOLocate
,615043c6-9417-4ac4-b9ed-56e3158e8237,39.5435000000,-95.7287000000,WGS84,,,,,,GEOLocate
,80582455-507d-47c6-a860-70d9ce30994c,39.5580000000,-95.7101000000,WGS84,,,,,,GEOLocate
,148f0744-891b-4cb2-80a9-ef014cec6f1d,39.4708000000,-95.5426000000,WGS84,,,,,,GEOLocate
,02337f5c-b831-4dc1-a83a-d0993be00414,38.9493000000,-94.6587000000,WGS84,,,,,,GEOLocate
,04588b44-7f0a-4033-b8a9-e8a556cc47b5,38.8911000000,-94.8254000000,WGS84,,,,,,GEOLocate
,6eabea5c-2163-4584-b8ed-8bb7a2879a1d,38.2257000000,-96.9431000000,WGS84,,,,,,GEOLocate
,65ee1816-4eba-4500-8f24-6129e9bd3fd6,39.0075000000,-96.2887000000,WGS84,,,,,,GEOLocate
,db2018d3-73ff-4aa6-88a7-3d63ebd60aff,37.0612000000,-95.9912000000,WGS84,,,,,,GEOLocate
,7545f4c4-35a9-477b-a2ad-478dabdce613,37.0034000000,-96.3175000000,WGS84,,,,,,GEOLocate
,325bbcbe-12fc-4ece-ad2d-3d1694a69ac5,37.0259000000,-94.7133000000,WGS84,,,,,,GEOLocate
,fff074c6-b0aa-4414-937f-548f3f40df4b,38.3688000000,-96.1060000000,WGS84,,,,,,GEOLocate
,a5df2900-cf0f-436c-9aca-9b5299ceaa35,38.3688000000,-95.9953000000,WGS84,,,,,,GEOLocate
,0532cb4b-7fa2-4e47-a04c-69fb1b7e1b3d,37.1578330994,-97.0037231445,WGS84,,,,,,GEOLocate
,4a56e23a-db4d-425a-860c-a8eb04f620d8,38.8475000000,-94.6031000000,WGS84,,,,,,GEOLocate
,70fc5bde-967e-4686-9607-ec8d87bd6b8c,37.5836000000,-96.9979000000,WGS84,,,,,,GEOLocate
