"2,123-geocoorddetails.geocoorddetail.text1",location_id,decimal_latitude,decimal_longitude,geodetic_datum,coordinate_uncertainty_in_meters,coordinate_precision,point_radius_spatial_fit,footprint_wkt,footprint_srs,footprint_spatial_fit,georeferenced_by,georeferenced_date,georeference_protocol,georeference_source,georeference_remarks,preferred_spatial_representation
,a6992449-7cb2-430c-baca-8b2f14420d56,39.2202778,-96.7058333,WGS84,,,,,,,,,,GEOLocate,,
,e3f4f1af-4438-4345-afee-a4089cad2b51,37.6938889,-95.1941667,WGS84,,,,,,,,,,GEOLocate,,
,c77e783f-e88e-4f45-882b-50c92d38af4d,37.38583374,-99.69638824,WGS84,,,,,,,,,,Provided georef,,
,6d29f36b-8405-4f3c-8182-1b44f6e4ec1b,36.9210014,-121.8696976,WGS84,,,,,,,,,,GEOLocate,,
,eec892ea-9e6a-48bc-82ae-df799f9534ee,36.2758333,-81.9905556,WGS84,,,,,,,,,,GEOLocate,,
,cfbba880-626b-4fee-ad7e-74541c7c4a24,33.5849991,-118.0270004,WGS84,,,,,,,,,,GEOLocate,,
,ca76a995-8385-46b9-ab66-c6b8d1c8276f,28.15911111,81.75775,WGS84,,,,,,,,,,Provided georef,,
,510cb862-0a41-498a-a75c-a1cb40190037,-27.01666641,32.31666565,WGS84,,,,,,,,,,Provided georef,,
,fe54ffc7-f2ae-47d8-8017-5435529cc84f,-18.1483333,178.3985,WGS84,,,,,,,,,,GEOLocate,,
,3f8abdec-8f87-4ff3-9333-8285ea63dae6,33.6166992,-118.0114975,WGS84,,,,,,,,,,GEOLocate,,
,655b8058-9ee8-4ee3-ad15-37a53a92f23a,-61.4166985,-58.1166992,WGS84,,,,,,,,,,GEOLocate,,
,4ac2cd38-4023-4d53-a4a6-fc41220d5f42,34.1069984,-119.1596985,WGS84,,,,,,,,,,GEOLocate,,
,9a7477cd-8d4b-4cb6-957c-f5da4458e193,43.2827778,-70.9727778,WGS84,,,,,,,,,,GEOLocate,,
,2b85f7ca-8143-4d5b-9f1b-89bda0fd8db1,29.9497,48.5731,WGS84,,,,,,,,,,GEOLocate,,
,2cca6f46-b1e1-4084-8c4e-930bf174478c,39.05416489,-96.77722168,WGS84,,,,,,,,,,Provided georef,,
,67bbe0fa-81ad-4c68-8ca1-4bff8a029426,27.9566667,-96.7328333,WGS84,,,,,,,,,,GEOLocate,,
,ce070377-fdbd-46d5-8208-965eb9636764,27.87968,-101.25838,WGS84,,,,,,,,,,GEOLocate,,
,06991ffb-100c-4ab2-b056-8f4c05d15c66,35.1833,-75.3833008,WGS84,,,,,,,,,,GEOLocate,,
414f757f-a0b8-11ed-803c-6c2b597b15e2,e1a7f4d3-48c7-488b-9e4e-e4797d0de009,30.621638,-106.874302,WGS84,144,,,,,,"Casarez, Melissa ",,,GEOLocate,,
,06241bc9-9cc5-4b57-8a2f-bc3fcc799115,29.03333,-100.71639,WGS84,,,,,,,,,,GEOLocate,,
,dd66d593-3cba-48f7-b689-8bb02e14c0e9,39.1857315,-96.4285943,WGS84,,,,,,,,,,GEOLocate,,
,88656181-b35c-4fee-8a09-908cf06096f0,16.75,-87.7667,WGS84,,,,,,,,,,GEOLocate,,
