"georreference_id"	"location_id"	"decimal_latitude"	"decimal_longitude"	"geodetic_datum"	"coordinate_uncertainty_in_meters"	"coordinate_precision"	"point_radius_spacial_fit"	"footprint_wkt"	"footprint_srs"	"footprint_spatial_fit"	"georreferenced_by"	"georreference_date"	"georreference_protocol"	"georreference_sources"	"georreference_remarks"	"preferred_spatial_representation"
"3d0edd75d4762d911e73739043084334"	ae1198530b5f948fff0d613d1514d7c6	16.46083	-97.5275	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"9b2cca33e820f20e54cb95903866c331"	"0a06c09b6dd9a4606b4eb6d60ab188f0"	17.3108297	-92.96083	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"83182127eb6a02cd2344f2362a5ec871"	"04bb4ea012a83380eb1525ba6e3338ae"	23.9899997	-103.4599997	WGS84	70.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
d7aaeba9414a063a0b9d138ac0c2d79c	"5a1c1b6285f0c59d0fdb2ea889e905fe"	17.8736111	-96.0225	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"3e9a31f93d4fafdc269ac7ddf91dfb9d"	b9f3c981a2a0cae0a5f368064b59dea7	25.2088888	-106.5716666	WGS84	50.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
bbf0e65522efe86f6b63fb875a91f33e	"5c0e0af3c994648fd9e8f550500d0dc0"	28.70917	-107.9002797	WGS84	60.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"83eaf5a5d09938740174b095e98591e5"	"7aa02fc58804e600b1a70dddca87d7e6"	20.5088897	-103.1705597	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"8d437f2afde1297ab98a054df3e86ae0"	"344441cee5fed6605eb38e533ab55d1c"	18.2333333	-96.8302777	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"1e3996dcd763cdfdcefb604eb55d75ad"	"257fd9869bf6a4e59e2337d37c99fb2f"	16.82139	-96.78139	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
b51c34d9d6b92e9d1f636c2d8ef14c6e	df1fe7efe12795a4042cfb64b87f117c	19.30917	-101.77611	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
db63ebddc7d95f2448573311aa7ec2f8	"47bb4d356ca2b4b15a4247e8d90db778"	19.7319391	-89.9671752	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"5093a2a80743ceada54d89bd41c5735f"	dd0aa187876f7c1e32500ecb1e77c032	20.0814597	-100.48936	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
a825ce10d79147dec13ac9a9bce4fadf	"9a4348dba0d845746ace48b67ef403a1"	20.9066694	-103.8280561	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"989ded8b6c16945c36d8a11fdfc87e0e"	"26beef6bf022591ccfc27cc2557c9ec1"	16.9280597	-92.13889	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"4a16fe1472cee58347520874c5a641b8"	fa5755daab093850b2d4d5681647359a	17.1922197	-92.87111	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"9e224676ffc6bdcf3d667df6e704eb0d"	c4338ab20cee306bdfe5bee77e451920	16.5522197	-92.7622197	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
f26cd5fc58a3cdff15c02863159f9cdc	f772dbf5e5d0ddd2305b34c6e439a2eb	16.8441697	-92.71083	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
e5f10634306a1b9298ef54b004ea38b7	dbc5ca87bec3a7a24fe723ba9977d20a	16.225	-97.26944	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"16af5ef7990f2da9a99f506f1bcbffab"	"1c05076159a28b010c8858981d4bab9c"	16.2152797	-93.9427797	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
aa596b03cd6138ac4532699dc12bd6bf	ca537a6eba61ed18a6522582c2d280c1	21.8441697	-105.2275	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"7ad4a7d824fac5f4c948fb007425865b"	e0d9fd326997a62695961336b93fb1d9	19.67066	-98.9981997	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"8b719222ecaad765a00b5a6735e984bb"	"2633f99d8934a965848970c1b9af63d0"	20.2011111	-101.0413888	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
ce97c5875076117b629cfbf16bb9e2af	"68110afc5b7febd09c0fd76fcf20be94"	21.2549997	-104.6461097	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"68fb88f06c1b2d2b99f5258610a2f232"	"5b5ca6500ed14e484c3af20624ff4c79"	19.1213888	-97.0847222	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
e6304f8d6b0a707260af6bed8086ed33	"1697b8db6fbe3d824df5f45d0aebaca8"	18.7361111	-102.7875	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"0d07cb2c8259e4d112312a37e3dd960e"	"1279e61ad9d44b65916fd2008170af87"	15.455	-92.1580555	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"9d0236b7d89cf64569870ead61256bc4"	"3534ed44edaf024a2331ea1b48a89a97"	19.1403405	-103.5050963	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
fcc3ff809f1fccf51ff10809e11e9041	cb9fac5ec0b07b28dd9a5041a96e0db5	20.6097222	-104.2408333	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"73897b62350ff3db60f21edb90143d94"	"8e6ac37e8f0fe3862d552009ad6e5ff4"	19.77083	-104.3694397	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"7c8c09c26b2aaaa8f5320d5aff247882"	"4688430749386f241c2257cc1f26736a"	29.0047197	-110.1391697	WGS84	60.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"8235de5b2940aac03becc5ee3c42e279"	"36159a6bbcc0cd3ee8376370a0cdcd0f"	16.53056	-97.52361	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"5d90261e213735e062a6fedbdc6be33f"	ac7d747395f711714f05e0f0893e06f9	19.32028	-103.76	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
f59a24aefff966a4e29d1d270114b36b	d09faa347e10bb61506beac50ca7eeb2	20.48139	-97.4599988	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"2022d5236f448077a46d8de0a55891e7"	"69fa5906291681e257ca5763a2f8346d"	18.8999997	-100.7372197	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"9ed3bc1549cd8603de1d32154993c2da"	"3a772cb9143c956e837a041abf116813"	18.1172222	-102.2791666	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
f53d99bbd5dd23d14afc8e0e18409ac4	c2651e54938ce88da1f36f6c36b61e66	19.55936	-97.6189497	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"183709ee2338cb03eb36c6ebf02f5cd1"	dd3f56d6d931eb9c2e350e89d5899dcd	20.3941697	-100.2941697	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"844364d1a8cdde4ba39678919bc04947"	"03fd341f09864e25419c9418c87dce05"	23.77083	-104.44444	WGS84	70.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
b20111e3d1c46168a693992d100ab1dc	fc1298cae3bf96365689b6b865ddfc5f	16.6294444	-93.0916666	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"58fe8353d39b656d98aef9b925ffd264"	"9a3444bc2872a50b6da7730e1a5a6d3a"	20.4347197	-103.9305597	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"7a23ca1edd3b766af1bbe23eb4e42d0d"	"53a92c28cccfe512fec1835fdecbe7fc"	16.9288897	-96.6041697	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
df7f7c135fd295a3a02ba246ed28c31a	b9ec4b11412dafb26f0667f440333da7	19.0136097	-98.40111	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
f1ff703227132987ac1d68361bec2cc4	"84b95f5c082bdda9bcafca8fa07fb66d"	17.7825	-96.7972222	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"12e3b856b0ba4e51b2cc276378ef90f6"	d5c4fed8a0a1531cb477ec918e7a25e6	28.1833097	-108.02843	WGS84	60.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
d42a632a8a749283c682df78c7dfe830	"5eb33cc7159306da2ad5b3fe9f5fb4e1"	16.72417	-92.25028	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
e5f10634306a1b9298ef54b004ea38b7	f7eae5b6e32e1d6b82878297ec1c1022	16.225	-97.26944	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"584ca1609f85689ffc2955205e0bc0a5"	d52903448f1cdc9359c24ba7e4140805	27.36742	-107.6016997	WGS84	60.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"7d2a8c5f592196707baaccefa7b69693"	"39ed7f7123354f18316e1018016f5379"	18.97972	-97.78194	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"6b671e71b7fb5846f2b902922bf95054"	"306fbe8656c6a196e58c91e23f305c8b"	17.76472	-95.75722	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"1642594871828e3a8bc5f4f578fe978e"	d415835a5d6df1ec10ee370d1af0894b	19.7027777	-103.4625	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"13f7d4c9695ff47814a2b3f672f0b6cd"	"47e712287c070695142539a0ce180c15"	18.2069397	-96.9113897	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"60cbc93cc905e56bdc3a1d53c883b824"	"147f1e54cf5eed3cf0cd3bac405a493e"	19.96083	-103.6941697	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
fde67a9556f0432f4c22313590b88c53	"92b6e64260861e6f782268730a8f4e8c"	19.2977797	-99.5394397	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
a059cad61e36b207e2012f9ede698982	"0e1423f17d9605252f431e6d6dfb70a7"	16.8158297	-92.37111	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"89f91639ed0126f8f543589db8f77cc4"	b6cd60cc2ed792ece2d328982ee44a61	17.09306	-95.85472	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"04fbca4bc62c085201f557f33adbe549"	"5f6fd03f635b953cded9cb91ec3573ef"	15.5569444	-92.3225	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
d5928c21784ead3d15be594211d0e09c	"68d963d59647d8e35b7cef0f20fc3ae8"	17.0255597	-96.0799997	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"5daecaf7ab5ce2089aee6537f8156b2f"	"561ca8794724a95e076937869026ba78"	22.40944	-100.7133297	WGS84	70.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
c089e1960586cb65c191edbbef76f123	"10d7700846181cb5c1bfd1aff5977d9b"	17.8416666	-96.8805555	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"2688f35216bf68a6479f1ae7ffb93295"	d2e17dfb6d5b50039c6f617799a07014	16.7552794	-93.3094405	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
e41fa87a7cbe23731b3a18439d4147c4	"832616d309985103a5cd7c19166e018d"	19.67444	-101.1841697	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"1dce77d6bd8651aa8ecc7a9529681dfd"	a80af788ff6939b8c3b301023a7e4386	16.9208297	-96.76389	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"088ce377cf1368212ad609dd70d08fb4"	ef3714e7b352e71003321b4a237f760c	14.8038897	-92.25028	WGS84	110.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"83eaf5a5d09938740174b095e98591e5"	e9c26fabe5313df293f3411a03e3953f	20.5088897	-103.1705597	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"0d3776238ebfeecfc2e487ce69916d54"	"76663182fb16ab45454bbf9f324f84cc"	20.0003611	-98.1973611	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"954ed0da096f7908be1525f8dc911390"	fa5b91322f40f0db9da3c0fc373e5a60	19.1537	-97.6523497	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"01968631a1931dae376c32d0ac05f029"	"89059ec159f4ec2378f7ba67261352a3"	18.8977777	-97.3261111	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"36cff73f9511709baa0037613340a0b6"	"8b3cf291fd832b8a9af5e22034735599"	28.11194	-108.07778	WGS84	60.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"2039d06e4d11b02c132c5bd5a0182d9d"	"797dfd3538a8130b4ec78c6131f35ab1"	20.59778	-100.4475	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"38880d52c163666e740bce823314dc03"	f77eb2318977ee502b493df357be1343	15.3608297	-92.7608297	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"92bebd56779699abd5c02114c172f026"	"99fd262aeb50cf081356f00fd46cf50c"	22.93333	-101.09278	WGS84	70.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"52c8f14639c0b7f7fa2f5ce6fe50ac71"	aaf04fa0b12bf12cff36e27d43ad2752	16.5547222	-93.0052777	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"4fdd1fa332961f881cca9441c5c6763f"	"4864f8dc008ba4302167153eccfecde7"	19.10778	-102.415	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"11500c5fde04a56682e4b5bc30ade037"	a7cb430e305b2651cfd7c251456c365d	16.695	-93.7216666	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"66531ccef7e264cd3ec23b66958effc0"	a537ed2c4c85c88d89d01149ae36f355	16.2774997	-90.8774997	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"0bc95dad3582a1c5c4b296090268fe04"	"41780cf2ca94615c7bf4b42e4be3524c"	16.3775	-92.39417	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
ea0334f304a4ec23aa0f64199e05b56c	fec328e9adb0a01182f14b09ab952567	29.45306	-108.06139	WGS84	60.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"083f7a8a7bcb5df6481c2d79dd392245"	e394234ff571896e1b45e58b40572a95	20.954	-101.36636	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"723070baa2c6e382deb4a3fe8c7a71a1"	"8a2b1c78c7cbb42b376ffbc6380ea5f0"	19.3901197	-97.97677	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
c3d14c72e829d1a4cbd81af11775d834	"428a3dded6b914afc358d03e6c9ac9f9"	25.5183333	-101.3891666	WGS84	50.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"62b04e7dcce2568ae885df12e06447ca"	"48da55426b61d551498f471c3f24ba36"	17.6733333	-98.6027777	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
a8da2557cabfa4c3ef6f62509101c099	bb7bf87d86294625b0ac5a000b5930be	19.0049997	-97.8619997	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"894930c8b8541e78bae5af1feab4f737"	"3445f0549d7c17b850afa0ff84810fe2"	16.48611	-92.57083	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"828b8f64d6b87c5b48efc3f828ac38f1"	"6aaf049fef7b258916e92fca231c97fb"	16.73778	-92.48278	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"291b519b860454ecae84a4c6ad608fbf"	"12ae969ce3c9efd8571b06d3aeceeee0"	18.92443	-98.0602997	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
b85e4eb47415e7b93d89aee06e49e17f	"1c39908ff5e0683cbce01b20be8d11e5"	16.67583	-92.48833	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
fe3b730aa8402bcdf8686db6b7fe8bbf	"2d990bd8617a74665df710970c0be9ab"	20.4291697	-97.38083	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"1a1c4d22353d331467cd703560d33941"	"106f6d374103c8d19383d8b2412467a3"	30.5775	-111.14417	WGS84	70.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"945c9d014eca1acab3c93c70f035ab5c"	f1e801c2e6d0c340f90c38fdd7d8868f	24.3941697	-105.16083	WGS84	50.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"944a33f24fe1226fbc59192284b89dd0"	a586f9896610d7bad8ebdf924d8b0991	15.9166697	-92.1666597	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"2862e7c1d2abff97315fb6fba1581661"	"5aeecb8b090f5f1a0a629c20d80e4dde"	23.1507394	-98.8565519	WGS84	70.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"9f77ccf6d7496854d5a0baaaffa0af65"	"60c336d7212fc9f29f25df05fd6f8e8b"	16.9005555	-96.5008333	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"381a06e54dc494aa823c54e066c78492"	"77c8ca4607a2e0ca5e913e2e2f37885d"	19.6369444	-98.7972222	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"73d815d7fb8f594f2e0adf3c283c7c9e"	"58cc624f55c2b4dff651f508097eb96a"	21.0338897	-104.3675	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
a6482bcbf790ca9fad4302aa5109eba0	"117a5bfb1c30f2e61af0625f48232785"	28.34361	-109.1736097	WGS84	60.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"09350a557ec7010b1f09f4d91d7ec3cb"	"1910009760b97abf167e6de4319fb791"	21.3572222	-97.7347222	WGS84	70.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
e6383f5f17d62307c6e9d8bd53534ed7	"2381cafdd4b877a30c4c4e87bbe90930"	19.63556	-102.4899997	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
f3f01e2b59b59d1395491432a1b047d3	"16993e7ea5600f9a812218f35b55f805"	21.0410197	-101.4962297	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
fbe785be9f05831122c5cef9ff4bd35a	"47f93905a95d2093c2f6cfe6edea87fa"	16.3380555	-92.5638888	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"70d958fefebbc7a227e9a8dd367fdbfe"	ea24f4f648737410669adb6f1d258d3e	19.35	-98.56194	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
f4379443a042e66ee0e5cce5686fb88a	"14fe6a2ea41d23cebf3723735cb376b3"	16.6666666	-93.65	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"72de84a22f7ff0c83895a2222f67f000"	aff63bbc198f59d2aaae3c61dffbc00a	20.6933297	-99.8133297	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
be91a5c6a3242477d2e6464c7ea35fc6	a87c93f358a49b541aeeb61af4523888	16.8280555	-96.6702777	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"4645219d5c5cbdd5a6248270d855dc16"	"8c0997a276dbc05f4a545f6becd5f163"	20.03444	-97.4644397	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"2973a2c0e6211230300254c6c1801b18"	"4785ba340b61487a5bc3d52399a3b92b"	19.5869397	-97.0091697	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
f08df4fad06fba165b644ea94b20cf55	"08f6a448acd76ffb82dccc2088ef7c54"	19.405	-98.048	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"9f7e1f86abe06517600f382a6162d462"	"03f8cfe4b1de24f8ef77544da13bb6a2"	20.11222	-100.18889	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"2255c313d107cc34e26a1a7875f59ee5"	c4006563e7d9b002e565924ef3f85428	17.98611	-96.0999997	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"4b3b961fa018da6157df2cada73d90ed"	"80de0b6d5bc7eb045d1c9c112e042d1e"	16.54417	-97.0108297	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
e4f49e91ec0513435652cbf74ffc5c36	"82fe2cc858e82325946c3db05a5cc6f3"	21.13175	-102.6843497	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"3a83b59cf17e74125598a66b49e467c5"	f90d218ce4548165bab46e35c012ad12	19.36917	-98.5544397	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
f24f8188385c97e970ac64dd41dc707f	"08f3d08d8b3f51e8b27017dbe22eb3be"	18.7389297	-99.02978	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
f2e85505916be502ac7ebab9355c48f5	e38d6091e60f8dd035364e08ab0a7beb	19.5244397	-97.6180597	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
ee60bfd9b54556feef0c6703e0bf4181	"5566b08863bf225f1c3822101a03790b"	19.1277777	-98.7627777	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"87fe7a5e0dd30da253ca350816bbcdb8"	"752b781926747d27f475e7ea75392ac6"	16.5274997	-96.8108297	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"728afea841cb719bab3160bce0bf101b"	"6d8db8b3c40d2bb955e6d70d1d38e654"	20.8394444	-88.5261111	WGS84	70.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"7b8850ba6bdf1eb060774726eb01ada1"	"4c84e6d590c80a938b8a6e682d1e44a6"	22.4441697	-102.2608297	WGS84	70.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
fab5f3226ebcdb60d6fc0749544ea0e6	e0646a08c02579958eac25a44c690d92	21.4844444	-101.5402777	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"8a01254b1eaf0b05ba63817bf1577ecb"	b10fb69badc9dbc5e8e06655ce3befa8	19.3233297	-98.49639	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"05733ee9123034490560619dcc92f2a0"	"894c087ce6bbafb4791717ce0446ada1"	27.91083	-101.5441697	WGS84	50.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"05e9fcc69cb98411b16153931ecf8873"	"4c792af84cdc812c40e0503156eecd0a"	20.92361	-97.55611	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"989ded8b6c16945c36d8a11fdfc87e0e"	e7f057005b24df4b895498fefe5d7d7a	16.9280597	-92.13889	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
a3023b81f811b0d9d102b4b08283713c	b69968d6c26f4d6f593d9e40336cd01d	19.6588888	-98.2275	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
f0addd10288e229b82c5896c15fb3c36	af50b22a347351ef732947513eb30e84	15.9655597	-93.78	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"202576f0ed26959a1934012b6e4c9e4e"	"182e0d57a429a63b7cbabfaff33f18ca"	25.3702197	-99.95431	WGS84	50.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
