"georreference_id"	"location_id"	"decimal_latitude"	"decimal_longitude"	"geodetic_datum"	"coordinate_uncertainty_in_meters"	"coordinate_precision"	"point_radius_spacial_fit"	"footprint_wkt"	"footprint_srs"	"footprint_spatial_fit"	"georreferenced_by"	"georreference_date"	"georreference_protocol"	"georreference_sources"	"georreference_remarks"	"preferred_spatial_representation"
ba6c4e60413f9059e4f7ad3f6bb491d6	f1a4378fde12decf4c90e33eb721539c	25.91139	-105.22417	WGS84	50.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"937ba455ba021843dd295a98cf801db3"	b98d732acab584a889a04da5cbfce68a	16.8108297	-92.5775	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"9335a155892c60411598a6e906c414a4"	"6b46a6c2fcee4f3179092081c93fc05e"	16.50672	-92.3275	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"5ce4b93081b8042018dff44b70b16a0d"	cb0699bd4185b0e41f385110e81e7817	21.155	-97.7674997	WGS84	70.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"1b30717d28042f620a27f8547eda14d2"	a743ab408ef274ee8263e558b5c0ce43	19.23757	-101.68179	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"97770d19d48cd08570075b26b7292525"	"138df5c48e7b988eabd5f95b81fa48d8"	20.9024997	-88.75139	WGS84	70.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"894930c8b8541e78bae5af1feab4f737"	aede411a23d42f95b6f576919b35e6b7	16.48611	-92.57083	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
ac06c40c99697e48eb0b55aba7be3a4c	be81d80152ddaacdf8f3f4e981fb4edc	18.1138888	-96.3847222	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"989ded8b6c16945c36d8a11fdfc87e0e"	"87858a886102eb0b2e33190a192e7eba"	16.9280597	-92.13889	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"2b8d959b3255a9705cfb2400408f7912"	"70636715124c7a22d6e8832bbd08f9ec"	16.7472197	-96.67861	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
a35ee52740213c130a6e55521c2db40e	"80cbc2bac921691ab91e38e0495c9767"	21.3888897	-104.1358297	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"9590a51bb1939f0d53ab5f7a05b3b6c8"	"09db7c7d6c0196cd221bb6f7190a7c0c"	21.39778	-98.2794397	WGS84	70.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"9e224676ffc6bdcf3d667df6e704eb0d"	"7c2f0efa8556e065f24c86481dd85e1f"	16.5522197	-92.7622197	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"33a3fc468584da5e73f5129cc1620365"	"2ab9b07a71ec595e2f5daab3191085d8"	19.1759997	-97.3949997	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"7568c947ff7e62cd7e4a35e6e7ca11fb"	"51823df4363b4bfbd7f233092be2189c"	17.04444	-97.5699997	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"37c3c8e4fc4f763b2360e48ce010588d"	"49ba6f5eb3ef5f9d16032c415e829323"	16.91083	-92.9441697	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"239b37ddb54dfefa65c756525dffe639"	"0851183b922a1d76362dd78fa96cc9f7"	27.5274997	-106.2775	WGS84	60.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"9466c91a4a3d8866284fe549e92d7b99"	"3c0adef6d31dccdc6844c0e371db57d9"	32.0805597	-114.88306	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"470ca4d6e10c235d94a00d08a5238290"	"338dc04292bad788b359ba47e86389f2"	24.8644397	-99.4563897	WGS84	50.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"20621e8a8fa8f7f5d4509d25f87372e6"	"125972c8e07d3f1b990fb9ea2a94709c"	17.6444397	-101.5511097	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
eccec440285430db2ac4ede991e19309	"135213901eab5157348397bf0a346c7d"	16.74417	-97.0441697	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"83eaf5a5d09938740174b095e98591e5"	"86ce8bf6f32d74f24455b7e6d799b1b9"	20.5088897	-103.1705597	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"93536b69186141be6581b12f70d28bbb"	"747e825ac50c1cdb69006bd99f7dac73"	23.7427797	-103.8419397	WGS84	70.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
f229e070ce60f6efdb1afb32c11ea33a	d3771c1e066d7ac613e129e9017eb5e7	21.49417	-101.2441697	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"37ff89d00eb6c6b8715d3b714a21667b"	"7f8e3c50baa0e40a55f5e46df12c52f8"	19.8027797	-98.70139	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"364f35a626e1eacab2619e67525040b8"	e7da768a9fae1db9f878c65cc4a3473a	18.41083	-99.7941697	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
f49437bc81639493ab313da5755e3c3b	"96fe7c1bfbe91e52782e94f8ed84b213"	19.3861097	-104.5188897	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"97219d0debe91536e4c939ed02389bf6"	"94debbfb5f5a055405995ec06616c954"	25.0116697	-105.21111	WGS84	50.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"34067a96e45ca4b73e43b9976777638c"	"2b8ecbf13670ab48f8c48c9550da6444"	18.9972197	-97.0416697	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"8d645d5aa0da0d6fe611e2349c205455"	"6762f62415e842bd223531b09314ee68"	20.97528	-101.4497197	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"14d8d7d9f1acdca8837b0943c08a3320"	da497992ad8e6c1d2955e1087252e627	17.0775	-92.7441697	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
d5928c21784ead3d15be594211d0e09c	b72d29001f2252101b9b1156cafc808a	17.0255597	-96.0799997	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"36003e8e847c02745aefeb6e52d38036"	"40cdcbdfc516c9058289648243ddba21"	27.08583	-105.3952797	WGS84	60.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"023a8a6ed5d3aa4ca5bbf99f6ceef097"	d6d604087da0a65ec1616ffaece5f2a4	19.44472	-103.9888897	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
ceafc07d469d11e8d3a940efe7e591e3	"36aa9a2315c491817ef61831c1e1b11e"	19.52972	-98.7266697	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
f640b8d8ea3fa39dfd606cb6252ba32c	"534f5dd0b49edbf97db062421e17975f"	25.1275	-106.5608297	WGS84	50.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"0c43523285b80f7d2f5c98609dd17507"	efe0da3d920d6c9eb162ada548750ad7	25.44722	-100.79139	WGS84	50.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
c26fb99ab3d01181bcaf14f49159f901	"4a76147375287dd5f5a3e8c4f5114aea"	15.5839997	-92.156	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
bee744e6323b1752d8f55dda1f5297b3	"3471d07dc6b1ec21aba1b68ae07f6cc5"	27.76417	-107.6463897	WGS84	60.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
eb1da3d4034105d1fc2757bca933b3ca	"45c3c9bbaf1f4fdff82e62708c2115ec"	23.9761097	-103.66028	WGS84	70.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
fc551c7bca550bd99506f74c0a91b214	"7d89e05261db285445940ce34dec9342"	19.0619397	-97.11333	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"7cbe859f35256450d95b26eb65754f29"	ad54b67710d27dc7416ecc366b183950	18.97306	-98.155	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"59cfda10229d4603dc05d2e9d3d04ee3"	c739dfaea1a347bd39cd005f165cfe3c	18.7875	-100.36306	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"7261216a3b113ce4cdea189a667d6893"	"17f7eeac29443f0a04d65c029139f0fc"	19.2200097	-97.8744997	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"183ceafcb695558b906c9c14dbe14d1f"	"5581f0790ad8074085361327269ef2d7"	16.6435997	-92.44655	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
a939b18c69c001f1d1531e022de8e9fc	f2d40eedaee965d84d878af0191b91fa	18.0066697	-102.3702797	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"937ba455ba021843dd295a98cf801db3"	"3dfade526d687b7e9c5373e386881c48"	16.8108297	-92.5775	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
f11cf00cb47a4369ef9a272f18d1e03c	"4b8b769f4bf1efe29448803c31ca5a11"	15.34778	-92.7425	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"265b263590308356d1b2dcc0781180e9"	b588e1fe8f3545620938cce98d2744ff	28.63528	-106.08889	WGS84	60.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
f92098ce730cf8c2af144fef825804ef	a8e05b3456cff2c99da860bd1c919794	16.9441697	-97.0275	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"07105c6b72208a75b8c50cc4038aa142"	e5f7f157d812a7da5f8e533cacc9a61b	16.3122197	-93.20917	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"400b97331e7b6c410aa589b7ed5a06fb"	a852dcbc9d863f59f474e93658c8bf77	19.8238897	-104.1561097	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"15b1b0926aa0416ff4891c4e6b91010f"	"159328292f24fffba24f3a96c77605df"	19.5947197	-97.2158297	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"06e9607923791ee360878c0dda793cb2"	"29746a7c054b9292cd2cf5d3b9c2515b"	18.3108297	-99.4775	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"03b704b690a077e99a1a2d79be220b66"	"9853dc64fd115483121287de231593fb"	15.6583333	-92.1413888	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"0b9d7cc19c04815a01b25d26a5a4c240"	"5cafe7124aa10b149beefa79905dc56f"	28.52111	-107.4016697	WGS84	60.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"96f8155b2d74e1de67986efc56ece279"	"72db39a57b053f2586906d8ba78a739b"	19.63389	-103.78861	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"678e73ed73e958bcce62a7ca4cd060ef"	"4f03db8c9f74de9495dd19aa9a88526c"	19.91083	-98.84417	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
b76007411693eb07beb5f54bd6f371ea	deb05f419378ac377d60b2d07d5e6e04	19.204	-97.911	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"3bb20d9f8cffab890a6ee1155febb08e"	d44a6a9874bf7921efc8a3ad9431d8e9	17.14028	-97.39306	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
c581729277485938242c9d17ff70c051	a5782ffd9bd6a6eb6c3549a46e568cba	17.3305597	-96.4872197	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
ddd923a1d065935c5384d2099f5530bf	"35ef65cd43bffeceb7fcee4128ac2494"	26.0723988	-107.1473005	WGS84	50.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"3414b5934311a955a458f3dfd991487e"	"196353b03b75535174f0211783878f99"	28.35028	-107.4722197	WGS84	60.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"16d8cdd39238ea089328a5ac15f4d09a"	"9c66697d3bbda939dcfdce4bc2d1da13"	15.7416697	-92.39417	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
cf811466c641af7d5f9b678cf3e02e5a	dbc4b08532c6f09271a77ab2d35c22a5	19.9196413	-103.5280377	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"902ceeb3cd6adf7d1f2834e164766290"	"6652e937bf4af427b33b90fc46d182d4"	22.3036097	-103.56028	WGS84	70.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
fc4ae28c23eb1304f20dd347feca7fe5	db9b0b5304d35dbcf19a983a03040a35	20.3738897	-90.05222	WGS84	70.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"80a25438176b28c22957b855fd3037bf"	"360cb93e3f9596598a538ee4fd5ace07"	20.8050555	-104.83425	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
ca195a034a39cfa84c92bc57531d41ed	"61005a37c1088d50891df927c5d1b19b"	18.7444897	-100.40666	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"03cb0be54ae1085a237059e8ce5871b0"	"9f369e5f66e8f94c2792a4ef7fc0afaa"	18.7190397	-100.30992	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
f65b459b340dffcf90b89cefa25ec70a	"25db62bc1acc215366c403bca4053bec"	19.28694	-99.45	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"2ed872133b3a54bb4dbc3ce79723a123"	e81854d423397fe7d968c19f68c93e89	16.8588888	-96.695	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
eced94c0eb765d4beccf93a34dbabbba	"85f75db10d71fdb3412d3d5b6f7a979a"	16.5688897	-92.7199997	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"83eaf5a5d09938740174b095e98591e5"	a73a6f60aab363ec629f7ac59d8d4835	20.5088897	-103.1705597	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"02db6c1cc65bc4bd2878bca0bca884a6"	c3215e77f3ac0cf7a14fc51a3a52e20d	19.9572197	-103.9888897	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"1e3996dcd763cdfdcefb604eb55d75ad"	eb4445ea193cb12af2093ca2c69639e1	16.82139	-96.78139	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"43598550e1a23fe20ed0d86075f3a4b3"	"8c0dc0931fabd230490d1c8a605c3836"	20.9299997	-98.81583	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"7a23ca1edd3b766af1bbe23eb4e42d0d"	"1713e32d753b14b0c6c02a989d313ea9"	16.9288897	-96.6041697	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
b10356b6cae7ba382203701e0d839c83	"7ee4dd42ed8c7e1b9e0781c8e5f723a5"	19.2158333	-98.2397222	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"5ca2586a574625ab48a167e62930cea6"	b58c2b69c66ef1d58cc639d7224d6830	25.3386097	-102.80472	WGS84	50.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
f82fe93ab0ef7ed5c7bd4af67bfa3c59	"5dd1b5a65906a49fd6c2be137b9861b7"	18.8394397	-99.1841697	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"17c8aaa19e6b0539d6a3f69e65cec84c"	de689301596a892f98697673232656c7	16.5274997	-92.1274997	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"806592111e5926ff60902c5d5e032306"	"909df2fa78485868b8bfeb16ceec1952"	15.1044397	-92.1694411	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"21d7104f68559ed969af270c4c892603"	"8ebef9feb2fe115b3ef522d80dec7895"	16.86944	-96.2791697	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"04fbca4bc62c085201f557f33adbe549"	"2622e975c44cda3511df0a471f1fa2d2"	15.5569444	-92.3225	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
a3023b81f811b0d9d102b4b08283713c	bfee312a999e7e6161b6fa885d78d836	19.6588888	-98.2275	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"5c96b95e5aa0bbd1b43b78194ec10592"	"92728158e16f0379e080132261fc8a1b"	19.4297222	-97.56	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"5bb5b871fcd974beaee8aa7c82f80b2d"	a07dc08ee4960a6fce473de1b03bc9c8	19.2702797	-99.53333	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
bad70d3035520a06f3fc4d44b1ea8065	c14f042db01324bb385b318fcc82d121	16.04417	-91.9941697	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
c64e763940fab6f9a678dcbf20aecdc4	"7ec5e8dcd32906994ecf920dd92a32ba"	26.8111097	-107.105	WGS84	60.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"1b72193c673867e856705588071b3c23"	"55239ca66ca0d5a9f9e054af309fa39f"	19.585	-100.92278	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
a0f7061bf98260e6d1f8c222ba8e8341	"42c594e1a64a68787fa459c26e292373"	27.91833	-110.8988897	WGS84	60.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
acb1599403a5cc8b22f5c301ac6f7d35	d85a28d31afeaac5e86e0b9d41da78e3	19.6586097	-98.89972	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"1874def3b694cb7395cea181b614740a"	"9c9199976e7c483b588fad04789d95e3"	19.05667	-97.99111	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
fbd34f8d0fd589d4da5bde34b7b0260e	"8ae6d56ab69987034e92baf31e5477c1"	24.61889	-106.40528	WGS84	50.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
c7efd80dc273b10a16524f5a084b3235	"881c9b05f8018dd6d148630626724207"	14.90806	-92.2605597	WGS84	110.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"0ffce9c8cda0c0b15216977311ca707d"	"068739d53c88866b0b85a41c43412a4e"	21.1035197	-104.42574	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"5d01ffaca4ad50dbf4ce582f905a86d5"	"066fad8c51d8ac50acd8aa00dfac018a"	20.42483	-101.0441697	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
c42e21ecd58cd85872e5300b2bf9009b	"9ca5abf82a4effc50b3d258a19492f77"	15.1775	-92.4941697	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"918b16265ff8f8cfa5e9f9573e7d2f31"	e901ffd2c17521388e3d211920f3b07f	19.74444	-89.8430597	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"0d07cb2c8259e4d112312a37e3dd960e"	c22a2883ec76a0eb8816e9329f0d488f	15.455	-92.1580555	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"0bc95dad3582a1c5c4b296090268fe04"	ea3a3a68c32ae81ae8c0083bf069f7b5	16.3775	-92.39417	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
fca985ca0597c51657cef27b8efd9afa	"7e154711b63945950af002435f5beb15"	15.7430597	-93.3527797	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"3f2191cfd470c002ee7fa6f8abfdf83e"	e0df55117e75fa5ab6cad0f97c825fd4	19.6725277	-101.557	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
fca985ca0597c51657cef27b8efd9afa	da41bf8d6b752e87e29970feae58b587	15.7430597	-93.3527797	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"4cc58bd964e697aba75c8709a2866414"	f5cb9c4f6f47dfb6c8bb7dd8bfbec625	19.38917	-98.03	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
fe3b730aa8402bcdf8686db6b7fe8bbf	d76fb1e3d1c24d15aa5761b80167fadc	20.4291697	-97.38083	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
fe4d1e419a10165fbfc1bb570710d12e	"04d7f7e509d48bcc47ade1179c4851e3"	18.1307	-97.0715697	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
a1ef18a608e5f4589d90cbd929a48b80	c518c9d2437185bb10150f19470e9a9d	29.25083	-107.75139	WGS84	60.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
e246e8432085a6e4ffe281cb31288dd4	"8d52c34dfda9d34fef6ea9292393d853"	16.5941697	-95.2441697	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"1d5ac86eb99d16c1323f62847bc16c8e"	"46f837af3a6b45a6bcd087d4dbae4459"	24.0817497	-99.12478	WGS84	60.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
c02ad66b5990ce4872f8c86236eb35fa	"7b174f8d8ee851cbe73460b8efd5ebc6"	18.1441697	-100.41083	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"66221e1540c78231ffea08303f1b12e0"	"7f727156382186b75130944f4129f9d1"	19.71889	-104.6019397	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"48166c34904252b93e9e122e07cfb646"	d519e4ceedeba09b076bd06ba99368e8	14.9599397	-92.1708697	WGS84	110.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
f00173b90e2864d0fc8fd5fd49f67387	"35e84bc6eb4afc0f525ffef7528efbcc"	20.32494	-100.1945697	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
c2166d8500f98e4ea2b127f03fc22db3	"45cc784cfd48d71ca62d119b6e040a82"	23.6872197	-103.71889	WGS84	70.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"610b602259e2e324ec1ff17943bf1704"	f58fad8674c3cc3b0fe541f49f04e3c7	20.05611	-103.86333	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
db2feb43ad6e37aa0dea0fd1ad6764f7	"69b37ff5884d10ab543022c70e3dee32"	18.1496897	-89.0315097	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"23e24dfed604cb7b39d37b906d8dd875"	debe086215dd01f649b6a42c157325f3	16.79417	-92.71083	WGS84	90.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
d6cb499076ee1708bfc74aa71218b155	a4f81857b69466f7c82507ad1642e169	15.84417	-91.91083	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"76b504cb43fe6c67f7b08ce9ff177e8c"	cc530db1c6f1d116a4fd2fb17828a664	19.1013897	-97.0744397	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"1855a00fc6c3211280c123998a9bd34b"	ee4b2591d2e0f427bbe59b3c4d780c4f	19.55833	-98.9124997	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"227febfd12303c9b47dd2b3dcd5f677b"	"1cbb542aa49e3cac67accc25e1296b4f"	19.35556	-97.1169397	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
"9fa5078b405670e9997b770f8a353ac4"	cb11708d124107e1d9fe28cca8725d03	27.2138897	-105.24056	WGS84	60.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
d5928c21784ead3d15be594211d0e09c	b5fb9b1980a0081e7d0283894d10b924	17.0255597	-96.0799997	WGS84	100.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
b765505ba126ee5e8f1ff227f1f989c7	"53a0d09e101c3e5c811cbad5589f59ca"	21.4197797	-100.78918	WGS84	80.0	"1:250 000"	""	""	""	""	""	""	""	""	Conversión de sexagesimal a decimal	""
