"taxon_id","identification_id","taxon_order","taxon_authority"
"407215cd7434c5461a0e8fab337375eb","03f067a73f5f756f67622ec032acff3c","","E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951"
ebecc48395374835a349fd28ca7295a0,cc98e4b1053b3267794e6e70c9cd6d04,"","E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951"
"61021bf9dcff7f73f0735878a038b0f5","618bdb67159cd1eb56d49e761db64323","","H.G. Wilkes, 1967"
"71a3c27cdd182ea9d1322207e6e9ad5a","9864054d77bc974cbe12bf0435696883","","L., 1753"
"87cbad861028c339bcf4011bfacf3760",c76508030063fb954b1a23d71afa07e6,"","E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951"
"71a3c27cdd182ea9d1322207e6e9ad5a","5b8462eea9da9d70fdbdc7f19b29f1c0","","L., 1753"
fa2eea1001a1210b3648351571391502,"8f247fa02f386ac8de3d2ef07e921501","","E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951"
"71a3c27cdd182ea9d1322207e6e9ad5a","334e1a24b66a12e81b819f0bba578171","","L., 1753"
"63d66b8004dc57a87a53c30b204260ec","5b871018bb6523848aaf54f65f0679fe","","E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951"
ebecc48395374835a349fd28ca7295a0,c122ac9fbff5898c642cf495c5cbebc8,"","E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951"
"2e7c255e0be1d29cc62dde99149d11b7","3e6bdd42694fcb736d6163a249d15df9","","E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951"
"401e0a8aaeb91d13c250a02035e13eb2",dd25745604b4c25816d13a0f2052a89f,"","E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951"
e55e8be3139900e439906ae0029c416a,"7a9d6f183b167387ec6b81e4e608cd70","","E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951"
"71a3c27cdd182ea9d1322207e6e9ad5a",ab049eef839b6427f7fcc7739b6b5f73,"","L., 1753"
"57917e37ffd9ff4efa61d256127a2239",c83b09d301900bffdda3a59d3aba25c3,"","de Wet & J.R. Harlan, 1982"
"71a3c27cdd182ea9d1322207e6e9ad5a",a029d9f722e3eb3caed1b085398260d3,"","L., 1753"
"71a3c27cdd182ea9d1322207e6e9ad5a","817d59277eb44993dd2e2cc3364950ae","","L., 1753"
"401e0a8aaeb91d13c250a02035e13eb2","4b5ce59f09232fe1e070afb55f042f7c","","E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951"
fb4fb44f1c9a8bb0def8afba83e1192b,"56074aba17af8de21c51e0c33d893574","","E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951"
"34b8a8a5362835022ce7e0c5a7c6fcaf","1094f85491e4caed2b8b94c9e1fc0540","","E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951"
"63d66b8004dc57a87a53c30b204260ec","546ba4244dd05ea863b9436b72fdafe4","","E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951"
a7015218bc0860fe4c8840a390695add,c8c62a699891206a01361899f0f40e3e,"","E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951"
bb976ba17d78fbf2f93031e8f9a019d5,"25377a5dd0656594f5efd2895ffbdfa7","","R. Ortega, 1979"
"63d66b8004dc57a87a53c30b204260ec","4dfbd9504f36f72756029515a5d39cf0","","E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951"
"401e0a8aaeb91d13c250a02035e13eb2","16072c083903bf7a3dec2799635a586b","","E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951"
"6795558b0cd61d7b9c3f0aa7598d12eb","582c4cf7a5050a3a254e8f685382a243","","E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951"
