taxon_id	scientificName	scientific_name_authorship	name_according_to	name_according_to_id	taxon_rank	taxon_source	scientific_name_id	taxon_remarks	parent_taxon_id	taxonomic_status	kingdom	phylum	class	order	family	subfamily	genus	subgenus	accepted_scientific_name
4e4337b139fa8067b8e2dfdbb029f1d4	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Pepitilla		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
4e4da33a35cd5570d073d5bc6dc79124	Tripsacum zopilotense	Hern.-Xol. & Randolph, 1950	Dávila, Mejía-Saulés, Soriano-Martínez & Herrera-Arrieta, 2018		species					aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Tripsacum		
4fdaed2f60e46524ff4a206ae1c3a708	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Palomero Toluqueño		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
5265aa2677924182c802bb293b41e78d	Tripsacum	L., 1759	Soreng, Peterson, Romanschenko, Davidse, Zuloaga, Judziewicz, Filgueiras, Davis & Morrone, 2015		genus					aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Tripsacum		
529f1ee2a52101eb90d2843a8cea5f82	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Tabloncillo		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
52d0678b2f2c6ac729ab412178dd383e	Zea mays ssp. mays	R. Ortega, 1979	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Ratón		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
558983134a9a23fea90a6800e6b007bb	Tripsacum zopilotense	Hern.-Xol. & Randolph, 1950	Dávila, Mejía-Saulés, Soriano-Martínez & Herrera-Arrieta, 2018		species					aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Tripsacum		
57917e37ffd9ff4efa61d256127a2239	Tripsacum dactyloides var. mexicanum	de Wet & J.R. Harlan, 1982	Dávila, Mejía-Saulés, Soriano-Martínez & Herrera-Arrieta, 2018		variety					aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Tripsacum		
5860e4fb8b3172c1bc7781e5a79f0fb3	Zea mays ssp. mays	R. Ortega, 1979	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Coscomatepec		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
5a1f9fccf15c698abfe6b41824126cb8	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Cónico		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
5af41dde0b646f4e085620ba5ecc04b4	Zea mays ssp. mays	L., 1753	Dávila, Mejía-Saulés, Soriano-Martínez & Herrera-Arrieta, 2018		subspecies			race: Palomero de Jalisco		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
5afa1773238ab70fecb9118977df2458	Zea mays ssp. mays	L., 1753	Dávila, Mejía-Saulés, Soriano-Martínez & Herrera-Arrieta, 2018		subspecies					aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
5c3d6f0782fde066024be29d951d6ec1	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Arrocillo Amarillo		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
5c697f27037b7292a969420430e7ef7d	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Dzit Bacal		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
5cbd884b57108acdf664f06fa0a020f2	Zea mays ssp. mays	R. Ortega, 1979	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Elotero de Sinaloa		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
5f5d02f4da41c92daf558f0bd4cde12d	Tripsacum lanceolatum	Rupr. ex E. Fourn., 1886	Dávila, Mejía-Saulés, Soriano-Martínez & Herrera-Arrieta, 2018		species					aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Tripsacum		
61021bf9dcff7f73f0735878a038b0f5	Zea mays ssp. parviglumis	H.G. Wilkes, 1967	Sánchez, de la Cruz, Vidal, Ron, Taba, Santacruz-Ruvalcaba, Sood, Holland, Ruíz, Carvajal, Aragón, Chávez, Morales & Barba-González, 2011		subspecies			race: balsas		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
63066f11c7d9d90ee651cd23ebf64543	Tripsacum jalapense	de Wet & Brink, 1983	Dávila, Mejía-Saulés, Soriano-Martínez & Herrera-Arrieta, 2018		species					aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Tripsacum		
63adc25f693259b62eb493d41e6e5b5e	Zea mays ssp. mays	L., 1753	Dávila, Mejía-Saulés, Soriano-Martínez & Herrera-Arrieta, 2018		subspecies					aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
63d66b8004dc57a87a53c30b204260ec	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Tuxpeño		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
64448f68f18484749ed4562c0016461f	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Dulce		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
65a00cb331e28b104c1bb809e8527211	Zea mays ssp. mays	R. Ortega, 1979	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Tuxpeño Norteño		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
66d7666144b81c14f11e3425d2f050f3	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Tuxpeño		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
6717584b257ca851aa64e5ef4768ccd1	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Chapalote		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
6795558b0cd61d7b9c3f0aa7598d12eb	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Pepitilla		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
6972700f4bfcde2b9f85f3906c5a1b15	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Bolita		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
6c7fbc86a9e40d8de6462f4e945a1eca	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Tuxpeño		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
6d535fd6cbd1a15f5c6a20cd33d9340e	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Harinoso de Ocho		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
6df4fccda8008004f151b346f6d7ed3c	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Tepecintle		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
6e66b9a5dd6ea3376a3b7b0c132d9387	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Cristalino de Chihuahua		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
70069f2f1820fb7d6ee53566a343b7a9	Tripsacum pilosum	Scribn. & Merr., 1901	Dávila, Mejía-Saulés, Soriano-Martínez & Herrera-Arrieta, 2018		species					aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Tripsacum		
71a3c27cdd182ea9d1322207e6e9ad5a	Zea mays ssp. mays	L., 1753	Dávila, Mejía-Saulés, Soriano-Martínez & Herrera-Arrieta, 2018		subspecies					aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
71f4b34aec9f705983f51a897ffcff70	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Complejo Serrano de Jalisco		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
74fac00fc8f1f2729083686019266dca	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Onaveño		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
7715d63b64c7b4438e6531f1d7d7248c	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Celaya		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
785715606a77c6ce0e70370c6096b12a	Tripsacum dactyloides var. meridonale	de Wet & Timothy, 1981	Filgueiras, 2003c		variety					aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Tripsacum		
796d776d4bb36eba2b9bdcfe6633c9a2	Tripsacum peruvianum	de Wet & Timothy, 1981	Doebley, 1983		species					aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Tripsacum		
7c6565197ecfd5269cb90d97f2d06aa2	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Dulce		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
7ce66c473cb9fded40fc4551103036ab	Zea mays ssp. parviglumis	Iltis & Doebley, 1980	Dávila, Mejía-Saulés, Soriano-Martínez & Herrera-Arrieta, 2018		subspecies					aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
7eaa4d3e30b89976472f760150c6192b	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Zapalote Grande		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
7eb4cea0c84ffc9d1cddbe4e9afd46d6	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Zapalote Chico		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
7f27a055f6ec73ce488109fc4982d383	Zea diploperennis	Iltis, Doebley & R. Guzmán, 1979	Dávila, Mejía-Saulés, Soriano-Martínez & Herrera-Arrieta, 2018		species					aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
816ad570f2a7ff5a7cea9d4bf2be83a0	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Nal-tel		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
8214a3b6f8773df6c9c29a8c71cd6f4a	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Elotes Cónicos		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
8686e77fbca63ea937265370d2650770	Zea mays ssp. mays	R. Ortega, 1979	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Mushito		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
871e3c6998810f39b6d19fd1a6634446	Tripsacum manisuroides	de Wet & J.R. Harlan, 1982	Dávila, Mejía-Saulés, Soriano-Martínez & Herrera-Arrieta, 2018		species					aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Tripsacum		
87cbad861028c339bcf4011bfacf3760	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Tepecintle		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
8857ed0e5ab231564b94b0037c7fe146	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Elotes Cónicos		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
8a4cdb8f87e48580761f87c9ff5e7c37	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Celaya		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
8fa0a1d2b96e2a82fa7f93411ccfa33e	Tripsacum latifolium	Hitchc., 1906	Dávila, Mejía-Saulés, Soriano-Martínez & Herrera-Arrieta, 2018		species					aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Tripsacum		
8fb7a8183c019ce987fa905762c3f4d5	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Cristalino de Chihuahua		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
9195c9d36e620f8b02f72a029457f698	Zea perennis	(Hitchc.) Reeves & Mangelsd., 1942	Dávila, Mejía-Saulés, Soriano-Martínez & Herrera-Arrieta, 2018		species					aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
9268d51d58d664d89066211c73dc1d81	Zea mays ssp. mays	L., 1753	Dávila, Mejía-Saulés, Soriano-Martínez & Herrera-Arrieta, 2018		subspecies			race: Blando		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
930f7438589101227e90854a31549ae9	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Bolita		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
93ac46dbb0e109d2eb161d095e6a0624	Zea mays ssp. mays	L., 1753	Dávila, Mejía-Saulés, Soriano-Martínez & Herrera-Arrieta, 2018		subspecies			race: Cubano Amarillo		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
94c1d77809f1b299149abff5bcd68604	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Chalqueño		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
99bd6382a269d40cbe8c6caf03590204	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Onaveño		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
99c8ecd1bdcc7ec1d7664f39970aae1e	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Chalqueño		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
99efb4d0f81396da4a09de1fdb5fdf62	Tripsacum dactyloides	(L.) L., 1759	Dávila, Mejía-Saulés, Soriano-Martínez & Herrera-Arrieta, 2018		species					aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Tripsacum		
9b8e13006d1c7abd8d7117efe1cf6e5a	Zea mays ssp. mays	L., 1753	Dávila, Mejía-Saulés, Soriano-Martínez & Herrera-Arrieta, 2018		subspecies			race: Uruapeño		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
9d639f70800830697cc941b6a279694d	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Elotes Cónicos		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
9d705314ae9b4f1b8cab9f4bfaa0a9fe	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Tabloncillo		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
9d755d5c69567a3a9f0f2c711cce8bc1	Tripsacum intermedium	de Wet & J.R. Harlan, 1982	Dávila, Mejía-Saulés, Soriano-Martínez & Herrera-Arrieta, 2018		species					aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Tripsacum		
9ffd785959c3300af627298de5532c5d	Zea mays ssp. mays	Hern.-Xol. & G. Alanis, 1970	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Bofo		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
a0fe9c80e55fa0478ac5d2e69a3d33e1	Zea mays ssp. mays	R. Ortega, 1979	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Tuxpeño Norteño		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
a4276ee5f9ba88467bab2a25c1bb9bd7	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Complejo Serrano de Jalisco		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
a4b2208553dbe1130210ca434dc25869	Zea mays ssp. mays	E. Anderson, 1944	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Reventador		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
a5c08fc7e24513fbcdb61e7ee73faae6	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Tuxpeño		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
a6fceaa48f3cd3132c267633b52e6ada	Zea mays ssp. mays	Hern.-Xol. & G. Alanis, 1970	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Apachito		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
a7015218bc0860fe4c8840a390695add	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Olotillo		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
