collection_id,collection_type,collection_code,institution_code,grscicoll_id
fceacd29-9f6c-4c9c-a4bc-67795f9cb972,HERBARIUM,Herbarium Berolinense,B,fceacd29-9f6c-4c9c-a4bc-67795f9cb972
