1.collectionobject.guid,"1,23.collection.primaryPurpose","1,29-collectionobjectcitations,69.referencework.guid","1,29-collectionobjectcitations,69.referencework.referenceWorkType","1,29-collectionobjectcitations.collectionobjectcitation.pageNumber","1,29-collectionobjectcitations.collectionobjectcitation.remarks"
db499d25-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
db499d25-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
dcbf9cb5-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
dcbf9cb5-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
db83f810-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
db83f810-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
db8456e6-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
db8456e6-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
db61eb74-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
db61eb74-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
dcc1d83b-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
dcc1d83b-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
db2a147a-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
db2a147a-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
dccfca8e-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
dccfca8e-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
db29d5e8-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
db29d5e8-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
db7ec89c-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
db7ec89c-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
db61fb04-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
db61fb04-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
db238bea-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
db238bea-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
dca4af13-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
dca4af13-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
db524491-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
db524491-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
db655db0-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
db655db0-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
dcc54254-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
dcc54254-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
dc95fba4-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
dc95fba4-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
db816dd5-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
db816dd5-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
db7ccd74-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
db7ccd74-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
db45716f-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
db45716f-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
dcc1e4a6-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
dcc1e4a6-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
db69823e-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
db69823e-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
dc96f198-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
dc96f198-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
dcd49c1d-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
dcd49c1d-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
db7e2939-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
db7e2939-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
dc9be343-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
dc9be343-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
db5ef1da-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
db5ef1da-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
db3a57a6-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
db3a57a6-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
db7e79ba-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
db7e79ba-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
db564462-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
db564462-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
dccd7174-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
dccd7174-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
dc9527ee-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
dc9527ee-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
db74d08b-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
db74d08b-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
db518c62-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
db518c62-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
dc94ead5-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
dc94ead5-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
db412a70-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
db412a70-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
dcd53893-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
dcd53893-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
dcc5adc9-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
dcc5adc9-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
db82f432-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
db82f432-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
db5eb28c-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
db5eb28c-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
dcc5c94b-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
dcc5c94b-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
db3d9116-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
db3d9116-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
db51a5fc-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
db51a5fc-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
db726bae-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
db726bae-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
dcc487de-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
dcc487de-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
db470267-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
db470267-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
db1abeff-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
db1abeff-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
dcab8bc4-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
dcab8bc4-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
dcc4d670-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
dcc4d670-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
dc6538db-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
dc6538db-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
db192481-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
db192481-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
dc9b3f04-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
dc9b3f04-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
dcaa75fd-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
dcaa75fd-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
dbbb268d-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
dbbb268d-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
db410491-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
db410491-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
dc0283cb-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
dc0283cb-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
dc63211c-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
dc63211c-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
dc632224-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
dc632224-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
dc0de79d-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
dc0de79d-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
dc5710aa-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
dc5710aa-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
dc457260-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
dc457260-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
dbc55bff-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
dbc55bff-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
dc4ab0ab-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
dc4ab0ab-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
dc516111-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
dc516111-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
dc0c6248-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
dc0c6248-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
dc660f81-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
dc660f81-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
dc36d11d-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
dc36d11d-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
dc034c40-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
dc034c40-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
dc36dcb2-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
dc36dcb2-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
dbf319ce-1ed3-11e3-bfac-90b11c41863e,Organism,921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,2,,
dbf319ce-1ed3-11e3-bfac-90b11c41863e,Organism,543bb45e-a72d-4512-b217-1bb148c033d6,2,,
db46a51c-1ed3-11e3-bfac-90b11c41863e,Organism,ea203cac-b3e8-461f-8777-261cc6215204,2,,
dc3dda96-1ed3-11e3-bfac-90b11c41863e,Organism,1c3666e8-1204-4bb3-9883-3df7b6b8776d,2,,
dbfdc36b-1ed3-11e3-bfac-90b11c41863e,Organism,1c3666e8-1204-4bb3-9883-3df7b6b8776d,2,,
dc6e6ae9-1ed3-11e3-bfac-90b11c41863e,Organism,0ec8b600-a3b6-411a-b7f5-880931f01f61,2,,
db862d51-1ed3-11e3-bfac-90b11c41863e,Organism,06112a2f-5ee3-4a4b-a55d-942e8a937de3,2,,
db1a7d13-1ed3-11e3-bfac-90b11c41863e,Organism,06112a2f-5ee3-4a4b-a55d-942e8a937de3,2,,
db6824b7-1ed3-11e3-bfac-90b11c41863e,Organism,06112a2f-5ee3-4a4b-a55d-942e8a937de3,2,,
db7826cc-1ed3-11e3-bfac-90b11c41863e,Organism,06112a2f-5ee3-4a4b-a55d-942e8a937de3,2,,
dcc19c37-1ed3-11e3-bfac-90b11c41863e,Organism,06112a2f-5ee3-4a4b-a55d-942e8a937de3,2,,
db1df962-1ed3-11e3-bfac-90b11c41863e,Organism,06112a2f-5ee3-4a4b-a55d-942e8a937de3,2,,
dcd6df63-1ed3-11e3-bfac-90b11c41863e,Organism,06112a2f-5ee3-4a4b-a55d-942e8a937de3,2,,
dc660f81-1ed3-11e3-bfac-90b11c41863e,Organism,7cc8edad-c371-4265-aeb0-11e8af4bf4f2,2,,
db21bc3a-1ed3-11e3-bfac-90b11c41863e,Organism,e8793284-6fe2-4d04-a6b9-add5fed24b91,2,,
dc4cd5f3-1ed3-11e3-bfac-90b11c41863e,Organism,e8793284-6fe2-4d04-a6b9-add5fed24b91,2,,
dc2f61c0-1ed3-11e3-bfac-90b11c41863e,Organism,e8793284-6fe2-4d04-a6b9-add5fed24b91,2,,
dca91179-1ed3-11e3-bfac-90b11c41863e,Organism,e8793284-6fe2-4d04-a6b9-add5fed24b91,2,,
dcc0dc0b-1ed3-11e3-bfac-90b11c41863e,Organism,e8793284-6fe2-4d04-a6b9-add5fed24b91,2,,
dcca8553-1ed3-11e3-bfac-90b11c41863e,Organism,e8793284-6fe2-4d04-a6b9-add5fed24b91,2,,
dc444d0a-1ed3-11e3-bfac-90b11c41863e,Organism,e8793284-6fe2-4d04-a6b9-add5fed24b91,2,,
dc49c73c-1ed3-11e3-bfac-90b11c41863e,Organism,e8793284-6fe2-4d04-a6b9-add5fed24b91,2,,
dc49c88a-1ed3-11e3-bfac-90b11c41863e,Organism,e8793284-6fe2-4d04-a6b9-add5fed24b91,2,,
dc49c9dc-1ed3-11e3-bfac-90b11c41863e,Organism,e8793284-6fe2-4d04-a6b9-add5fed24b91,2,,
dc5715e7-1ed3-11e3-bfac-90b11c41863e,Organism,e8793284-6fe2-4d04-a6b9-add5fed24b91,2,,
99b3d85c-a45b-41d4-98f4-8868bc59a457,Organism,e8793284-6fe2-4d04-a6b9-add5fed24b91,2,,
6bb82075-585c-46ea-a0e7-503a9d6ad806,Organism,e8793284-6fe2-4d04-a6b9-add5fed24b91,2,,
db43ebbb-1ed3-11e3-bfac-90b11c41863e,Organism,e8793284-6fe2-4d04-a6b9-add5fed24b91,2,,
dc4f45fb-1ed3-11e3-bfac-90b11c41863e,Organism,e8793284-6fe2-4d04-a6b9-add5fed24b91,2,,
dc564b52-1ed3-11e3-bfac-90b11c41863e,Organism,e8793284-6fe2-4d04-a6b9-add5fed24b91,2,,
dc9a0f2b-1ed3-11e3-bfac-90b11c41863e,Organism,e8793284-6fe2-4d04-a6b9-add5fed24b91,2,,
db7f77ac-1ed3-11e3-bfac-90b11c41863e,Organism,e8793284-6fe2-4d04-a6b9-add5fed24b91,2,,
db46af2b-1ed3-11e3-bfac-90b11c41863e,Organism,27364e75-23e3-4813-af8d-c53eb8289ede,2,,
dc9bd8bd-1ed3-11e3-bfac-90b11c41863e,Organism,27364e75-23e3-4813-af8d-c53eb8289ede,2,,
db543627-1ed3-11e3-bfac-90b11c41863e,Organism,27364e75-23e3-4813-af8d-c53eb8289ede,2,,
dc9cad5c-1ed3-11e3-bfac-90b11c41863e,Organism,27364e75-23e3-4813-af8d-c53eb8289ede,2,,
dc0ffe84-1ed3-11e3-bfac-90b11c41863e,Organism,c304590d-fe5c-4fb7-8131-e851b30efbb3,5,,
dbbbf662-1ed3-11e3-bfac-90b11c41863e,Organism,c304590d-fe5c-4fb7-8131-e851b30efbb3,5,,
dc6247fe-1ed3-11e3-bfac-90b11c41863e,Organism,c304590d-fe5c-4fb7-8131-e851b30efbb3,5,,
dc640027-1ed3-11e3-bfac-90b11c41863e,Organism,c304590d-fe5c-4fb7-8131-e851b30efbb3,5,,
dc3d1be6-1ed3-11e3-bfac-90b11c41863e,Organism,c304590d-fe5c-4fb7-8131-e851b30efbb3,5,,
dc679c14-1ed3-11e3-bfac-90b11c41863e,Organism,c304590d-fe5c-4fb7-8131-e851b30efbb3,5,,
dc47034f-1ed3-11e3-bfac-90b11c41863e,Organism,c304590d-fe5c-4fb7-8131-e851b30efbb3,5,,
dbabaf8b-1ed3-11e3-bfac-90b11c41863e,Organism,aa5f4398-b151-4a00-9b23-ab85e63703ef,5,,
dbf22274-1ed3-11e3-bfac-90b11c41863e,Organism,aa5f4398-b151-4a00-9b23-ab85e63703ef,5,,
dbbbf662-1ed3-11e3-bfac-90b11c41863e,Organism,aa5f4398-b151-4a00-9b23-ab85e63703ef,5,,
dc43bc26-1ed3-11e3-bfac-90b11c41863e,Organism,aa5f4398-b151-4a00-9b23-ab85e63703ef,5,,
dc6224c3-1ed3-11e3-bfac-90b11c41863e,Organism,aa5f4398-b151-4a00-9b23-ab85e63703ef,5,,
dc6247fe-1ed3-11e3-bfac-90b11c41863e,Organism,aa5f4398-b151-4a00-9b23-ab85e63703ef,5,,
dc628555-1ed3-11e3-bfac-90b11c41863e,Organism,aa5f4398-b151-4a00-9b23-ab85e63703ef,5,,
dc6289ed-1ed3-11e3-bfac-90b11c41863e,Organism,aa5f4398-b151-4a00-9b23-ab85e63703ef,5,,
dc640027-1ed3-11e3-bfac-90b11c41863e,Organism,aa5f4398-b151-4a00-9b23-ab85e63703ef,5,,
dc62cd7a-1ed3-11e3-bfac-90b11c41863e,Organism,aa5f4398-b151-4a00-9b23-ab85e63703ef,5,,
dc62ce82-1ed3-11e3-bfac-90b11c41863e,Organism,aa5f4398-b151-4a00-9b23-ab85e63703ef,5,,
dc4e5222-1ed3-11e3-bfac-90b11c41863e,Organism,aa5f4398-b151-4a00-9b23-ab85e63703ef,5,,
dc4e60a7-1ed3-11e3-bfac-90b11c41863e,Organism,aa5f4398-b151-4a00-9b23-ab85e63703ef,5,,
dc4e7240-1ed3-11e3-bfac-90b11c41863e,Organism,aa5f4398-b151-4a00-9b23-ab85e63703ef,5,,
dc4e7592-1ed3-11e3-bfac-90b11c41863e,Organism,aa5f4398-b151-4a00-9b23-ab85e63703ef,5,,
dbf7e0cc-1ed3-11e3-bfac-90b11c41863e,Organism,aa5f4398-b151-4a00-9b23-ab85e63703ef,5,,
dc62cc70-1ed3-11e3-bfac-90b11c41863e,Organism,aa5f4398-b151-4a00-9b23-ab85e63703ef,5,,
db8a7d63-1ed3-11e3-bfac-90b11c41863e,Organism,aa5f4398-b151-4a00-9b23-ab85e63703ef,5,,
dba612a7-1ed3-11e3-bfac-90b11c41863e,Organism,aa5f4398-b151-4a00-9b23-ab85e63703ef,5,,
dba65d06-1ed3-11e3-bfac-90b11c41863e,Organism,aa5f4398-b151-4a00-9b23-ab85e63703ef,5,,
dbb28974-1ed3-11e3-bfac-90b11c41863e,Organism,aa5f4398-b151-4a00-9b23-ab85e63703ef,5,,
dbba9663-1ed3-11e3-bfac-90b11c41863e,Organism,aa5f4398-b151-4a00-9b23-ab85e63703ef,5,,
dbbac58d-1ed3-11e3-bfac-90b11c41863e,Organism,aa5f4398-b151-4a00-9b23-ab85e63703ef,5,,
dbd34389-1ed3-11e3-bfac-90b11c41863e,Organism,aa5f4398-b151-4a00-9b23-ab85e63703ef,5,,
dbe10e45-1ed3-11e3-bfac-90b11c41863e,Organism,aa5f4398-b151-4a00-9b23-ab85e63703ef,5,,
dc0e5e43-1ed3-11e3-bfac-90b11c41863e,Organism,aa5f4398-b151-4a00-9b23-ab85e63703ef,5,,
dc3d1be6-1ed3-11e3-bfac-90b11c41863e,Organism,aa5f4398-b151-4a00-9b23-ab85e63703ef,5,,
dc4e09e6-1ed3-11e3-bfac-90b11c41863e,Organism,aa5f4398-b151-4a00-9b23-ab85e63703ef,5,,
dc5990b1-1ed3-11e3-bfac-90b11c41863e,Organism,aa5f4398-b151-4a00-9b23-ab85e63703ef,5,,
dc68abbd-1ed3-11e3-bfac-90b11c41863e,Organism,aa5f4398-b151-4a00-9b23-ab85e63703ef,5,,
dbb5d020-1ed3-11e3-bfac-90b11c41863e,Organism,aa5f4398-b151-4a00-9b23-ab85e63703ef,5,,
dbb5d12f-1ed3-11e3-bfac-90b11c41863e,Organism,aa5f4398-b151-4a00-9b23-ab85e63703ef,5,,
dbd3bf30-1ed3-11e3-bfac-90b11c41863e,Organism,aa5f4398-b151-4a00-9b23-ab85e63703ef,5,,
dc3c7b1a-1ed3-11e3-bfac-90b11c41863e,Organism,aa5f4398-b151-4a00-9b23-ab85e63703ef,5,,
dc73b27c-1ed3-11e3-bfac-90b11c41863e,Organism,aa5f4398-b151-4a00-9b23-ab85e63703ef,5,,
dbef00d8-1ed3-11e3-bfac-90b11c41863e,Organism,aa5f4398-b151-4a00-9b23-ab85e63703ef,5,,
dbef1a7b-1ed3-11e3-bfac-90b11c41863e,Organism,aa5f4398-b151-4a00-9b23-ab85e63703ef,5,,
dbd64bfc-1ed3-11e3-bfac-90b11c41863e,Organism,aa5f4398-b151-4a00-9b23-ab85e63703ef,5,,
dc45113c-1ed3-11e3-bfac-90b11c41863e,Organism,aa5f4398-b151-4a00-9b23-ab85e63703ef,5,,
