collection_id;collection_type;collection_code;institution_code;grscicoll_id
92d855ef-3a28-3bd2-dcfb-e271b1ba7f2f;HERBARIUM;YA;YA;dcc50723-f94f-4527-ad5a-2aa97dde82bf
